Sample name,0,0,0,0,0,0,0,0,0,0
CYCLUS2_BEKKEN_-7_A_PRECYCLE,70.51532359307363,65.08735119047621,72.785,60.27,72.71,74.835,72.1500257936508,62.60393470418472,68.49,66.91
CYCLUS2_BEKKEN_-6_A_PRECYCLE,70.65786653624156,74.68689285714284,72.59,73.39,68.84,68.645,62.344809523809516,71.22378625541128,61.62,77.535
CYCLUS2_BEKKEN_-4_A_PRECYCLE,62.45576981351978,70.61802380952379,70.945,68.425,72.005,70.905,75.28620436507933,68.49668308080811,59.89,65.885
CYCLUS2_BEKKEN_-1_A_PRECYCLE,79.33174580974581,79.81449404761905,82.18,77.04,76.335,82.425,79.96766269841268,85.35470364357872,82.275,80.27
CYCLUS2_BEKKEN_1_B_OPERATION,34.041575008325,34.03039285714287,37.005,35.62,36.795,34.92,37.919035714285705,35.32402976190478,32.305,36.635
CYCLUS2_BEKKEN_2_A_OPERATION,32.24267773892775,31.944839285714288,31.96,34.865,33.535,34.42,31.91685912698413,34.1091058802309,34.465,34.58
CYCLUS2_BEKKEN_3_A_OPERATION,31.393295780608288,35.29472023809524,30.425,34.19,33.785,32.165,34.66849404761905,33.70089754689756,31.425,33.585
CYCLUS2_BEKKEN_5_B_OPERATION,38.038282994782975,45.01410515873015,39.065,37.82,38.26,40.435,40.277303030303024,38.38334000721501,39.31,38.445
CYCLUS2_BEKKEN_6_B_OPERATION,47.318932054057065,48.07216468253969,53.75,50.57,45.245,48.0,49.22312698412696,48.180529942279975,51.13,46.74
CYCLUS2_BEKKEN_7_B_OPERATION,47.49707566045066,49.02952380952382,49.18,49.495,46.965,50.76,50.22457738095239,45.58850018037521,45.295,51.36
CYCLUS2_BEKKEN_8_A_OPERATION,53.826130293317824,50.95225000000002,63.785,53.33,59.0,55.73,62.797865079365074,54.03821410533911,48.44,44.655
CYCLUS2_BEKKEN_8_B_OPERATION,46.678798402985926,44.26148809523811,48.74,43.635,44.52,42.65,50.740168650793635,46.69846121933625,41.515,43.055
CYCLUS2_BEKKEN_9_B_OPERATION,42.25651900876899,47.42565476190475,41.725,38.18,43.955,40.16,43.843216269841264,41.01782864357864,42.52,38.815
CYCLUS2_BEKKEN_10_A_OPERATION,36.846573960761454,37.23409523809525,36.93,36.01,36.115,41.15,38.84863492063492,35.51817099567099,35.755,37.845
CYCLUS2_BEKKEN_10_B_OPERATION,30.29252157564657,29.856440476190468,32.69,30.695,29.82,31.575,29.61487049062049,32.74813780663781,30.635,30.0
CYCLUS2_BEKKEN_11_B_OPERATION,30.919746579809093,34.442553571428576,30.215,33.42,31.34,31.77,28.251713744588763,31.36146176046175,30.805,29.23
CYCLUS2_BEKKEN_12_B_OPERATION,29.825739704739703,29.853438492063514,28.865,29.5,29.31,33.7,30.555492063492068,30.21064556277055,29.685,30.4
CYCLUS2_BEKKEN_13_A_OPERATION,28.71986965118216,30.2572400793651,28.565,30.5,30.01,32.625,30.197150793650785,31.344505952380942,30.825,29.81
CYCLUS2_BEKKEN_13_B_OPERATION,33.58240814047064,32.65296428571429,31.87,36.365,30.84,31.98,35.48707936507936,32.71182539682538,30.275,36.85
CYCLUS2_BEKKEN_15_A_OPERATION,33.9444083971584,32.40716666666668,33.57,30.255,31.835,33.195,36.67309126984126,34.380558982683986,32.58,31.81
CYCLUS2_BEKKEN_15_B_OPERATION,31.930469239094247,36.961619047619074,33.695,31.98,34.545,32.665,35.125174603174585,33.16050793650794,32.475,31.34
CYCLUS2_BEKKEN_17_A_OPERATION,28.74654656454658,28.530821428571443,27.29,28.595,28.835,27.825,27.53537301587304,27.769382215007216,30.58,26.555
CYCLUS2_BEKKEN_18_A_OPERATION,28.226743499556,27.81707936507936,27.13,27.94,27.61,28.005,27.750343253968268,27.56812824675324,29.36,27.495
CYCLUS2_BEKKEN_18_B_OPERATION,30.490929091741595,29.47029960317461,28.455,30.85,28.95,30.04,29.887882936507946,29.682421897546888,32.165,29.26
CYCLUS2_BEKKEN_19_B_OPERATION,28.51889411976913,27.892607142857145,30.045,28.605,28.66,28.515,28.267847222222247,28.25529292929292,29.95,28.415
CYCLUS2_BEKKEN_20_A_OPERATION,29.113320492007993,29.11494444444445,26.825,29.005,28.77,28.68,27.61285912698413,27.39173142135641,29.69,28.895
CYCLUS2_BEKKEN_21_A_OPERATION,30.856369748307266,29.505490079365085,27.22,28.695,27.615,31.97,29.091478174603186,29.014978174603147,31.275,28.745
CYCLUS2_BEKKEN_21_B_OPERATION,31.45764276695527,30.560678571428557,33.425,31.055,30.495,30.665,33.86728769841268,31.004561507936508,31.26,31.29
CYCLUS2_BEKKEN_22_B_OPERATION,32.54466734654236,30.69993650793651,33.415,31.925,32.19,33.255,38.67420238095238,33.510801046176034,32.34,30.875
CYCLUS2_BEKKEN_23_B_OPERATION,31.72214665195916,31.65310317460317,32.86,35.425,33.815,30.58,31.0800992063492,32.71657936507936,33.845,31.695
CYCLUS2_BEKKEN_24_A_OPERATION,33.875471799034315,29.805587301587316,29.965,33.94,31.57,30.335,32.743587301587304,31.301983405483387,31.49,32.8
CYCLUS2_BEKKEN_25_A_OPERATION,35.76619443056944,37.06331746031746,33.65,35.82,36.485,36.2,40.097448412698405,37.38502633477633,36.37,35.85
CYCLUS2_BEKKEN_25_B_OPERATION,43.73370177045179,47.24161904761907,38.46,38.255,37.185,42.62,44.01728174603172,42.57754401154402,40.79,40.4
CYCLUS2_BEKKEN_26_B_OPERATION,39.81853723359973,39.92014285714287,40.325,35.93,38.845,37.515,42.06904960317461,36.65792568542568,37.855,40.07
