"Otu000001" "Otu000007" "Otu000009" "Otu000012" "Otu000017" "Otu000019" "Otu000020" "Otu000022" "Otu000023" "Otu000025" "Otu000030" "Otu000041" "Otu000046" "Otu000056" "Otu000070" "Otu000075" "Otu000077" "Otu000082" "Otu000083" "Otu000093" "Otu000110" "Otu000136" "Otu000137" "Otu000142" "Otu000161" "Otu000176" "Otu000215" "Otu000227" "Otu000231" "Otu000256" "Otu000262" "Otu000267" "Otu000385" "Otu000387" "Otu000390" "Otu000441" "Otu000646" "Otu000674" "Otu000745" "Otu000775" "Otu001006" "Otu001028" "Otu001118" "Otu001345" "Otu001451" "Otu001677" "Otu002142" "Otu002392" "Otu002522" "Otu003218" "Otu003936" "Otu004969"
"110S2F115" 0.417523167649537 0.12603201347936 0.0251053074978939 0.0230834035383319 0.0636899747262005 0.0574557708508846 0.0104465037910699 0.030497051390059 0.00067396798652064 0.013647851727043 0.0345408593091828 0.00488626790227464 0.0229149115417018 0.0008424599831508 0.0764953664700927 0.00707666385846672 0.0316764953664701 0 0.00151642796967144 0.0202190395956192 0.00219039595619208 0.00151642796967144 0.00471777590564448 0.00016849199663016 0 0.00219039595619208 0.0119629317607414 0 0.00235888795282224 0.00235888795282224 0.00016849199663016 0 0.00050547598989048 0 0.0025273799494524 0.0008424599831508 0 0 0 0 0 0.00016849199663016 0 0 0 0 0 0 0 0 0 0
"110S2F415" 0.269418702611626 0.125189553496209 0.0365627632687447 0.0286436394271272 0.0911541701769166 0.0522325189553496 0.0235888795282224 0.0240943555181129 0.00050547598989048 0.00994102780117944 0.00404380791912384 0.00016849199663016 0.04212299915754 0.0128053917438922 0.00134793597304128 0.0219039595619208 0.0129738837405223 0 0.0008424599831508 0.00791912384161752 0.197978096040438 0.00134793597304128 0.0025273799494524 0.00050547598989048 0 0.00724515585509688 0.00134793597304128 0.00202190395956192 0.0101095197978096 0.00269587194608256 0.0008424599831508 0 0.00016849199663016 0 0.00016849199663016 0.00101095197978096 0 0.00101095197978096 0 0.00202190395956192 0 0 0 0 0 0.00050547598989048 0 0 0.00303285593934288 0 0 0
"110S2F515" 0.360741364785173 0.152822240943555 0.0475147430497051 0.0321819713563606 0.102274641954507 0.0845829823083404 0.0392586352148273 0.0171861836562763 0.00033698399326032 0.0151642796967144 0.00320134793597304 0.00067396798652064 0.0175231676495366 0.012636899747262 0.0008424599831508 0.0240943555181129 0.00657118786857624 0.00016849199663016 0.00016849199663016 0.00522325189553496 0.0419545071609099 0.0025273799494524 0.00724515585509688 0.00050547598989048 0 0.00539174389216512 0.00219039595619208 0.0008424599831508 0.00825610783487784 0.00370682392586352 0.00050547598989048 0 0 0 0.00050547598989048 0.0008424599831508 0 0.00016849199663016 0 0.00151642796967144 0 0 0 0 0.00016849199663016 0 0 0 0.00050547598989048 0 0 0
"110S2F715" 0.309014321819714 0.133782645324347 0.0283066554338669 0.0119629317607414 0.112215669755687 0.0652064026958719 0.008424599831508 0.0549283909014322 0.00825610783487784 0.025273799494524 0.0530749789385004 0.00101095197978096 0.00286436394271272 0 0.00286436394271272 0.004212299915754 0.0613310867733783 0 0.00219039595619208 0.0712721145745577 0.00067396798652064 0.00067396798652064 0.0106149957877001 0.00454928390901432 0 0.0025273799494524 0.0050547598989048 0.00033698399326032 0.00909856781802864 0.00623420387531592 0 0 0 0 0.00117944397641112 0.0025273799494524 0 0.00033698399326032 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"110S2F915" 0.301432181971356 0.0953664700926706 0.0377422072451559 0.0427969671440607 0.0395956192080876 0.0205560235888795 0.0025273799494524 0.0443133951137321 0 0.0109519797809604 0.0613310867733783 0.02106149957877 0.00404380791912384 0 0.11609098567818 0.00067396798652064 0.0790227464195451 0 0.0067396798652064 0.0729570345408593 0.00067396798652064 0.00623420387531592 0.00690817186183656 0.00016849199663016 0 0.00202190395956192 0.004212299915754 0 0.00050547598989048 0.00640269587194608 0.00050547598989048 0 0.00488626790227464 0 0.00050547598989048 0.00977253580454928 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Fa13.BD.MM110.DN.1" 0.203369839932603 0.177422072451559 0.0313395113732098 0.0107834877843302 0.0407750631844987 0.0165122156697557 0.0427969671440607 0.0864363942712721 0.0016849199663016 0.0195450716090986 0.00370682392586352 0.00235888795282224 0.016849199663016 0.212636899747262 0 0.004212299915754 0.00134793597304128 0.00286436394271272 0.0112889637742207 0.00404380791912384 0.0163437236731255 0.020050547598989 0.00943555181128896 0.00185341196293176 0 0.0050547598989048 0.00016849199663016 0.00151642796967144 0.0131423757371525 0.0227464195450716 0.00269587194608256 0 0.00370682392586352 0 0.00016849199663016 0.0025273799494524 0 0 0 0.0050547598989048 0.00185341196293176 0 0 0 0.00016849199663016 0.00202190395956192 0.00050547598989048 0 0.00101095197978096 0 0 0
"Fa13.BD.MM110.SD.1" 0.334456613310868 0.209941027801179 0.0655433866891323 0.00235888795282224 0.102274641954507 0.00572872788542544 0.0119629317607414 0.143555181128896 0 0.0306655433866891 0.0215669755686605 0.00320134793597304 0.0129738837405223 0 0.0227464195450716 0.00151642796967144 0.00572872788542544 0 0.00488626790227464 0.00219039595619208 0.00572872788542544 0.00185341196293176 0.00219039595619208 0.00067396798652064 0 0.0016849199663016 0.00016849199663016 0.00067396798652064 0.00050547598989048 0.0008424599831508 0.00050547598989048 0 0.00033698399326032 0 0.00117944397641112 0.00117944397641112 0.00033698399326032 0.00067396798652064 0 0.00016849199663016 0 0 0 0 0 0 0 0 0 0 0 0
"Fa13.BD.MM110.SN.1" 0.295871946082561 0.232687447346251 0.0830665543386689 0.00235888795282224 0.107497893850042 0.0033698399326032 0.0148272957034541 0.125695029486099 0 0.0372367312552654 0.0303285593934288 0.00134793597304128 0.0121314237573715 0 0.0188711036225779 0.00033698399326032 0.00539174389216512 0 0.0067396798652064 0.00454928390901432 0.0050547598989048 0.00117944397641112 0.00134793597304128 0.00067396798652064 0 0.00185341196293176 0.00033698399326032 0.00016849199663016 0.00033698399326032 0.00269587194608256 0.00117944397641112 0 0 0 0.00117944397641112 0.00033698399326032 0.00016849199663016 0.00067396798652064 0 0 0 0 0 0 0 0 0 0 0 0 0.00050547598989048 0
"Fa13.BD.MM15.DN.1" 0.344060657118787 0.177253580454928 0.072620050547599 0.00404380791912384 0.104465037910699 0.0454928390901432 0.0399326032013479 0.0887952822240944 0.00101095197978096 0.0355518112889638 0.0131423757371525 0.0058972198820556 0.0173546756529065 0.00050547598989048 0.00522325189553496 0.00707666385846672 0.0016849199663016 0.00067396798652064 0.00539174389216512 0.00235888795282224 0.0033698399326032 0.00235888795282224 0.00235888795282224 0.00202190395956192 0 0.00134793597304128 0.0008424599831508 0 0.00016849199663016 0.00033698399326032 0.00690817186183656 0 0 0.00050547598989048 0.00640269587194608 0.00033698399326032 0.00016849199663016 0 0 0.00016849199663016 0 0 0 0 0 0 0 0 0 0 0 0.00016849199663016
"Fa13.BD.MM15.SD.1" 0.312552653748947 0.259814658803707 0.0766638584667228 0.004212299915754 0.0901432181971356 0.008424599831508 0.0193765796124684 0.117101937657961 0 0.0360572872788543 0.0114574557708509 0.00134793597304128 0.00640269587194608 0 0.013647851727043 0.00117944397641112 0.012636899747262 0.00016849199663016 0.00320134793597304 0.00320134793597304 0.00151642796967144 0.00286436394271272 0.00303285593934288 0.0008424599831508 0.00050547598989048 0.00033698399326032 0.00134793597304128 0.00016849199663016 0.00134793597304128 0.004212299915754 0.0016849199663016 0 0.00033698399326032 0 0.0025273799494524 0.00067396798652064 0.00016849199663016 0 0 0.00033698399326032 0 0 0 0 0 0 0 0 0 0 0.00050547598989048 0
"Fa13.BD.MM15.SN.1" 0.333782645324347 0.248020219039596 0.0748104465037911 0.00353833192923336 0.076832350463353 0.0117944397641112 0.0195450716090986 0.103117101937658 0.00016849199663016 0.0360572872788543 0.0153327716933446 0.00286436394271272 0.0141533277169334 0 0.0151642796967144 0.0016849199663016 0.0111204717775906 0.00050547598989048 0.00320134793597304 0.00471777590564448 0.00539174389216512 0.00269587194608256 0.00202190395956192 0.0008424599831508 0 0.00202190395956192 0.00117944397641112 0.00033698399326032 0.00134793597304128 0.00185341196293176 0.00219039595619208 0 0 0 0.00202190395956192 0.00117944397641112 0 0 0 0 0 0 0 0 0 0 0.00033698399326032 0 0.00016849199663016 0 0 0
"M15S2F115" 0.527716933445661 0.100758213984836 0.0271272114574558 0.0208930075821398 0.0925021061499579 0.0520640269587195 0.012636899747262 0.0272957034540859 0.00101095197978096 0.0180286436394271 0.0141533277169334 0.0101095197978096 0.00775063184498736 0 0.0149957877000842 0.0303285593934288 0.0124684077506318 0 0.00320134793597304 0.00454928390901432 0.00134793597304128 0.00303285593934288 0.00353833192923336 0 0 0.00050547598989048 0.00185341196293176 0 0.00134793597304128 0.00101095197978096 0.00016849199663016 0 0.0008424599831508 0.00033698399326032 0.00640269587194608 0.00134793597304128 0 0 0 0 0.00016849199663016 0 0 0 0 0 0.00016849199663016 0 0 0 0.00033698399326032 0
"M15S2F515" 0.309182813816344 0.214827295703454 0.0480202190395956 0.0149957877000842 0.121819713563606 0.0525695029486099 0.0343723673125527 0.0176916596461668 0.00404380791912384 0.0660488626790227 0.00539174389216512 0.015838247683235 0.0050547598989048 0.00016849199663016 0 0.00690817186183656 0.013647851727043 0 0.00438079191238416 0.0306655433866891 0.00791912384161752 0.00151642796967144 0.00454928390901432 0.00067396798652064 0 0.00522325189553496 0 0 0.00202190395956192 0.00286436394271272 0 0.00016849199663016 0.00033698399326032 0 0.00724515585509688 0.00033698399326032 0 0.00033698399326032 0 0.00016849199663016 0 0.00033698399326032 0 0.00050547598989048 0 0 0.00016849199663016 0 0 0 0 0
"M15S2F715" 0.47363100252738 0.12670598146588 0.0301600673967987 0.00876158382476832 0.100421229991575 0.0427969671440607 0.00808761583824768 0.0345408593091828 0.00219039595619208 0.0443133951137321 0.0160067396798652 0.00033698399326032 0.00623420387531592 0.00016849199663016 0.00101095197978096 0.0239258635214827 0.0456613310867734 0.00016849199663016 0 0.0225779275484414 0.00101095197978096 0 0.00202190395956192 0.00117944397641112 0 0.00033698399326032 0.00067396798652064 0 0.00235888795282224 0.0016849199663016 0 0 0 0 0.00219039595619208 0.0008424599831508 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"M15S2F815" 0.442965459140691 0.0877843302443134 0.0586352148272957 0.0122999157540017 0.0559393428812131 0.0181971356360573 0.0139848357203033 0.0687447346251053 0.00286436394271272 0.0333614153327717 0.0382476832350463 0.00657118786857624 0.0119629317607414 0 0.0513900589721988 0.00791912384161752 0.0202190395956192 0.00101095197978096 0.008424599831508 0.0311710193765796 0.00269587194608256 0 0.00303285593934288 0.00117944397641112 0 0.00067396798652064 0.00454928390901432 0 0.00219039595619208 0.0119629317607414 0 0 0 0 0.00067396798652064 0.00033698399326032 0 0.00016849199663016 0 0 0 0.0008424599831508 0 0 0 0 0 0 0 0 0 0
"M15S2F915" 0.376916596461668 0.113732097725358 0.0333614153327717 0.0828980623420388 0.0556023588879528 0.0245998315080034 0.00387531592249368 0.0264532434709351 0.00016849199663016 0.0143218197135636 0.067396798652064 0.012636899747262 0.00370682392586352 0 0.0933445661331087 0.00151642796967144 0.0195450716090986 0 0.00960404380791912 0.0192080876158382 0.00050547598989048 0.00185341196293176 0.00909856781802864 0.00202190395956192 0 0.00471777590564448 0.00387531592249368 0 0.00202190395956192 0.0134793597304128 0 0 0.00033698399326032 0 0.00134793597304128 0.00185341196293176 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"M45D2F115" 0.480707666385847 0.0965459140690817 0.0187026116259478 0.0407750631844987 0.0518955349620893 0.047346251053075 0.0148272957034541 0.0342038753159225 0.00219039595619208 0.0102780117944398 0.0197135636057287 0.0141533277169334 0.0561078348778433 0 0.0151642796967144 0.0429654591406908 0.0185341196293176 0 0.00370682392586352 0.00825610783487784 0.0016849199663016 0.00117944397641112 0.0008424599831508 0 0 0.00235888795282224 0.00353833192923336 0 0.00050547598989048 0.00067396798652064 0.0033698399326032 0.00016849199663016 0.00033698399326032 0.00016849199663016 0.00707666385846672 0.00016849199663016 0 0.0008424599831508 0 0 0.00016849199663016 0 0 0 0 0 0.00033698399326032 0 0.00016849199663016 0 0 0.00033698399326032
"M45D2F415" 0.433024431339511 0.236731255265375 0.0261162594776748 0.00909856781802864 0.0938500421229991 0.0606571187868576 0.0155012636899747 0.0156697556866049 0 0.0106149957877001 0.00117944397641112 0 0.00286436394271272 0.012636899747262 0 0.0279696714406066 0.0203875315922494 0 0.00033698399326032 0.0112889637742207 0.0131423757371525 0 0.0016849199663016 0.00050547598989048 0 0.00134793597304128 0 0.00033698399326032 0.00151642796967144 0.00016849199663016 0.0008424599831508 0 0 0 0.00067396798652064 0.00033698399326032 0 0.00067396798652064 0 0.00050547598989048 0 0 0 0 0 0 0 0 0.00033698399326032 0 0 0
"M45D2F515" 0.367649536647009 0.152653748946925 0.0446503791069924 0.0104465037910699 0.106486941870261 0.0325189553496209 0.0242628475147431 0.0338668913226622 0.00016849199663016 0.0298230834035383 0.00134793597304128 0.0025273799494524 0.0399326032013479 0.00606571187868576 0.00016849199663016 0.0256107834877843 0.0213984835720303 0.00067396798652064 0.00067396798652064 0.0128053917438922 0.0727885425442291 0 0.00202190395956192 0.00016849199663016 0 0.00303285593934288 0.00033698399326032 0 0.00387531592249368 0.00151642796967144 0.00033698399326032 0 0 0 0.0008424599831508 0.00033698399326032 0 0.00016849199663016 0 0 0 0 0 0 0.00016849199663016 0 0 0 0.00016849199663016 0 0 0.00050547598989048
"M45D2F715" 0.372704296545914 0.130412805391744 0.0141533277169334 0.0320134793597304 0.0980623420387532 0.0422914911541702 0.013647851727043 0.0390901432181971 0.00117944397641112 0.0107834877843302 0.00219039595619208 0 0.0153327716933446 0.004212299915754 0 0.0461668070766639 0.0899747262005055 0 0.00016849199663016 0.0611625947767481 0.0008424599831508 0.00050547598989048 0.0050547598989048 0.00134793597304128 0 0.00370682392586352 0 0 0.0067396798652064 0.00050547598989048 0.00454928390901432 0 0 0 0.00202190395956192 0 0 0.00016849199663016 0 0 0 0 0 0 0 0.00016849199663016 0.0008424599831508 0 0 0 0 0
"M45D2F815" 0.333445661331087 0.154844144903117 0.0239258635214827 0.0372367312552654 0.144060657118787 0.0593091828138163 0.0171861836562763 0.0301600673967987 0.00235888795282224 0.0104465037910699 0.00859309182813816 0.00033698399326032 0.0188711036225779 0.00572872788542544 0.00016849199663016 0.037910699241786 0.0377422072451559 0 0.00033698399326032 0.0316764953664701 0.00185341196293176 0.00016849199663016 0.0119629317607414 0.00101095197978096 0 0.00775063184498736 0.00185341196293176 0.00033698399326032 0.011625947767481 0.0008424599831508 0.00370682392586352 0 0 0 0.00067396798652064 0.00067396798652064 0 0.0016849199663016 0 0 0 0.00016849199663016 0.00016849199663016 0 0 0 0.00067396798652064 0 0.00033698399326032 0 0 0.00016849199663016
"M45D2F915" 0.363605728727885 0.152822240943555 0.0232518955349621 0.0190395956192081 0.0874473462510531 0.0813816343723673 0.0165122156697557 0.0348778433024431 0.00151642796967144 0.012636899747262 0.00438079191238416 0.00404380791912384 0.0107834877843302 0.00320134793597304 0.00606571187868576 0.0770008424599831 0.0707666385846672 0 0.00117944397641112 0.0133108677337826 0.00286436394271272 0.00016849199663016 0.00016849199663016 0 0 0.00185341196293176 0.0008424599831508 0 0.00101095197978096 0.0008424599831508 0.00353833192923336 0 0 0 0.00185341196293176 0 0 0.00219039595619208 0 0.00016849199663016 0 0.00016849199663016 0 0 0 0 0.00033698399326032 0.00016849199663016 0 0 0 0
"M45S2F415" 0.384667228306655 0.191238416175232 0.0498736310025274 0.0156697556866049 0.098904802021904 0.0392586352148273 0.0251053074978938 0.0251053074978938 0 0.0148272957034541 0.00033698399326032 0.00016849199663016 0.0213984835720303 0.0106149957877001 0 0.02106149957877 0.0279696714406066 0 0.00050547598989048 0.0144903117101938 0.0465037910699242 0.00117944397641112 0.00101095197978096 0.00016849199663016 0 0.00134793597304128 0.00016849199663016 0.00067396798652064 0.00353833192923336 0.00033698399326032 0.00117944397641112 0 0 0 0.00016849199663016 0.00016849199663016 0 0.00016849199663016 0 0.00016849199663016 0 0 0 0 0 0 0.00033698399326032 0 0.0016849199663016 0 0 0
"M45S2F515" 0.426284751474305 0.120808761583825 0.0552653748946925 0.0119629317607414 0.155518112889638 0.0345408593091828 0.0316764953664701 0.0160067396798652 0.00303285593934288 0.0702611625947767 0.00269587194608256 0.00808761583824768 0.00522325189553496 0.00067396798652064 0.00016849199663016 0.011625947767481 0.0111204717775906 0 0.00387531592249368 0.0156697556866049 0.004212299915754 0.00050547598989048 0.00101095197978096 0.00016849199663016 0 0.00438079191238416 0 0 0.00151642796967144 0.0008424599831508 0 0 0 0 0.0025273799494524 0.00016849199663016 0 0.00016849199663016 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"M45S2F715" 0.376579612468408 0.11558550968829 0.030497051390059 0.0267902274641954 0.0975568660488627 0.0434709351305813 0.0058972198820556 0.0478517270429655 0.00370682392586352 0.0190395956192081 0.0451558550968829 0.00185341196293176 0.0121314237573715 0.00067396798652064 0.0033698399326032 0.0104465037910699 0.0491996630160067 0 0.00050547598989048 0.0621735467565291 0.00101095197978096 0.00033698399326032 0.0104465037910699 0.00640269587194608 0 0.00067396798652064 0.00876158382476832 0 0.0121314237573715 0.00370682392586352 0.00067396798652064 0 0 0 0.00185341196293176 0.0008424599831508 0 0 0 0 0.00033698399326032 0 0 0 0 0 0 0 0.00033698399326032 0 0 0
"M45S2F815" 0.333445661331087 0.100252737994945 0.0653748946925021 0.0237573715248526 0.0788542544229149 0.0357203032855939 0.020050547598989 0.0534119629317607 0.00050547598989048 0.0289806234203875 0.0705981465880371 0.00741364785172704 0.004212299915754 0.00016849199663016 0.0382476832350463 0.00185341196293176 0.0434709351305813 0.00016849199663016 0.0092670598146588 0.0311710193765796 0.0025273799494524 0.00117944397641112 0.00909856781802864 0.00117944397641112 0 0.00219039595619208 0.00775063184498736 0 0.00387531592249368 0.0203875315922494 0 0 0 0.00016849199663016 0.00050547598989048 0.00050547598989048 0.00067396798652064 0 0 0 0 0.00286436394271272 0 0 0 0 0 0 0.00016849199663016 0 0 0
"M45S2F915" 0.293513058129739 0.107666385846672 0.0380791912384162 0.0554338668913227 0.0527379949452401 0.0217354675652906 0.00286436394271272 0.0387531592249368 0 0.0173546756529065 0.0874473462510531 0.0148272957034541 0.0075821398483572 0 0.108677337826453 0.00185341196293176 0.0522325189553496 0 0.0153327716933446 0.0385846672283067 0 0.008424599831508 0.00775063184498736 0.00404380791912384 0 0.0033698399326032 0.00303285593934288 0 0 0.00724515585509688 0 0 0.00219039595619208 0 0.00151642796967144 0.0067396798652064 0 0 0 0 0.00033698399326032 0.00016849199663016 0.00016849199663016 0 0 0 0 0 0 0 0.00033698399326032 0
"Sp13.BD.MM110.SD.1" 0.241112047177759 0.299241786015164 0.0556023588879528 0.0008424599831508 0.0737994945240101 0.0289806234203875 0.0192080876158382 0.148272957034541 0 0.0190395956192081 0 0.0008424599831508 0.020050547598989 0.0394271272114575 0 0.011625947767481 0.0119629317607414 0.00050547598989048 0 0.0141533277169334 0.00134793597304128 0.00033698399326032 0.00067396798652064 0.00050547598989048 0 0.00067396798652064 0 0.00387531592249368 0 0.00033698399326032 0.00235888795282224 0 0 0 0 0.00033698399326032 0 0.00353833192923336 0 0 0 0 0 0.00016849199663016 0 0.00033698399326032 0.00016849199663016 0 0 0.00067396798652064 0 0
