"Otu000001" "Otu000007" "Otu000009" "Otu000012" "Otu000017" "Otu000019" "Otu000020" "Otu000022" "Otu000023" "Otu000025" "Otu000030" "Otu000041" "Otu000046" "Otu000056" "Otu000070" "Otu000075" "Otu000077" "Otu000082" "Otu000083" "Otu000093" "Otu000110" "Otu000136" "Otu000137" "Otu000142" "Otu000161" "Otu000176" "Otu000215" "Otu000227" "Otu000231" "Otu000256" "Otu000262" "Otu000267" "Otu000385" "Otu000387" "Otu000390" "Otu000441" "Otu000646" "Otu000674" "Otu000745" "Otu000775" "Otu001006" "Otu001028" "Otu001118" "Otu001345" "Otu001451" "Otu001677" "Otu002142" "Otu002392" "Otu002522" "Otu003218" "Otu003936" "Otu004969"
"Sp13.BD.MM110.SN.1" 0.293513058129739 0.278180286436394 0.0433024431339511 0.00016849199663016 0.0658803706823926 0.0224094355518113 0.0153327716933446 0.14726200505476 0 0.0109519797809604 0.00016849199663016 0.0008424599831508 0.0313395113732098 0.0502106149957877 0.00050547598989048 0.00977253580454928 0.0033698399326032 0.00151642796967144 0 0.0107834877843302 0.0008424599831508 0 0.00134793597304128 0.0008424599831508 0 0.00151642796967144 0 0.00269587194608256 0.00050547598989048 0.00050547598989048 0.0008424599831508 0 0 0 0.00033698399326032 0.00016849199663016 0 0.00202190395956192 0 0.00016849199663016 0 0 0 0 0.00016849199663016 0.00151642796967144 0.00050547598989048 0 0 0.00050547598989048 0 0
"Sp13.BD.MM15.DD.1" 0.243976411120472 0.350968828980623 0.0552653748946925 0.00016849199663016 0.0411120471777591 0.0513900589721988 0.0377422072451559 0.0719460825610783 0.00016849199663016 0.059983150800337 0.0008424599831508 0.0050547598989048 0.0163437236731255 0.00471777590564448 0 0.00539174389216512 0.00219039595619208 0 0.0008424599831508 0.00370682392586352 0.0213984835720303 0 0.0016849199663016 0.0008424599831508 0 0.00657118786857624 0 0.00269587194608256 0.00353833192923336 0.00016849199663016 0.0025273799494524 0.00050547598989048 0 0 0.00539174389216512 0.00050547598989048 0 0 0.00016849199663016 0 0.00016849199663016 0.00016849199663016 0 0.00050547598989048 0 0.00033698399326032 0.00067396798652064 0 0.00016849199663016 0 0.00016849199663016 0
"Sp13.BD.MM15.SD.1" 0.281550126368997 0.289806234203875 0.076832350463353 0.00016849199663016 0.0527379949452401 0.0454928390901432 0.0323504633529907 0.0876158382476832 0 0.0613310867733783 0 0.00724515585509688 0.00893007582139848 0.00707666385846672 0 0.00572872788542544 0.00387531592249368 0 0.00033698399326032 0.00471777590564448 0.0109519797809604 0 0.00219039595619208 0.00286436394271272 0 0.00556023588879528 0 0.00286436394271272 0.00219039595619208 0.00067396798652064 0.0025273799494524 0.00033698399326032 0 0 0.0025273799494524 0.00033698399326032 0 0 0.00016849199663016 0 0 0.00033698399326032 0 0 0 0 0.00067396798652064 0 0 0 0 0
"Sp13.BD.MM15.SN.1" 0.265206402695872 0.341870261162595 0.0508845829823083 0.00033698399326032 0.0298230834035383 0.0739679865206403 0.0372367312552654 0.0717775905644482 0 0.0465037910699242 0.00016849199663016 0.00640269587194608 0.0112889637742207 0.0058972198820556 0 0.00454928390901432 0.00522325189553496 0 0.00050547598989048 0.004212299915754 0.0229149115417018 0.00033698399326032 0.00050547598989048 0 0 0.00572872788542544 0 0.00269587194608256 0.00235888795282224 0.00033698399326032 0.0016849199663016 0 0 0.00016849199663016 0.00522325189553496 0.00016849199663016 0 0.00016849199663016 0 0 0 0.00016849199663016 0 0.00016849199663016 0 0.00016849199663016 0.00101095197978096 0 0.00016849199663016 0 0.00016849199663016 0
"Su13.BD.MM110.DCMD.1" 0.211288963774221 0.0621735467565291 0.149957877000842 0.00791912384161752 0.111710193765796 0.0181971356360573 0.0448188711036226 0.0719460825610783 0.00067396798652064 0.0741364785172704 0.0822240943555181 0.0372367312552654 0.017860151642797 0.0033698399326032 0.00050547598989048 0.00303285593934288 0.00320134793597304 0.0008424599831508 0.00101095197978096 0.00488626790227464 0.00556023588879528 0.0058972198820556 0.0286436394271272 0.00033698399326032 0 0.0067396798652064 0.00185341196293176 0.00269587194608256 0.0271272114574558 0.0111204717775906 0.00050547598989048 0 0 0.00016849199663016 0.00117944397641112 0.00016849199663016 0 0 0 0.00016849199663016 0 0 0 0 0 0.00033698399326032 0.00016849199663016 0 0 0.00016849199663016 0.00016849199663016 0
"Su13.BD.MM110.DN.1" 0.271103622577928 0.118449873631003 0.0481887110362258 0.0101095197978096 0.0967144060657119 0.0133108677337826 0.0518955349620893 0.101432181971356 0.00387531592249368 0.0151642796967144 0.00219039595619208 0.00134793597304128 0.0217354675652906 0.0776748104465038 0.00067396798652064 0.00572872788542544 0.00067396798652064 0.0075821398483572 0.00707666385846672 0.0075821398483572 0.00960404380791912 0.015838247683235 0.0288121314237574 0.00859309182813816 0 0.00320134793597304 0.00202190395956192 0.00370682392586352 0.0188711036225779 0.0256107834877843 0.0033698399326032 0 0.00033698399326032 0 0.00033698399326032 0.00994102780117944 0 0 0.00016849199663016 0.00269587194608256 0.00016849199663016 0.00016849199663016 0 0 0.00016849199663016 0.00286436394271272 0.00067396798652064 0 0 0.00033698399326032 0 0
"Su13.BD.MM110.SD.1" 0.325526537489469 0.21095197978096 0.0424599831508003 0.00269587194608256 0.0242628475147431 0.0092670598146588 0.0129738837405223 0.269081718618366 0.00016849199663016 0.022072451558551 0.0264532434709351 0.00151642796967144 0.00202190395956192 0.00016849199663016 0.00825610783487784 0.00101095197978096 0.00977253580454928 0 0.00219039595619208 0.0131423757371525 0.00033698399326032 0.00101095197978096 0.0033698399326032 0.00219039595619208 0 0.0025273799494524 0.00050547598989048 0 0.00117944397641112 0.004212299915754 0.00016849199663016 0 0 0 0 0.00050547598989048 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Su13.BD.MM110.SN.1" 0.361583824768324 0.201853411962932 0.0429654591406908 0.00303285593934288 0.0298230834035383 0.012636899747262 0.0121314237573715 0.246840775063184 0.00016849199663016 0.0230834035383319 0.0165122156697557 0.00151642796967144 0.00454928390901432 0 0.00876158382476832 0.00117944397641112 0.00943555181128896 0 0.00050547598989048 0.00556023588879528 0.00067396798652064 0.00033698399326032 0.00387531592249368 0.0008424599831508 0 0.00286436394271272 0.00151642796967144 0 0.00050547598989048 0.00623420387531592 0 0 0 0.00033698399326032 0 0.00016849199663016 0 0.00050547598989048 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Su13.BD.MM15.DN.1" 0.275484414490312 0.198820556023589 0.111710193765796 0.00202190395956192 0.110530749789385 0.00909856781802864 0.0530749789385004 0.0987363100252738 0.00016849199663016 0.0866048862679023 0.0128053917438922 0.00303285593934288 0.0111204717775906 0.00117944397641112 0.00016849199663016 0.00454928390901432 0.00454928390901432 0.00033698399326032 0.00016849199663016 0.00269587194608256 0.00202190395956192 0.00016849199663016 0.00370682392586352 0 0 0.0025273799494524 0 0.00016849199663016 0.00067396798652064 0.00016849199663016 0.00185341196293176 0 0 0.00101095197978096 0.00067396798652064 0 0 0 0 0 0 0 0 0 0 0 0.00016849199663016 0 0 0 0 0
"Su13.BD.MM15.SD.1" 0.376579612468408 0.237573715248526 0.0412805391743892 0.0025273799494524 0.0498736310025274 0.0114574557708509 0.0188711036225779 0.148272957034541 0.00033698399326032 0.0409435551811289 0.0181971356360573 0.0025273799494524 0.0067396798652064 0 0.00202190395956192 0.00016849199663016 0.0129738837405223 0.00016849199663016 0.00067396798652064 0.0148272957034541 0.0016849199663016 0.0016849199663016 0.00286436394271272 0.00151642796967144 0 0.00050547598989048 0.00134793597304128 0 0.00033698399326032 0.0016849199663016 0.0008424599831508 0 0.00016849199663016 0.00033698399326032 0.00016849199663016 0.00050547598989048 0 0.00016849199663016 0 0 0 0 0.00016849199663016 0 0 0 0 0 0 0 0 0
"Su13.BD.MM15.SN.1" 0.429991575400168 0.194439764111205 0.0465037910699242 0.00387531592249368 0.0451558550968829 0.0133108677337826 0.0219039595619208 0.130412805391744 0.00050547598989048 0.051558550968829 0.0156697556866049 0.00404380791912384 0.00741364785172704 0 0.0016849199663016 0.00117944397641112 0.00741364785172704 0.0008424599831508 0.00101095197978096 0.0092670598146588 0.00117944397641112 0.00134793597304128 0.00353833192923336 0.00117944397641112 0 0.00185341196293176 0.00067396798652064 0.00033698399326032 0.00067396798652064 0.0016849199663016 0.00033698399326032 0 0 0.00033698399326032 0.00016849199663016 0.00050547598989048 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
