,$R^2$,$\kappa$,$P-value$
0,0.21228724743364913,0.5243305419112765,3.5168706254951486e-06
1,0.45473798786227604,0.5243305419112765,3.5168706254951486e-06
2,0.43057198648177153,0.5243305419112765,3.5168706254951486e-06
3,0.2260746927784859,0.5243305419112765,3.5168706254951486e-06
4,0.31180600339596054,0.5243305419112765,3.5168706254951486e-06
5,0.4587161454630405,0.5243305419112765,3.5168706254951486e-06
6,0.4055962950518015,0.5243305419112765,3.5168706254951486e-06
7,0.27582341767184104,0.5243305419112765,3.5168706254951486e-06
8,0.2386218874838959,0.5243305419112765,3.5168706254951486e-06
9,0.22090051922722975,0.5243305419112765,3.5168706254951486e-06
