,$R^2$,$\kappa$,$P-value$
0,0.49147244983828087,0.5229686749341204,1.5997116210749427e-06
1,0.4906430496598094,0.5229686749341204,1.5997116210749427e-06
2,0.5169529060612746,0.5229686749341204,1.5997116210749427e-06
3,0.4257065950596798,0.5229686749341204,1.5997116210749427e-06
4,0.5657744715819477,0.5229686749341204,1.5997116210749427e-06
5,0.4984164601631411,0.5229686749341204,1.5997116210749427e-06
6,0.6140939890749544,0.5229686749341204,1.5997116210749427e-06
7,0.5135212747869595,0.5229686749341204,1.5997116210749427e-06
8,0.44351520303219605,0.5229686749341204,1.5997116210749427e-06
9,0.45231037013627906,0.5229686749341204,1.5997116210749427e-06
