,$R^2$,$\kappa$,$P-value$
0,-0.08392248507133804,-0.051076705901684887,0.6941585555424366
1,-0.08204044682193823,-0.051076705901684887,0.6941585555424366
2,-0.11443106513359047,-0.051076705901684887,0.6941585555424366
3,-0.12848714228856029,-0.051076705901684887,0.6941585555424366
4,-0.11651234287811296,-0.051076705901684887,0.6941585555424366
5,-0.07208915316074815,-0.051076705901684887,0.6941585555424366
6,-0.07466487901929941,-0.051076705901684887,0.6941585555424366
7,-0.10622000908534579,-0.051076705901684887,0.6941585555424366
8,-0.11874763125324339,-0.051076705901684887,0.6941585555424366
9,-0.056250825036674,-0.051076705901684887,0.6941585555424366
