,$R^2$,$\kappa$,$P-value$
0,0.2772734550722892,0.5335462392646902,2.3735676861202417e-05
1,0.195666084314289,0.5335462392646902,2.3735676861202417e-05
2,0.22942598963526717,0.5335462392646902,2.3735676861202417e-05
3,0.28532335244331675,0.5335462392646902,2.3735676861202417e-05
4,0.2839396331686538,0.5335462392646902,2.3735676861202417e-05
5,0.3633298840535275,0.5335462392646902,2.3735676861202417e-05
6,0.16996116698227515,0.5335462392646902,2.3735676861202417e-05
7,0.257319786860294,0.5335462392646902,2.3735676861202417e-05
8,0.2096011159912683,0.5335462392646902,2.3735676861202417e-05
9,0.2608042186512418,0.5335462392646902,2.3735676861202417e-05
