,$R^2$,$\kappa$,$P-value$
0,0.6926819324372242,0.46380924164564624,3.895445218332476e-05
1,0.6135898415747838,0.46380924164564624,3.895445218332476e-05
2,0.6444252142330609,0.46380924164564624,3.895445218332476e-05
3,0.6406473137153199,0.46380924164564624,3.895445218332476e-05
4,0.7058028780086907,0.46380924164564624,3.895445218332476e-05
5,0.6241621462656105,0.46380924164564624,3.895445218332476e-05
6,0.572056131828512,0.46380924164564624,3.895445218332476e-05
7,0.5617558596954315,0.46380924164564624,3.895445218332476e-05
8,0.612446624439774,0.46380924164564624,3.895445218332476e-05
9,0.5406509442076093,0.46380924164564624,3.895445218332476e-05
