,$R^2$,$\kappa$,$P-value$
0,0.3160929005656483,0.43255607681612773,7.903415777543715e-05
1,0.37069753125849747,0.43255607681612773,7.903415777543715e-05
2,0.3382254339754185,0.43255607681612773,7.903415777543715e-05
3,0.2887243082287959,0.43255607681612773,7.903415777543715e-05
4,0.33418319825880394,0.43255607681612773,7.903415777543715e-05
5,0.2379950244163741,0.43255607681612773,7.903415777543715e-05
6,0.27192736146912866,0.43255607681612773,7.903415777543715e-05
7,0.2863671345975649,0.43255607681612773,7.903415777543715e-05
8,0.33895332093610475,0.43255607681612773,7.903415777543715e-05
9,0.35660439708230784,0.43255607681612773,7.903415777543715e-05
