,$R^2$,$\kappa$,$P-value$
0,0.15828888640817074,0.49487394529262707,1.512282765080265e-05
1,0.09617379370959855,0.46093508215490603,5.627231252900681e-05
2,0.2513848164494801,0.5070285903703966,9.39221170211169e-06
3,0.18038070914580517,0.5396231850265348,2.3799528051213933e-06
4,0.11179885931202294,0.5106677946104768,8.007474367065937e-06
5,0.3401051833038894,0.5922693494193674,2.2372407101103013e-07
6,0.1550788574272931,0.523829335708685,4.6484059082241335e-06
7,0.14601336407234367,0.48727422970661494,2.0618314781948996e-05
8,0.21546243722199776,0.4606539384372858,5.632712891449877e-05
9,0.23107829052268658,0.5060206532679019,9.894979830627654e-06
