"Otu000001" "Otu000007" "Otu000009" "Otu000010" "Otu000012" "Otu000017" "Otu000019" "Otu000020" "Otu000022" "Otu000023" "Otu000025" "Otu000030" "Otu000041" "Otu000046" "Otu000048" "Otu000056" "Otu000058" "Otu000070" "Otu000075" "Otu000077" "Otu000082" "Otu000083" "Otu000086" "Otu000087" "Otu000088" "Otu000093" "Otu000106" "Otu000110" "Otu000117" "Otu000136" "Otu000137" "Otu000142" "Otu000154" "Otu000155" "Otu000161" "Otu000162" "Otu000176" "Otu000184" "Otu000210" "Otu000215" "Otu000227" "Otu000231" "Otu000255" "Otu000256" "Otu000262" "Otu000267" "Otu000269" "Otu000273" "Otu000282" "Otu000293" "Otu000311" "Otu000322" "Otu000328" "Otu000379" "Otu000385" "Otu000387" "Otu000390" "Otu000436" "Otu000441" "Otu000467" "Otu000509" "Otu000547" "Otu000646" "Otu000666" "Otu000674" "Otu000745" "Otu000755" "Otu000775" "Otu000779" "Otu000908" "Otu000977" "Otu001006" "Otu001028" "Otu001118" "Otu001219" "Otu001345" "Otu001451" "Otu001549" "Otu001663" "Otu001677" "Otu002142" "Otu002392" "Otu002522" "Otu003066" "Otu003078" "Otu003218" "Otu003936" "Otu004969" "Otu005236" "Otu007520"
"Fa13.BD.MM15.SN.1" 0.333445661331087 0.227632687447346 0.0748104465037911 0.0173546756529065 0.00353833192923336 0.076832350463353 0.0067396798652064 0.0195450716090986 0.0635214827295703 0.00016849199663016 0.0360572872788543 0.0149957877000842 0.00286436394271272 0.0141533277169334 0.00269587194608256 0 0 0.0151642796967144 0.0016849199663016 0.0111204717775906 0.00050547598989048 0.00320134793597304 0.0121314237573715 0.00033698399326032 0.0117944397641112 0.00471777590564448 0.00438079191238416 0 0.00016849199663016 0.00269587194608256 0.00202190395956192 0.0008424599831508 0.00488626790227464 0 0 0.00117944397641112 0.00134793597304128 0.00033698399326032 0.00707666385846672 0.00117944397641112 0.00033698399326032 0.00134793597304128 0 0.00185341196293176 0.00219039595619208 0 0.00438079191238416 0.00016849199663016 0.00016849199663016 0 0.00033698399326032 0 0.00016849199663016 0 0 0 0.00202190395956192 0.00269587194608256 0.00117944397641112 0 0 0.00016849199663016 0 0 0 0 0.00016849199663016 0 0 0.00016849199663016 0 0 0 0 0.00067396798652064 0 0 0.00033698399326032 0 0 0.00033698399326032 0 0.00016849199663016 0 0 0 0 0 0 0
"M15S2F115" 0.525695029486099 0.0876158382476832 0.0271272114574558 0.0122999157540017 0.0208930075821398 0.0925021061499579 0.0476832350463353 0.012636899747262 0.00572872788542544 0.00101095197978096 0.0180286436394271 0.0139848357203033 0.0101095197978096 0.00775063184498736 0.00134793597304128 0 0.00016849199663016 0.0149957877000842 0.0303285593934288 0.0124684077506318 0 0.00320134793597304 0.00522325189553496 0.00202190395956192 0.008424599831508 0.00454928390901432 0.00387531592249368 0.00016849199663016 0.00016849199663016 0.00303285593934288 0.00353833192923336 0 0.00353833192923336 0 0 0.0008424599831508 0.00050547598989048 0 0.00151642796967144 0.00185341196293176 0 0.00134793597304128 0 0.00101095197978096 0.00016849199663016 0 0 0.00033698399326032 0 0 0.00033698399326032 0.00033698399326032 0 0 0.0008424599831508 0.00033698399326032 0.00640269587194608 0.00067396798652064 0.00134793597304128 0 0 0 0 0 0 0 0.0008424599831508 0 0 0.00016849199663016 0.00033698399326032 0.00016849199663016 0 0 0 0 0 0 0 0 0.00016849199663016 0 0 0 0 0 0.00033698399326032 0 0 0
"M15S2F515" 0.308845829823083 0.17944397641112 0.0480202190395956 0.033698399326032 0.0149957877000842 0.121819713563606 0.0416175231676495 0.0343723673125527 0.00303285593934288 0.00404380791912384 0.0660488626790227 0.00235888795282224 0.015838247683235 0.0050547598989048 0 0.00016849199663016 0.00033698399326032 0 0.00690817186183656 0.013647851727043 0 0.00438079191238416 0.00572872788542544 0.00033698399326032 0.00353833192923336 0.0306655433866891 0.00219039595619208 0.00050547598989048 0.00033698399326032 0.00151642796967144 0.00454928390901432 0.00067396798652064 0.0109519797809604 0 0 0.0016849199663016 0.00488626790227464 0 0.00151642796967144 0 0 0.00202190395956192 0.0008424599831508 0.00286436394271272 0 0.00016849199663016 0.00101095197978096 0.00454928390901432 0.00269587194608256 0.00050547598989048 0 0 0 0.00033698399326032 0.00033698399326032 0 0.00724515585509688 0.00067396798652064 0.00033698399326032 0 0 0.00016849199663016 0 0 0.00033698399326032 0 0 0.00016849199663016 0 0 0.00067396798652064 0 0.00033698399326032 0 0 0.00050547598989048 0 0.00033698399326032 0 0 0.00016849199663016 0 0 0 0 0 0 0 0 0
"M15S2F715" 0.472957034540859 0.111204717775906 0.0301600673967987 0.0148272957034541 0.00876158382476832 0.100421229991575 0.0264532434709351 0.00808761583824768 0.00556023588879528 0.00219039595619208 0.0443133951137321 0.0156697556866049 0.00033698399326032 0.00623420387531592 0.00101095197978096 0.00016849199663016 0 0.00101095197978096 0.0239258635214827 0.0456613310867734 0.00016849199663016 0 0.0141533277169334 0.00067396798652064 0.00657118786857624 0.0225779275484414 0.004212299915754 0 0.00033698399326032 0 0.00202190395956192 0.00117944397641112 0.0160067396798652 0 0 0.00067396798652064 0.00033698399326032 0 0.00235888795282224 0.00067396798652064 0 0.00235888795282224 0 0.0016849199663016 0 0 0 0.00016849199663016 0 0.00016849199663016 0 0 0 0 0 0 0.00219039595619208 0.00050547598989048 0.0008424599831508 0 0 0 0 0 0 0 0.00033698399326032 0 0 0 0 0 0 0 0.0008424599831508 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"M15S2F815" 0.4424599831508 0.0759898904802022 0.0586352148272957 0.0104465037910699 0.0122999157540017 0.0559393428812131 0.0016849199663016 0.0139848357203033 0.0138163437236731 0.00286436394271272 0.0333614153327717 0.0368997472620051 0.00657118786857624 0.0119629317607414 0.00741364785172704 0 0 0.0513900589721988 0.00791912384161752 0.0202190395956192 0.00101095197978096 0.008424599831508 0.029486099410278 0.00050547598989048 0.00286436394271272 0.0311710193765796 0.00741364785172704 0 0.00067396798652064 0 0.00303285593934288 0.00117944397641112 0.0107834877843302 0 0 0.00033698399326032 0.00050547598989048 0 0.00741364785172704 0.00454928390901432 0 0.00219039595619208 0 0.0119629317607414 0 0 0.00134793597304128 0.00033698399326032 0.00067396798652064 0 0 0.00067396798652064 0 0 0 0 0.00067396798652064 0.00134793597304128 0.00033698399326032 0 0 0 0 0 0.00016849199663016 0 0.00572872788542544 0 0.00016849199663016 0 0 0 0.0008424599831508 0 0.00016849199663016 0 0 0.00016849199663016 0 0 0 0 0 0 0 0 0 0 0 0
"M15S2F915" 0.376916596461668 0.10480202190396 0.0333614153327717 0.00808761583824768 0.0828980623420388 0.0556023588879528 0 0.00387531592249368 0.0092670598146588 0.00016849199663016 0.0143218197135636 0.0667228306655434 0.012636899747262 0.00370682392586352 0.00488626790227464 0 0 0.0933445661331087 0.00151642796967144 0.0195450716090986 0 0.00960404380791912 0.00539174389216512 0 0.00033698399326032 0.0192080876158382 0.00134793597304128 0 0.00067396798652064 0.00185341196293176 0.00909856781802864 0.00202190395956192 0.0205560235888795 0 0 0.00101095197978096 0.00185341196293176 0.00050547598989048 0.004212299915754 0.00387531592249368 0 0.00202190395956192 0 0.0134793597304128 0 0 0.00050547598989048 0 0 0 0 0 0 0 0.00033698399326032 0 0.00134793597304128 0.0008424599831508 0.00185341196293176 0 0 0 0 0 0 0 0.00404380791912384 0 0 0 0 0 0 0 0 0 0 0.00235888795282224 0 0 0 0 0 0 0 0 0 0 0 0
"M45D2F115" 0.479696714406066 0.081044650379107 0.0187026116259478 0.0149957877000842 0.0407750631844987 0.0518955349620893 0.0422914911541702 0.0148272957034541 0.0119629317607414 0.00219039595619208 0.0102780117944398 0.0185341196293176 0.0141533277169334 0.0561078348778433 0.00016849199663016 0 0 0.0151642796967144 0.0429654591406908 0.0185341196293176 0 0.00370682392586352 0.004212299915754 0.00101095197978096 0.0111204717775906 0.00825610783487784 0.00522325189553496 0.00016849199663016 0.00117944397641112 0.00117944397641112 0.0008424599831508 0 0.00488626790227464 0 0 0.00016849199663016 0.00219039595619208 0 0.00134793597304128 0.00353833192923336 0 0.00050547598989048 0 0.00067396798652064 0.0033698399326032 0.00016849199663016 0 0.00050547598989048 0 0 0 0.0008424599831508 0 0 0.00033698399326032 0.00016849199663016 0.00707666385846672 0.00050547598989048 0.00016849199663016 0 0 0 0 0 0.0008424599831508 0 0.00016849199663016 0 0 0 0.00016849199663016 0.00016849199663016 0 0 0 0 0 0.00016849199663016 0 0 0.00033698399326032 0 0.00016849199663016 0 0 0 0 0.00033698399326032 0 0
"M45D2F415" 0.43167649536647 0.18989048020219 0.0261162594776748 0.0454928390901432 0.00909856781802864 0.0938500421229991 0.0584667228306655 0.0155012636899747 0.00269587194608256 0 0.0106149957877001 0.00117944397641112 0 0.00286436394271272 0.00033698399326032 0.012636899747262 0 0 0.0279696714406066 0.0203875315922494 0 0.00033698399326032 0.0033698399326032 0.00117944397641112 0.00775063184498736 0.0112889637742207 0 0.0112889637742207 0 0 0.0016849199663016 0.00050547598989048 0.00219039595619208 0 0 0.00151642796967144 0.00134793597304128 0 0 0 0.00033698399326032 0.00151642796967144 0 0.00016849199663016 0.0008424599831508 0 0 0.00033698399326032 0 0.0008424599831508 0 0.00101095197978096 0 0.00050547598989048 0 0 0.00067396798652064 0 0.00033698399326032 0 0 0 0 0 0.00067396798652064 0 0 0.00050547598989048 0 0 0.00050547598989048 0 0 0 0 0 0 0 0 0 0 0 0.00033698399326032 0 0 0 0 0 0 0.00016849199663016
"M45D2F515" 0.366301600673968 0.128053917438922 0.0446503791069924 0.0244313395113732 0.0104465037910699 0.106486941870261 0.0286436394271272 0.0242628475147431 0.0171861836562763 0.00016849199663016 0.0298230834035383 0.00134793597304128 0.0025273799494524 0.0399326032013479 0 0.00606571187868576 0 0.00016849199663016 0.0256107834877843 0.0213984835720303 0.00067396798652064 0.00067396798652064 0.00404380791912384 0.00134793597304128 0.0104465037910699 0.0128053917438922 0.00117944397641112 0.0714406065711879 0 0 0.00202190395956192 0.00016849199663016 0.00387531592249368 0 0 0 0.00286436394271272 0 0.0008424599831508 0.00033698399326032 0 0.00387531592249368 0 0.00151642796967144 0.00033698399326032 0 0 0.00033698399326032 0 0.00016849199663016 0 0 0.00016849199663016 0 0 0 0.0008424599831508 0 0.00033698399326032 0 0 0 0 0 0.00016849199663016 0 0 0 0 0 0.00050547598989048 0 0 0 0.00033698399326032 0 0.00016849199663016 0.00016849199663016 0 0 0 0 0.00016849199663016 0 0 0 0 0.00050547598989048 0.00016849199663016 0
"M45D2F715" 0.371019376579612 0.111036225779275 0.0141533277169334 0.0185341196293176 0.0320134793597304 0.0980623420387532 0.0394271272114575 0.013647851727043 0.0187026116259478 0.00117944397641112 0.0107834877843302 0.00185341196293176 0 0.0153327716933446 0.00033698399326032 0.004212299915754 0 0 0.0461668070766639 0.0899747262005055 0 0.00016849199663016 0.00572872788542544 0.0016849199663016 0.0112889637742207 0.0611625947767481 0.00101095197978096 0 0.00033698399326032 0.00050547598989048 0.0050547598989048 0.00134793597304128 0.00286436394271272 0 0 0.0008424599831508 0.00286436394271272 0 0.00101095197978096 0 0 0.0067396798652064 0 0.00050547598989048 0.00454928390901432 0 0.00016849199663016 0.00016849199663016 0 0 0 0 0.00016849199663016 0.00016849199663016 0 0 0.00202190395956192 0.00033698399326032 0 0 0 0 0 0 0.00016849199663016 0 0 0 0 0.00033698399326032 0.00033698399326032 0 0 0 0 0 0 0.0008424599831508 0 0.00016849199663016 0.0008424599831508 0 0 0 0 0 0 0 0.00016849199663016 0
"M45D2F815" 0.328390901432182 0.138500421229992 0.0239258635214827 0.0161752316764954 0.0372367312552654 0.144060657118787 0.0493681550126369 0.0171861836562763 0.00572872788542544 0.00235888795282224 0.0104465037910699 0.00690817186183656 0.00033698399326032 0.0188711036225779 0 0.00572872788542544 0 0.00016849199663016 0.037910699241786 0.0377422072451559 0 0.00033698399326032 0.00353833192923336 0.0050547598989048 0.0139848357203033 0.0316764953664701 0.00286436394271272 0 0.0016849199663016 0.00016849199663016 0.0119629317607414 0.00101095197978096 0.0092670598146588 0.00033698399326032 0 0.00067396798652064 0.0075821398483572 0.00016849199663016 0.0033698399326032 0.00185341196293176 0.00033698399326032 0.011625947767481 0 0.0008424599831508 0.00370682392586352 0 0 0.00134793597304128 0 0 0 0 0 0.00016849199663016 0 0 0.00067396798652064 0 0.00067396798652064 0 0 0 0 0 0.0016849199663016 0 0.00067396798652064 0 0 0 0.00033698399326032 0 0.00016849199663016 0.00016849199663016 0.00016849199663016 0 0 0 0 0 0.00067396798652064 0 0 0 0 0 0 0.00016849199663016 0 0
"M45D2F915" 0.361583824768324 0.127379949452401 0.0232518955349621 0.0251053074978939 0.0190395956192081 0.0874473462510531 0.0783487784330244 0.0165122156697557 0.0109519797809604 0.00151642796967144 0.012636899747262 0.004212299915754 0.00404380791912384 0.0107834877843302 0.00016849199663016 0.00320134793597304 0 0.00606571187868576 0.0770008424599831 0.0707666385846672 0 0.00117944397641112 0.00387531592249368 0.00202190395956192 0.0124684077506318 0.0133108677337826 0.00572872788542544 0 0.00016849199663016 0.00016849199663016 0.00016849199663016 0 0.00286436394271272 0 0 0.00101095197978096 0.00185341196293176 0 0.00050547598989048 0.0008424599831508 0 0.00101095197978096 0 0.0008424599831508 0.00353833192923336 0 0 0.00016849199663016 0 0 0 0 0 0 0 0 0.00185341196293176 0 0 0 0.00016849199663016 0 0 0 0.00219039595619208 0 0.00016849199663016 0 0 0.00033698399326032 0.00269587194608256 0 0.00016849199663016 0 0 0 0 0 0 0 0.00033698399326032 0.00016849199663016 0 0 0 0 0 0 0.00016849199663016 0
"M45S2F415" 0.383319292333614 0.153496208930076 0.0498736310025274 0.0365627632687447 0.0156697556866049 0.098904802021904 0.0360572872788543 0.0251053074978938 0.0101095197978096 0 0.0148272957034541 0.00016849199663016 0.00016849199663016 0.0213984835720303 0 0.0106149957877001 0 0 0.02106149957877 0.0279696714406066 0 0.00050547598989048 0.0033698399326032 0.00117944397641112 0.00859309182813816 0.0144903117101938 0 0.0458298230834035 0 0.00117944397641112 0.00101095197978096 0.00016849199663016 0.00320134793597304 0 0 0.0016849199663016 0.00134793597304128 0 0.00134793597304128 0.00016849199663016 0.00067396798652064 0.00353833192923336 0 0.00033698399326032 0.00117944397641112 0 0.00016849199663016 0.00033698399326032 0.00016849199663016 0.00067396798652064 0 0.00016849199663016 0 0.00050547598989048 0 0 0.00016849199663016 0 0.00016849199663016 0 0.00016849199663016 0 0 0 0.00016849199663016 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00033698399326032 0 0.0016849199663016 0 0 0 0 0 0 0.00016849199663016
"M45S2F515" 0.423420387531592 0.100421229991575 0.0552653748946925 0.0173546756529065 0.0119629317607414 0.155518112889638 0.026284751474305 0.0316764953664701 0.00286436394271272 0.00303285593934288 0.0702611625947767 0.00202190395956192 0.00808761583824768 0.00522325189553496 0.00067396798652064 0.00067396798652064 0 0.00016849199663016 0.011625947767481 0.0111204717775906 0 0.00387531592249368 0.00320134793597304 0.00286436394271272 0.00235888795282224 0.0156697556866049 0.00370682392586352 0.00219039595619208 0 0.00050547598989048 0.00101095197978096 0.00016849199663016 0.00825610783487784 0 0 0.00050547598989048 0.004212299915754 0 0.00269587194608256 0 0 0.00151642796967144 0 0.0008424599831508 0 0 0.00016849199663016 0.00101095197978096 0.00067396798652064 0.00033698399326032 0 0 0.00016849199663016 0 0 0 0.0025273799494524 0.00235888795282224 0.00016849199663016 0 0 0 0 0 0.00016849199663016 0 0 0 0 0.00033698399326032 0.00033698399326032 0 0 0 0.00033698399326032 0 0 0.00016849199663016 0 0 0 0 0 0 0 0 0 0 0 0
"M45S2F715" 0.376411120471778 0.109014321819714 0.030497051390059 0.00657118786857624 0.0267902274641954 0.0975568660488627 0.016849199663016 0.0058972198820556 0.0195450716090986 0.00370682392586352 0.0190395956192081 0.0439764111204718 0.00185341196293176 0.0121314237573715 0.00134793597304128 0.00067396798652064 0 0.0033698399326032 0.0104465037910699 0.0491996630160067 0 0.00050547598989048 0.011625947767481 0.00016849199663016 0.0016849199663016 0.0621735467565291 0.00943555181128896 0.00033698399326032 0.00117944397641112 0.00033698399326032 0.0104465037910699 0.00640269587194608 0.025273799494524 0.00033698399326032 0 0.00050547598989048 0.00067396798652064 0 0.00370682392586352 0.00876158382476832 0 0.0121314237573715 0 0.00370682392586352 0.00067396798652064 0 0.00016849199663016 0.00016849199663016 0 0 0 0 0.00033698399326032 0 0 0 0.00185341196293176 0 0.0008424599831508 0 0 0 0 0 0 0 0.00134793597304128 0 0 0 0 0.00033698399326032 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"M45S2F815" 0.333277169334457 0.0882898062342039 0.0653748946925021 0.00977253580454928 0.0237573715248526 0.0788542544229149 0.00235888795282224 0.020050547598989 0.0067396798652064 0.00050547598989048 0.0289806234203875 0.068407750631845 0.00741364785172704 0.004212299915754 0.0111204717775906 0.00016849199663016 0 0.0382476832350463 0.00185341196293176 0.0434709351305813 0.00016849199663016 0.0092670598146588 0.0146588037068239 0.00016849199663016 0.00101095197978096 0.0311710193765796 0.011625947767481 0 0.00219039595619208 0.00117944397641112 0.00909856781802864 0.00117944397641112 0.0269587194608256 0 0 0.00117944397641112 0.00202190395956192 0 0.00707666385846672 0.00775063184498736 0 0.00387531592249368 0 0.0203875315922494 0 0 0.00117944397641112 0 0 0 0 0.00033698399326032 0.00033698399326032 0 0 0.00016849199663016 0.00050547598989048 0.00202190395956192 0.00050547598989048 0 0 0 0.00067396798652064 0.00016849199663016 0 0 0.00640269587194608 0 0.00050547598989048 0.00016849199663016 0.00016849199663016 0 0.00286436394271272 0 0 0 0 0 0 0 0 0 0.00016849199663016 0 0 0 0 0 0 0
"M45S2F915" 0.293513058129739 0.101263689974726 0.0380791912384162 0.00471777590564448 0.0554338668913227 0.0527379949452401 0.00016849199663016 0.00286436394271272 0.0171861836562763 0 0.0173546756529065 0.0862679022746419 0.0148272957034541 0.0075821398483572 0.00775063184498736 0 0 0.108677337826453 0.00185341196293176 0.0522325189553496 0 0.0153327716933446 0.00572872788542544 0 0 0.0385846672283067 0.00101095197978096 0 0.0008424599831508 0.008424599831508 0.00775063184498736 0.00404380791912384 0.017860151642797 0 0 0.00320134793597304 0.00067396798652064 0.00117944397641112 0.00387531592249368 0.00303285593934288 0 0 0 0.00724515585509688 0 0 0 0 0.00033698399326032 0 0 0 0 0 0.00219039595619208 0 0.00151642796967144 0.0016849199663016 0.0067396798652064 0 0 0 0 0.00016849199663016 0 0 0.00370682392586352 0 0 0 0 0.00033698399326032 0.00016849199663016 0.00016849199663016 0 0 0 0.00134793597304128 0 0 0 0 0 0 0 0 0.00033698399326032 0 0 0
"Sp13.BD.MM110.SD.1" 0.240438079191238 0.248862679022746 0.0556023588879528 0.0497051390058972 0.0008424599831508 0.0737994945240101 0.0272957034540859 0.0192080876158382 0.118786857624263 0 0.0190395956192081 0 0.0008424599831508 0.020050547598989 0.00033698399326032 0.0394271272114575 0 0 0.011625947767481 0.0119629317607414 0.00050547598989048 0 0.00556023588879528 0.00067396798652064 0.0195450716090986 0.0141533277169334 0.00151642796967144 0 0 0.00033698399326032 0.00067396798652064 0.00050547598989048 0.0016849199663016 0 0 0.00134793597304128 0.00067396798652064 0 0.00117944397641112 0 0.00387531592249368 0 0.00050547598989048 0.00033698399326032 0.00235888795282224 0 0 0.00050547598989048 0 0 0 0 0 0.00016849199663016 0 0 0 0.00016849199663016 0.00033698399326032 0 0 0.00033698399326032 0 0 0.00353833192923336 0 0 0 0 0 0 0 0 0 0.00033698399326032 0.00016849199663016 0 0 0 0.00033698399326032 0.00016849199663016 0 0 0 0 0.00067396798652064 0 0 0 0
"Sp13.BD.MM110.SN.1" 0.291322662173547 0.219713563605729 0.0433024431339511 0.0577927548441449 0.00016849199663016 0.0658803706823926 0.02106149957877 0.0153327716933446 0.131423757371525 0 0.0109519797809604 0.00016849199663016 0.0008424599831508 0.0313395113732098 0 0.0502106149957877 0 0.00050547598989048 0.00977253580454928 0.0033698399326032 0.00151642796967144 0 0.00269587194608256 0.00219039595619208 0.011625947767481 0.0107834877843302 0.00050547598989048 0 0 0 0.00134793597304128 0.0008424599831508 0.00134793597304128 0 0 0.00067396798652064 0.00151642796967144 0 0.00033698399326032 0 0.00269587194608256 0.00050547598989048 0.00033698399326032 0.00050547598989048 0.0008424599831508 0 0 0.00050547598989048 0 0.00016849199663016 0 0 0 0 0 0 0.00033698399326032 0.00050547598989048 0.00016849199663016 0 0.00016849199663016 0 0 0 0.00202190395956192 0 0 0 0 0 0 0 0 0 0 0 0.00016849199663016 0 0 0.00134793597304128 0.00050547598989048 0 0 0 0.00016849199663016 0.00050547598989048 0 0 0 0
"Sp13.BD.MM15.DD.1" 0.243133951137321 0.292165122156698 0.0552653748946925 0.0579612468407751 0.00016849199663016 0.0411120471777591 0.0451558550968829 0.0377422072451559 0.0215669755686605 0.00016849199663016 0.059983150800337 0.0008424599831508 0.0050547598989048 0.0163437236731255 0.0008424599831508 0.00471777590564448 0.0008424599831508 0 0.00539174389216512 0.00219039595619208 0 0.0008424599831508 0.0183656276326874 0 0.00859309182813816 0.00370682392586352 0.0151642796967144 0.00016849199663016 0 0 0.0016849199663016 0.0008424599831508 0.00623420387531592 0 0 0.00050547598989048 0.00640269587194608 0.00016849199663016 0.00690817186183656 0 0.00269587194608256 0.00353833192923336 0.00134793597304128 0.00016849199663016 0.0025273799494524 0.00050547598989048 0.0101095197978096 0.00791912384161752 0 0 0 0 0 0 0 0 0.00539174389216512 0.00033698399326032 0.00050547598989048 0 0 0.00033698399326032 0 0 0 0.00016849199663016 0 0 0.00016849199663016 0.00016849199663016 0.00033698399326032 0.00016849199663016 0.00016849199663016 0 0.00050547598989048 0.00050547598989048 0 0 0.00050547598989048 0.00016849199663016 0.00067396798652064 0 0.00016849199663016 0.00033698399326032 0.00016849199663016 0 0.00016849199663016 0 0 0
"Sp13.BD.MM15.SD.1" 0.281213142375737 0.233698399326032 0.076832350463353 0.0552653748946925 0.00016849199663016 0.0527379949452401 0.0382476832350463 0.0323504633529907 0.0507160909856782 0 0.0613310867733783 0 0.00724515585509688 0.00893007582139848 0 0.00707666385846672 0.00033698399326032 0 0.00572872788542544 0.00387531592249368 0 0.00033698399326032 0.0139848357203033 0 0.012636899747262 0.00471777590564448 0.00775063184498736 0.00033698399326032 0 0 0.00219039595619208 0.00286436394271272 0.00724515585509688 0 0 0.00016849199663016 0.00539174389216512 0.00016849199663016 0.00235888795282224 0 0.00286436394271272 0.00219039595619208 0.0008424599831508 0.00067396798652064 0.0025273799494524 0.00033698399326032 0.00539174389216512 0.00387531592249368 0 0 0 0 0 0 0 0 0.0025273799494524 0.00016849199663016 0.00033698399326032 0 0 0.00067396798652064 0 0 0 0.00016849199663016 0 0 0 0 0.00016849199663016 0 0.00033698399326032 0 0 0 0 0 0.00016849199663016 0 0.00067396798652064 0 0 0 0 0 0 0 0 0.00016849199663016
"Sp13.BD.MM15.SN.1" 0.264700926705981 0.274810446503791 0.0508845829823083 0.0663858466722831 0.00033698399326032 0.0298230834035383 0.0635214827295704 0.0372367312552654 0.0256107834877843 0 0.0465037910699242 0.00016849199663016 0.00640269587194608 0.0112889637742207 0.00050547598989048 0.0058972198820556 0.0008424599831508 0 0.00454928390901432 0.00522325189553496 0 0.00050547598989048 0.0149957877000842 0.00016849199663016 0.0109519797809604 0.004212299915754 0.0129738837405223 0.00134793597304128 0 0.00033698399326032 0.00050547598989048 0 0.0104465037910699 0 0 0 0.00539174389216512 0.00033698399326032 0.0067396798652064 0 0.00269587194608256 0.00235888795282224 0.00219039595619208 0.00033698399326032 0.0016849199663016 0 0.0111204717775906 0.00623420387531592 0 0.00016849199663016 0 0 0 0.00016849199663016 0 0.00016849199663016 0.00522325189553496 0.00033698399326032 0.00016849199663016 0 0 0 0 0 0.00016849199663016 0 0 0 0 0 0.00033698399326032 0 0.00016849199663016 0 0.0008424599831508 0.00016849199663016 0 0 0.00016849199663016 0.00016849199663016 0.00101095197978096 0 0.00016849199663016 0.00016849199663016 0 0 0.00016849199663016 0 0 0
"Su13.BD.MM110.DCMD.1" 0.208256107834878 0.0399326032013479 0.149957877000842 0.0198820556023589 0.00791912384161752 0.111710193765796 0.00994102780117944 0.0448188711036226 0.0213984835720303 0.00067396798652064 0.0741364785172704 0.0822240943555181 0.0372367312552654 0.017860151642797 0.00134793597304128 0.0033698399326032 0 0.00050547598989048 0.00303285593934288 0.00320134793597304 0.0008424599831508 0.00101095197978096 0.0289806234203875 0.00303285593934288 0.00909856781802864 0.00488626790227464 0.00454928390901432 0.00117944397641112 0 0.0058972198820556 0.0286436394271272 0.00033698399326032 0.00825610783487784 0 0 0.0025273799494524 0.00488626790227464 0 0.00404380791912384 0.00185341196293176 0.00269587194608256 0.0271272114574558 0 0.0111204717775906 0.00050547598989048 0 0.00016849199663016 0.00101095197978096 0 0 0 0.00303285593934288 0 0.00151642796967144 0 0.00016849199663016 0.00117944397641112 0.00016849199663016 0.00016849199663016 0.00033698399326032 0.00016849199663016 0.00067396798652064 0 0 0 0 0 0 0 0 0 0 0 0 0.00016849199663016 0 0 0.00151642796967144 0 0.00033698399326032 0.00016849199663016 0 0 0 0 0.00016849199663016 0.00016849199663016 0 0 0
"Su13.BD.MM110.DN.1" 0.269250210614996 0.0822240943555181 0.0481887110362258 0.0301600673967987 0.0101095197978096 0.0967144060657119 0.00707666385846672 0.0518955349620893 0.0761583824768323 0.00387531592249368 0.0151642796967144 0.00219039595619208 0.00134793597304128 0.0217354675652906 0.00320134793597304 0.0776748104465038 0 0.00067396798652064 0.00572872788542544 0.00067396798652064 0.0075821398483572 0.00707666385846672 0.0058972198820556 0.00185341196293176 0.00690817186183656 0.0075821398483572 0.00202190395956192 0.0008424599831508 0 0.015838247683235 0.0288121314237574 0.00859309182813816 0.00623420387531592 0 0 0.00471777590564448 0.00269587194608256 0 0.00235888795282224 0.00202190395956192 0.00370682392586352 0.0188711036225779 0 0.0256107834877843 0.0033698399326032 0 0.00320134793597304 0.00387531592249368 0 0.00067396798652064 0.00016849199663016 0.0008424599831508 0.00033698399326032 0.00151642796967144 0.00033698399326032 0 0.00033698399326032 0.00134793597304128 0.00994102780117944 0 0.0016849199663016 0.00219039595619208 0 0.00033698399326032 0 0.00016849199663016 0 0.00101095197978096 0 0.00033698399326032 0.00050547598989048 0.00016849199663016 0.00016849199663016 0 0 0 0.00016849199663016 0.00016849199663016 0 0.00269587194608256 0.00067396798652064 0 0 0 0.00016849199663016 0.00033698399326032 0 0 0 0
"Su13.BD.MM110.SD.1" 0.325358045492839 0.162763268744735 0.0424599831508003 0.0475147430497051 0.00269587194608256 0.0242628475147431 0.00016849199663016 0.0129738837405223 0.238079191238416 0.00016849199663016 0.022072451558551 0.026284751474305 0.00151642796967144 0.00202190395956192 0.00067396798652064 0.00016849199663016 0 0.00825610783487784 0.00101095197978096 0.00977253580454928 0 0.00219039595619208 0.0114574557708509 0.00016849199663016 0.00134793597304128 0.0131423757371525 0.00690817186183656 0 0.00016849199663016 0.00101095197978096 0.0033698399326032 0.00219039595619208 0.00909856781802864 0 0 0.00151642796967144 0.0025273799494524 0 0.00859309182813816 0.00050547598989048 0 0.00117944397641112 0 0.004212299915754 0.00016849199663016 0 0.00033698399326032 0 0 0 0.00050547598989048 0 0 0 0 0 0 0.00067396798652064 0.00050547598989048 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
