,$R^2$,$\kappa$,$P-value$,OTU
0,-0.07296795282299184,0.3678693262697968,4.5131428299157934e-07,5
1,0.03870478939156696,0.3687947836943749,4.222862719947858e-07,5
2,-0.10460000904481116,0.36185385301003903,6.926236994492467e-07,5
3,-0.027221977571323164,0.39655850643171797,5.344471479906025e-08,5
4,-0.10037256998283084,0.3840648311999136,1.378575272872969e-07,5
5,-0.06338938492355227,0.422934043032194,6.582794380575915e-09,5
6,-0.0610544250993561,0.35815202331172663,8.985638774689767e-07,5
7,-0.029191836098189764,0.36601841142064057,5.15252525686932e-07,5
8,-0.07592376197859152,0.36139112429775,7.156291035221469e-07,5
9,-0.3454583134202911,0.3544501936134142,1.1628361604284106e-06,5
0,0.5014752334544622,0.5813078736851897,2.0227116087534663e-16,6
1,0.4525726598368132,0.5287554019626308,7.572515505996049e-14,6
2,0.5377692432798162,0.5692466506668974,8.268515002630012e-16,6
3,0.4879303143132825,0.5054944718559243,8.767263782633934e-13,6
4,0.547145483171718,0.5782925679306166,2.8838687177200436e-16,6
5,0.5903177248235238,0.5649390710175074,1.3576850186663544e-15,6
6,0.4703741080650655,0.5059252298208634,8.386622715999108e-13,6
7,0.5308548532784696,0.5679543767720804,9.598553253146546e-16,6
8,0.5286663818037977,0.5645083130525683,1.4264245529167536e-15,6
9,0.5814956487051735,0.5834616635098846,1.5682937856535598e-16,6
0,0.3697015549930046,0.3689082953776117,2.578664269267461e-07,7
1,0.5383684124766104,0.4560485042377909,1.9047519423912585e-10,7
2,0.37718983455450295,0.4706455950620849,4.941682606188863e-11,7
3,0.31504108568510125,0.4542791598954522,2.2369898986268588e-10,7
4,0.2878387145501683,0.4410090773279122,7.329776560603727e-10,7
5,0.3378250398215371,0.4675492424629922,6.60156226423815e-11,7
6,0.4128680064441358,0.4684339146341615,6.078452952322709e-11,7
7,0.3407655596511131,0.5024937932241809,2.2595352953698957e-12,7
8,0.3158224135209218,0.37510100057579704,1.6199367766626045e-07,7
9,0.3215050750925349,0.4290660030171263,2.072593526764188e-09,7
0,0.8273047244242162,0.7435727088340908,1.8908442171085216e-25,8
1,0.7893443670931211,0.7275763243569436,2.0111004785897026e-24,8
2,0.7995277507257234,0.7041859702747316,5.781659869111235e-23,8
3,0.7856051461732474,0.7515556898572113,6.227702383915937e-26,8
4,0.8573783706295066,0.7594085325400542,3.0088526166965066e-26,8
5,0.8411065228915373,0.7364110943082647,5.300612454855105e-25,8
6,0.8228757266994402,0.7329140559873291,1.6145461618572014e-24,8
7,0.7994474901227834,0.7264841430028322,2.5669385725029027e-24,8
8,0.7879027080338595,0.7258940658861294,2.4391762099336568e-24,8
9,0.8090404751951872,0.7153645195419243,1.3059138453380705e-23,8
0,0.4651863100441267,0.4946154531174985,6.7892520660335726e-12,9
1,0.43174557921299217,0.521120731713259,4.839131763499938e-13,9
2,0.4611044443565345,0.48652909693574103,1.480118240547569e-11,9
3,0.4395959845738482,0.5956949053894668,1.4046644833649666e-16,9
4,0.5134054057266524,0.5651464487028275,4.486475337989775e-15,9
5,0.6477813485599433,0.5835653711168306,5.676582127666736e-16,9
6,0.5542291661608751,0.5853623391572211,4.623791600521063e-16,9
7,0.6126287855150603,0.5736820468946826,1.7350740717070249e-15,9
8,0.5435464820322717,0.547176768298922,3.16885606489284e-14,9
9,0.4980063450266076,0.5615525126220464,6.6654768212750826e-15,9
0,-0.07428252483699073,0.4196949420461705,8.572021117242624e-09,10
1,0.12343840597881785,0.4372786331131546,1.9976810220325487e-09,10
2,-0.12149482940014035,0.37990027278931215,1.8786909335390068e-07,10
3,-0.17945266417538594,0.3863784747613589,1.1591938237266586e-07,10
4,-0.05144140230700911,0.3826766450630464,1.5289436305392867e-07,10
5,-0.025316423344383,0.4030367084037648,3.2332820379659044e-08,10
6,0.07864221113332115,0.4618032548644744,2.3828058925747886e-10,10
7,-0.021847741207304597,0.37018296983124205,3.8209537256566036e-07,10
8,0.007053526235612395,0.4608777974398962,2.5870661260282996e-10,10
9,0.1912013418270392,0.4465332073589357,9.071940061825924e-10,10
0,0.6259940820619971,0.7072651562115921,2.411437833349799e-22,11
1,0.7016456815222798,0.7324816362062629,9.992267823465784e-24,11
2,0.6331653991339724,0.7142281175663298,1.121393286063582e-22,11
3,0.6473682896886535,0.7244791776386029,2.4969449803348183e-23,11
4,0.7124419885104929,0.7449223294868689,1.9580757927793507e-24,11
5,0.649769150155691,0.7177694303834312,5.722399132308228e-23,11
6,0.6599103653884674,0.7175506051898721,6.830276040315499e-23,11
7,0.6178401175145399,0.656614187435964,1.7588968784445875e-19,11
8,0.6806442651634274,0.7028127236968836,5.010594837005273e-22,11
9,0.6205601424905862,0.7214984582895678,3.6637256344566393e-23,11
0,0.4830634431303564,0.4778065164659543,4.57635707155869e-11,12
1,0.4636467397431326,0.4677522425661447,1.1517594844042959e-10,12
2,0.4578798336239758,0.4663812052161706,1.304336594780579e-10,12
3,0.3525926111760625,0.4988290891655564,6.2517203733064185e-12,12
4,0.43264402537120106,0.4682092550161361,1.1048893443599208e-10,12
5,0.4261665033428929,0.4997431140655391,5.7226995336583806e-12,12
6,0.3976419149920387,0.5212226992151324,6.851168744475579e-13,12
7,0.3813946102659662,0.46546718031618795,1.4168503385095368e-10,12
8,0.35781624229429754,0.478720541365937,4.204117810430329e-11,12
9,0.4917485378179318,0.4896888401657294,1.5006123454366685e-11,12
0,0.5922381310629821,0.4029439668545076,2.4368565650627135e-08,13
1,0.5839629929023996,0.4928384168590446,8.973047687647861e-12,13
2,0.5465109777245845,0.5100041912317703,1.6686490333074405e-12,13
3,0.5251257717509699,0.4932901477635899,8.590582010186874e-12,13
4,0.6109948437138576,0.5194905402272239,6.431278452530592e-13,13
5,0.629429419842402,0.4761243733908644,4.3770189175142706e-11,13
6,0.6095343933022159,0.4598620608272295,1.945164196271095e-10,13
7,0.5200622803871551,0.4530860972590483,3.5686767389774137e-10,13
8,0.5579294609110492,0.3749366507726921,2.1025476399979435e-07,13
9,0.5211542215537169,0.4029439668545076,2.4368565650627135e-08,13
0,0.6211144585039512,0.5927850981648357,1.0842300980990224e-15,14
1,0.6678504745554171,0.6386625599372671,5.751568787652841e-18,14
2,0.6156488383844863,0.6005118285686135,4.607407488296895e-16,14
3,0.6660867295035153,0.6198286545780584,5.1740703925367255e-17,14
4,0.6148680046781636,0.5961655427164885,7.466093043481969e-16,14
5,0.5924577401134398,0.6188628132775862,5.781067681574591e-17,14
6,0.5911550458093557,0.6174140513268778,6.825500930121052e-17,14
7,0.5403654911161505,0.6053410350709748,2.68405563084743e-16,14
8,0.5715367617464459,0.6116190035240443,1.32128150257754e-16,14
9,0.581204110506145,0.6294870675827807,1.6906462033498506e-17,14
0,0.2614088845509837,0.3730977118783868,1.669717828192232e-07,15
1,0.3336490357257136,0.4633597537420951,8.09975909801539e-11,15
2,0.3502361737454194,0.4506529614408935,2.606842702825496e-10,15
3,0.2999343066298551,0.3998257922360868,2.050845873985408e-08,15
4,0.1953466461121921,0.4322500208667393,1.3409321487542971e-09,15
5,0.2099473202356842,0.4116562540337573,7.76039787594068e-09,15
6,0.3114012552422385,0.4554727792103148,1.6793826659353715e-10,15
7,0.2837667300382478,0.4392606648949885,7.240561072568563e-10,15
8,0.33112014426124325,0.4480239699303,3.307192207065465e-10,15
9,0.3076603118246237,0.4024547837466802,1.6563432751998064e-08,15
0,0.7435627540442102,0.9316983950624216,3.7875439506177397e-36,16
1,0.7522604176469406,0.9371435262525334,1.5742410093798717e-36,16
2,0.7385427321171623,0.9390419056998532,2.0270848330688232e-36,16
3,0.7382451269726362,0.9200468212162002,6.888923493972758e-36,16
4,0.7458471256795387,0.9392754542059776,1.418966973896109e-36,16
5,0.7469254223226809,0.9119833912606234,1.6498280783635609e-35,16
6,0.743042710953613,0.9354289191667756,2.0046754175953942e-36,16
7,0.7343460374820083,0.9247036623667578,1.2402415374338927e-35,16
8,0.7352791398318113,0.9584317933801252,2.7992878057952033e-37,16
9,0.7298743328233641,0.9322944450820391,2.5673623312032558e-36,16
0,0.4616852338389781,0.4780674708126732,2.220518465006268e-11,17
1,0.5674828533531628,0.5251698827619881,1.9827877956364307e-13,17
2,0.5480312443711788,0.5374957475711547,5.375644271142957e-14,17
3,0.5112023869519761,0.5163656936125834,4.947494710935634e-13,17
4,0.5436076212669171,0.5251698827619881,1.9827877956364307e-13,17
5,0.5302733440540142,0.5379359570286248,5.1280339648661244e-14,17
6,0.5554667670439395,0.5190069503574049,3.766458371154536e-13,17
7,0.5639812672406018,0.5564247542423747,6.841552116672146e-15,17
8,0.4902302439877009,0.52869155842175,1.3696746285814264e-13,17
9,0.5245683296470562,0.5388163759435654,4.665981079156884e-14,17
0,0.4525458244324051,0.5072175037156804,7.339410917861069e-13,18
1,0.4478627324076758,0.4878333952934252,5.243157627684106e-12,18
2,0.5795405777452164,0.5390935931211669,2.4642346276561283e-14,18
3,0.5034299340550354,0.5537393639290932,4.845423680887441e-15,18
4,0.466203367040546,0.5365090453315329,3.2690987155180214e-14,18
5,0.5431910230472867,0.5222940324885457,1.5112145132664078e-13,18
6,0.4837090710924678,0.4882641532583641,5.0230178165001954e-12,18
7,0.6127991160531094,0.5968151604229939,3.1725928792067184e-17,18
8,0.4680529663428208,0.474479898380316,1.946371192644183e-11,18
9,0.5329797902626858,0.5158326630144606,2.991204101497029e-13,18
0,0.3165293296458224,0.3327891374163623,4.3021026864629065e-06,19
1,0.35312394207407416,0.3109817946232082,1.7466131207199177e-05,19
2,0.4130174317210895,0.3823099783424832,1.2906370967100187e-07,19
3,0.31078763425124145,0.4450060888728012,7.942081486712966e-10,19
4,0.2952973651583337,0.3055299589249197,2.4457975314006728e-05,19
5,0.3865309905771052,0.4027543622110651,2.6588735959997224e-08,19
6,0.37513432553380294,0.4322851389101279,2.366887187606597e-09,19
7,0.2941259445787687,0.2746362233012846,0.0001487999794765625,19
8,0.4742012142901945,0.4559097602693782,3.040999995365882e-10,19
9,0.3042095873052529,0.3255200231519776,6.929860934451057e-06,19
