,$R^2$,$\kappa$,$P-value$,OTU
3,0.5029911291180597,0.3489919968830763,2.637433984276704e-06,10
4,0.31327885944682765,0.3499736902639008,2.472071274899521e-06,10
5,0.4544388693292585,0.3116876484117489,2.727339441804076e-05,10
6,0.3415014206709208,0.2827276936774289,0.00014161406136852122,10
7,0.3810332697382525,0.32886728257617603,9.584490862589014e-06,10
8,0.34388474867595464,0.3396659097652445,4.838209138602977e-06,10
9,0.4696238184219255,0.29499886093773403,7.172374266963329e-05,10
0,0.42550384065809704,0.4557877816047167,4.055438946274303e-10,11
1,0.537874440709736,0.4284867875796626,4.167581934711519e-09,11
2,0.4625804588383114,0.4650423558504978,1.7845696883718668e-10,11
3,0.3461497601244117,0.4641168984259197,1.9386169109104572e-10,11
4,0.4472976237965427,0.43866681925002177,1.7763880014220673e-09,11
5,0.5138640488718156,0.4354277182639984,2.334917298620595e-09,11
6,0.4710801494672901,0.4618032548644744,2.3828058925747886e-10,11
7,0.4589865625366691,0.4659678132750759,1.642504439959389e-10,11
8,0.40313006376487226,0.4664305419873649,1.575677713943863e-10,11
9,0.4255615513013565,0.4358904469762875,2.2457467199824806e-09,11
0,0.8282587454557129,0.7639144198047186,1.4329350534055447e-26,12
1,0.8351478835019341,0.7272005247011913,3.13086846953718e-24,12
2,0.8215389616164807,0.7347202381561306,1.0610058251718214e-24,12
3,0.8413867263045911,0.7440092959534086,2.745629513528572e-25,12
4,0.8533101645378784,0.7678954445749806,7.865936153515393e-27,12
5,0.8453701175181465,0.7356049103272999,9.335075875504184e-25,12
6,0.8258866090416581,0.7338355659849614,1.2057353419917411e-24,12
7,0.8441268031032648,0.7510866733227632,9.693570988479395e-26,12
8,0.8220441737510576,0.7599333950344566,2.6023843832359814e-26,12
9,0.8521204843313482,0.732950893813792,1.369999856285362e-24,12
0,0.6837404420126714,0.4132167400741239,1.4451862149884093e-08,13
1,0.5747079873225047,0.3988721499931633,4.470303008165524e-08,13
2,0.6851939546245773,0.3812884589261792,1.6951172733228232e-07,13
3,0.5285981222466558,0.38730393218593695,1.0812533310639405e-07,13
