,$R^2$,$\kappa$,$P-value$,OTU
9,0.2408886280975827,0.3456145533762267,7.464935196303647e-05,15
0,0.3093698171529237,0.3850640454401175,1.0038321924071208e-05,16
1,0.2336888818779891,0.3289199067652173,0.00016167028494924908,16
2,0.26527691937769404,0.3532843443033816,5.081184024615962e-05,16
3,0.3294622365770534,0.37764878184154577,1.4823172784339618e-05,16
4,0.3421997156294566,0.3659962247580759,2.6969288818846106e-05,16
5,0.3873582073412315,0.36811487150052496,2.4219336585191674e-05,16
6,0.22982030989609425,0.2960808822572568,0.0006843144086097735,16
7,0.3354819206921669,0.3564623144170551,4.345280302268604e-05,16
8,0.26514948366483915,0.3554029910458306,4.578550773392292e-05,16
9,0.3348875386572797,0.3405724638486872,9.381053131694283e-05,16
0,0.4261192614931745,0.4571751086448662,1.632203234710513e-07,17
1,0.3046454514543743,0.3564056531430976,4.4522809663835555e-05,17
2,0.3230696010044641,0.3935312420121703,6.546039602775665e-06,17
3,0.3509063451518045,0.39777416645435,5.200262181558341e-06,17
4,0.3225111034589502,0.3924705109016253,6.931270590569108e-06,17
5,0.3883621894746443,0.38292393090672094,1.1522559505101267e-05,17
6,0.34259997707602563,0.3882275864594456,8.700287203416822e-06,17
7,0.4505050342176874,0.36170930869582224,3.421710210548531e-05,17
8,0.3687186199615013,0.3776202753539962,1.5206390553686649e-05,17
9,0.2678628776846055,0.3691344264696367,2.3528477182221782e-05,17
0,0.2962852654053117,0.3964972147015616,5.81459196918639e-06,18
1,0.2812198656736583,0.3848042673511134,1.0858069202277587e-05,18
2,0.2782754863228878,0.3879932529921448,9.173165404904435e-06,18
3,0.29019264053332805,0.3943712242742074,6.522124922530209e-06,18
4,0.3056314106243926,0.4209461046161351,1.490259185100696e-06,18
5,0.30343033103881745,0.4209461046161351,1.490259185100696e-06,18
6,0.31106841434304755,0.4411430136760002,4.5723129024234904e-07,18
7,0.2732603932241837,0.40074919555627,4.613592654164862e-06,18
8,0.26399416616241866,0.3869302577784677,9.704919360924975e-06,18
9,0.27307278109411925,0.3763003056416966,1.6917406292128102e-05,18
0,0.5834961306490717,0.4632324838327549,6.29279509754085e-07,19
1,0.6100352014442771,0.5050189192300394,5.590877536196495e-08,19
2,0.6102409924937646,0.4859165487627094,1.732426444126951e-07,19
3,0.633853859012629,0.43696672444017604,2.6077027868602917e-06,19
4,0.603010781903768,0.4453240115196329,1.672771938109631e-06,19
5,0.6344452961863127,0.4596507893701305,7.673748575613966e-07,19
6,0.599705690733138,0.43457892813175975,2.956164765418998e-06,19
7,0.5786582944510785,0.3999558816597239,1.696644094173303e-05,19
8,0.6678440843901727,0.5253151878515777,1.607286660803816e-08,19
9,0.5770797960285823,0.3856291038092263,3.362826108417806e-05,19
