"Otu000001" "Otu000007" "Otu000009" "Otu000010" "Otu000012" "Otu000016" "Otu000017" "Otu000018" "Otu000019" "Otu000020" "Otu000022" "Otu000023" "Otu000025" "Otu000026" "Otu000030" "Otu000041" "Otu000044" "Otu000046" "Otu000048" "Otu000056" "Otu000058" "Otu000059" "Otu000062" "Otu000063" "Otu000067" "Otu000070" "Otu000075" "Otu000077" "Otu000078" "Otu000082" "Otu000083" "Otu000086" "Otu000087" "Otu000088" "Otu000093" "Otu000103" "Otu000104" "Otu000106" "Otu000107" "Otu000110" "Otu000117" "Otu000120" "Otu000135" "Otu000136" "Otu000137" "Otu000142" "Otu000154" "Otu000155" "Otu000159" "Otu000161" "Otu000162" "Otu000168" "Otu000176" "Otu000184" "Otu000192" "Otu000205" "Otu000210" "Otu000215" "Otu000216" "Otu000223" "Otu000225" "Otu000227" "Otu000231" "Otu000244" "Otu000248" "Otu000255" "Otu000256" "Otu000262" "Otu000267" "Otu000269" "Otu000273" "Otu000282" "Otu000293" "Otu000311" "Otu000322" "Otu000323" "Otu000326" "Otu000328" "Otu000338" "Otu000340" "Otu000379" "Otu000385" "Otu000387" "Otu000390" "Otu000434" "Otu000436" "Otu000441" "Otu000446" "Otu000467" "Otu000477" "Otu000509" "Otu000514" "Otu000527" "Otu000547" "Otu000553" "Otu000563" "Otu000582" "Otu000613" "Otu000646" "Otu000655" "Otu000666" "Otu000669" "Otu000672" "Otu000674" "Otu000676" "Otu000704" "Otu000745" "Otu000755" "Otu000756" "Otu000769" "Otu000775" "Otu000779" "Otu000816" "Otu000834" "Otu000837" "Otu000860" "Otu000906" "Otu000908" "Otu000914" "Otu000949" "Otu000977" "Otu000999" "Otu001006" "Otu001007" "Otu001010" "Otu001028" "Otu001039" "Otu001076" "Otu001118" "Otu001199" "Otu001219" "Otu001345" "Otu001451" "Otu001476" "Otu001542" "Otu001549" "Otu001663" "Otu001677" "Otu001690" "Otu001754" "Otu001760" "Otu002142" "Otu002392" "Otu002471" "Otu002522" "Otu002712" "Otu002896" "Otu003066" "Otu003078" "Otu003167" "Otu003218" "Otu003936" "Otu004969" "Otu005236" "Otu007520" "Otu009453"
"110S2F115" 0.401347935973041 0.0928390901432182 0.0244313395113732 0.0106149957877001 0.0230834035383319 0.0187026116259478 0.0350463352990733 0.00067396798652064 0.0490311710193766 0.0025273799494524 0.0155012636899747 0.00067396798652064 0.0131423757371525 0.00185341196293176 0.0325189553496209 0.00454928390901432 0.00016849199663016 0.0207245155855097 0.00101095197978096 0.0008424599831508 0 0.00202190395956192 0.00033698399326032 0.0114574557708509 0.0160067396798652 0.0764953664700927 0.00707666385846672 0.0316764953664701 0 0 0.00151642796967144 0.00235888795282224 0.00151642796967144 0.0008424599831508 0.0202190395956192 0.00185341196293176 0.0106149957877001 0.00219039595619208 0.00471777590564448 0.0008424599831508 0.00202190395956192 0.0008424599831508 0 0.00151642796967144 0.00471777590564448 0.00016849199663016 0.0067396798652064 0 0 0 0.00303285593934288 0 0.00033698399326032 0 0 0.00033698399326032 0.00151642796967144 0.0119629317607414 0 0.00101095197978096 0 0 0.00235888795282224 0 0.00050547598989048 0 0.00235888795282224 0.00016849199663016 0 0 0.00134793597304128 0 0 0 0 0 0.00202190395956192 0 0 0 0 0.00050547598989048 0 0.0025273799494524 0 0.0016849199663016 0.00033698399326032 0 0 0 0 0.00016849199663016 0 0 0.00117944397641112 0 0 0 0 0 0.00101095197978096 0 0.00050547598989048 0 0.00151642796967144 0 0 0.0016849199663016 0 0.00117944397641112 0 0 0 0 0 0 0.00050547598989048 0.00033698399326032 0.00050547598989048 0 0 0 0 0 0 0.00016849199663016 0 0.00219039595619208 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"110S2F415" 0.246840775063184 0.0554338668913227 0.0365627632687447 0.0235888795282224 0.0286436394271272 0.0156697556866049 0.0419545071609099 0 0.0439764111204718 0.00825610783487784 0.0121314237573715 0.00050547598989048 0.00994102780117944 0.00707666385846672 0.00404380791912384 0.00016849199663016 0.0008424599831508 0.0416175231676495 0 0.0128053917438922 0 0.0128053917438922 0 0.00454928390901432 0.0203875315922494 0.00134793597304128 0.0219039595619208 0.0129738837405223 0 0 0.0008424599831508 0.00101095197978096 0.00151642796967144 0.00404380791912384 0.00791912384161752 0.00438079191238416 0.00117944397641112 0.00016849199663016 0.0067396798652064 0.15838247683235 0 0.00016849199663016 0 0.00134793597304128 0.0025273799494524 0.00050547598989048 0.00825610783487784 0 0.00016849199663016 0 0.0008424599831508 0 0.00707666385846672 0 0.0377422072451559 0 0 0.00134793597304128 0.0016849199663016 0.00134793597304128 0 0.00202190395956192 0.0101095197978096 0 0 0 0.00269587194608256 0.0008424599831508 0 0.00033698399326032 0.00033698399326032 0 0.00016849199663016 0 0 0 0.00185341196293176 0 0 0 0 0.00016849199663016 0 0.00016849199663016 0 0.00016849199663016 0.00101095197978096 0.0249368155012637 0 0.00050547598989048 0.00016849199663016 0 0 0 0.0240943555181129 0 0 0 0 0.00303285593934288 0 0 0 0.00101095197978096 0 0 0 0 0.00016849199663016 0 0.00151642796967144 0 0.00488626790227464 0 0.00033698399326032 0 0 0 0 0 0.00033698399326032 0 0 0 0 0 0 0.00050547598989048 0 0 0.0008424599831508 0 0 0 0.00067396798652064 0 0 0.00050547598989048 0 0 0.00016849199663016 0 0 0 0.00303285593934288 0 0 0 0 0 0 0 0 0.00016849199663016 0 0
"110S2F515" 0.330918281381634 0.0734625105307498 0.0475147430497051 0.038921651221567 0.0321819713563606 0.0232518955349621 0.0539174389216512 0 0.076832350463353 0.008424599831508 0.00303285593934288 0.00033698399326032 0.0151642796967144 0.00724515585509688 0.00320134793597304 0.00050547598989048 0.00016849199663016 0.0171861836562763 0 0.012636899747262 0 0.0144903117101938 0 0.0050547598989048 0.0407750631844987 0.0008424599831508 0.0240943555181129 0.00657118786857624 0 0.00016849199663016 0.00016849199663016 0.00202190395956192 0.00556023588879528 0.00606571187868576 0.00522325189553496 0.0111204717775906 0.0025273799494524 0.00050547598989048 0.017860151642797 0.0390901432181971 0 0.00050547598989048 0 0.0025273799494524 0.00724515585509688 0.00050547598989048 0.00775063184498736 0 0.00033698399326032 0 0.00117944397641112 0 0.00488626790227464 0 0.00151642796967144 0.00016849199663016 0 0.00219039595619208 0.0008424599831508 0.00016849199663016 0 0.0008424599831508 0.00825610783487784 0 0 0 0.00370682392586352 0.00050547598989048 0 0 0.00101095197978096 0 0 0 0 0 0.00370682392586352 0 0.00016849199663016 0 0 0 0 0.00050547598989048 0 0 0.0008424599831508 0.00522325189553496 0 0.00033698399326032 0.00033698399326032 0 0 0 0.00235888795282224 0 0 0 0 0.00235888795282224 0 0 0.00050547598989048 0.00016849199663016 0.00067396798652064 0 0 0 0.00016849199663016 0 0.0008424599831508 0 0.00791912384161752 0 0.00033698399326032 0 0 0 0 0 0 0 0 0 0 0 0 0.00033698399326032 0 0 0.00016849199663016 0 0.00016849199663016 0 0.00067396798652064 0 0 0 0 0 0.00016849199663016 0 0 0 0.00050547598989048 0 0.00016849199663016 0 0 0.00016849199663016 0 0 0 0 0 0
"110S2F715" 0.302274641954507 0.0980623420387532 0.0208930075821398 0.00185341196293176 0.0119629317607414 0.0217354675652906 0.0532434709351306 0.00741364785172704 0.0148272957034541 0.0033698399326032 0.00235888795282224 0.00825610783487784 0.0245998315080034 0.00151642796967144 0.0529064869418703 0.00101095197978096 0.00404380791912384 0.00269587194608256 0.0033698399326032 0 0 0.00269587194608256 0.00101095197978096 0.0033698399326032 0.0535804549283909 0.00286436394271272 0.004212299915754 0.0613310867733783 0 0 0.00219039595619208 0.00741364785172704 0.00067396798652064 0.0008424599831508 0.0712721145745577 0.0112889637742207 0.00134793597304128 0.0166807076663858 0.00151642796967144 0 0.00016849199663016 0.00134793597304128 0 0.00067396798652064 0.0106149957877001 0.00454928390901432 0.0475147430497051 0 0 0 0 0 0.00101095197978096 0.00016849199663016 0.00050547598989048 0 0.00303285593934288 0.0050547598989048 0.00067396798652064 0.00572872788542544 0 0.00033698399326032 0.00909856781802864 0 0.00033698399326032 0 0.00623420387531592 0 0 0 0 0 0 0.00016849199663016 0 0 0.00269587194608256 0 0 0 0 0 0 0.00117944397641112 0 0.00033698399326032 0 0.00050547598989048 0 0 0 0 0 0 0.00202190395956192 0 0.00876158382476832 0 0 0 0 0 0.00134793597304128 0.00033698399326032 0 0 0 0.00286436394271272 0 0 0 0 0.00016849199663016 0 0 0 0 0 0.0025273799494524 0 0.00016849199663016 0.00016849199663016 0 0.00033698399326032 0 0 0 0.00016849199663016 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00050547598989048 0
"110S2F915" 0.271272114574558 0.067396798652064 0.0240943555181129 0.00404380791912384 0.0427969671440607 0.0146588037068239 0.00724515585509688 0.013647851727043 0 0.00134793597304128 0.0155012636899747 0 0.00893007582139848 0.00134793597304128 0.060994102780118 0.00994102780117944 0 0.0033698399326032 0.0067396798652064 0 0 0.00320134793597304 0.00033698399326032 0.00556023588879528 0.0225779275484414 0.11609098567818 0.00067396798652064 0.0790227464195451 0 0 0.0067396798652064 0.00471777590564448 0 0 0.0729570345408593 0.00387531592249368 0.0240943555181129 0.00303285593934288 0 0 0.00033698399326032 0.00050547598989048 0 0.00623420387531592 0.00690817186183656 0.00016849199663016 0.0185341196293176 0 0 0 0.00185341196293176 0 0.00050547598989048 0 0.00016849199663016 0.0111204717775906 0.00219039595619208 0.004212299915754 0 0.0025273799494524 0 0 0.00050547598989048 0 0.0016849199663016 0 0.00640269587194608 0.00050547598989048 0 0.00033698399326032 0 0 0 0.00033698399326032 0.00016849199663016 0 0.00016849199663016 0 0 0 0 0.00488626790227464 0 0.00050547598989048 0 0.00539174389216512 0 0 0 0 0 0.00151642796967144 0 0 0.00370682392586352 0 0.00117944397641112 0 0 0 0 0 0.0058972198820556 0 0 0 0 0.00202190395956192 0 0.0008424599831508 0 0 0.00016849199663016 0 0 0 0 0 0.00977253580454928 0 0 0 0 0.00033698399326032 0 0 0 0.00067396798652064 0 0 0 0 0 0.00101095197978096 0 0 0 0 0 0 0.00050547598989048 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Fa13.BD.MM110.DN.1" 0.181802864363943 0.0921651221566976 0.0313395113732098 0.0313395113732098 0.0107834877843302 0.0121314237573715 0.0306655433866891 0 0.00893007582139848 0.0190395956192081 0.0554338668913227 0.0016849199663016 0.0170176916596462 0.012636899747262 0.00370682392586352 0.00202190395956192 0.00067396798652064 0.0165122156697557 0.00067396798652064 0.212636899747262 0 0.00522325189553496 0.00050547598989048 0.00724515585509688 0.00202190395956192 0 0.004212299915754 0.00134793597304128 0.00033698399326032 0.00286436394271272 0.0112889637742207 0.00320134793597304 0.0033698399326032 0.00775063184498736 0.00404380791912384 0.00320134793597304 0.00033698399326032 0.0025273799494524 0.0111204717775906 0.00117944397641112 0 0.00134793597304128 0 0.020050547598989 0.00943555181128896 0.00185341196293176 0.0075821398483572 0 0 0 0.00370682392586352 0.00016849199663016 0.00151642796967144 0 0.00016849199663016 0.00033698399326032 0.00286436394271272 0.00016849199663016 0.00404380791912384 0.00033698399326032 0 0.00151642796967144 0.0131423757371525 0.0058972198820556 0.00117944397641112 0 0.0227464195450716 0.00269587194608256 0 0.00151642796967144 0.00943555181128896 0 0.0267902274641954 0 0.0008424599831508 0 0.00269587194608256 0 0.00050547598989048 0 0.00134793597304128 0.00370682392586352 0 0.00016849199663016 0 0.0025273799494524 0.0025273799494524 0.00101095197978096 0.00134793597304128 0.00303285593934288 0.0016849199663016 0 0.0008424599831508 0.00067396798652064 0.0008424599831508 0 0 0 0 0.00101095197978096 0 0.00151642796967144 0.00033698399326032 0 0.00151642796967144 0 0 0 0 0 0.00185341196293176 0.00050547598989048 0.00539174389216512 0 0.00151642796967144 0.00050547598989048 0 0 0 0 0.0016849199663016 0.00101095197978096 0.00185341196293176 0.00134793597304128 0 0 0 0.00033698399326032 0 0.00016849199663016 0 0 0.00016849199663016 0 0 0.0008424599831508 0 0.00151642796967144 0 0.00016849199663016 0 0.00050547598989048 0 0 0 0 0 0 0.00050547598989048 0.00050547598989048 0 0 0 0 0 0
"Fa13.BD.MM110.SD.1" 0.318955349620893 0.14743049705139 0.0591406908171862 0.0139848357203033 0.00235888795282224 0.0390901432181971 0.0128053917438922 0.00640269587194608 0.0025273799494524 0.00488626790227464 0.111373209772536 0 0.0303285593934288 0.00556023588879528 0.0212299915754002 0.0016849199663016 0 0.011625947767481 0.00775063184498736 0 0 0.00623420387531592 0.00033698399326032 0.0834035383319292 0.00454928390901432 0.0227464195450716 0.00151642796967144 0.00572872788542544 0.00067396798652064 0 0.00488626790227464 0.00724515585509688 0.00016849199663016 0.00117944397641112 0.00219039595619208 0.00488626790227464 0.00353833192923336 0.00387531592249368 0 0 0.00033698399326032 0.00016849199663016 0 0.00185341196293176 0.00219039595619208 0.00067396798652064 0.00286436394271272 0 0.00050547598989048 0 0.00067396798652064 0.00050547598989048 0.00033698399326032 0.00117944397641112 0 0.00151642796967144 0.00370682392586352 0.00016849199663016 0.00151642796967144 0.0033698399326032 0 0.00067396798652064 0.00050547598989048 0 0 0 0.0008424599831508 0.00050547598989048 0 0.00539174389216512 0 0 0 0 0.00016849199663016 0 0.00488626790227464 0 0.00016849199663016 0 0 0.00033698399326032 0 0.00117944397641112 0 0.00286436394271272 0 0.00033698399326032 0 0 0 0 0 0 0.00151642796967144 0 0.00050547598989048 0.00050547598989048 0.00033698399326032 0.00050547598989048 0 0 0.00101095197978096 0.00067396798652064 0.00117944397641112 0 0 0.00033698399326032 0 0 0.00016849199663016 0 0.00016849199663016 0 0 0 0 0.00016849199663016 0.00117944397641112 0 0 0 0 0.00033698399326032 0 0 0 0.00134793597304128 0 0.00016849199663016 0 0 0 0 0 0 0 0 0.00016849199663016 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Fa13.BD.MM110.SN.1" 0.284919966301601 0.15804549283909 0.075821398483572 0.0256107834877843 0.00235888795282224 0.0433024431339511 0.0155012636899747 0.00724515585509688 0.0016849199663016 0.00791912384161752 0.088458298230834 0 0.0370682392586352 0.00471777590564448 0.0303285593934288 0.00050547598989048 0.00050547598989048 0.0101095197978096 0.00556023588879528 0 0 0.00404380791912384 0.00016849199663016 0.086267902274642 0.00370682392586352 0.0188711036225779 0.00033698399326032 0.00539174389216512 0.00067396798652064 0 0.0067396798652064 0.0102780117944398 0 0.00067396798652064 0.00454928390901432 0.00303285593934288 0.00202190395956192 0.00320134793597304 0 0 0 0.00050547598989048 0 0.00117944397641112 0.00134793597304128 0.00067396798652064 0.00134793597304128 0 0 0 0.00219039595619208 0 0.00067396798652064 0.00067396798652064 0 0.0008424599831508 0.00606571187868576 0.00033698399326032 0.00151642796967144 0.0033698399326032 0 0.00016849199663016 0.00033698399326032 0 0 0 0.00269587194608256 0.00117944397641112 0 0.00438079191238416 0 0 0 0 0.00016849199663016 0 0.00454928390901432 0 0 0.00016849199663016 0 0 0 0.00117944397641112 0 0.0008424599831508 0 0.0008424599831508 0 0 0 0.00016849199663016 0 0 0.00185341196293176 0 0.00033698399326032 0.00016849199663016 0.00016849199663016 0.00050547598989048 0 0 0.00151642796967144 0.00067396798652064 0.00185341196293176 0.00016849199663016 0 0.00033698399326032 0 0 0 0 0.0008424599831508 0 0 0.00016849199663016 0 0.00016849199663016 0.00033698399326032 0 0 0.00067396798652064 0 0.00016849199663016 0 0 0.00016849199663016 0.00202190395956192 0 0 0.00033698399326032 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00050547598989048 0 0 0 0
"Fa13.BD.MM15.DN.1" 0.318112889637742 0.122662173546757 0.0682392586352148 0.0257792754844145 0.00404380791912384 0.0213984835720303 0.0502106149957877 0.00438079191238416 0.0426284751474305 0.0284751474304971 0.0588037068239259 0.00101095197978096 0.0348778433024431 0.00690817186183656 0.0129738837405223 0.00539174389216512 0.0008424599831508 0.0170176916596462 0.00151642796967144 0.00050547598989048 0 0.0050547598989048 0.00016849199663016 0.0449873631002527 0.00606571187868576 0.00522325189553496 0.00707666385846672 0.0016849199663016 0.00117944397641112 0.00067396798652064 0.00539174389216512 0.00808761583824768 0.00050547598989048 0.00471777590564448 0.00235888795282224 0.00134793597304128 0.0134793597304128 0.00539174389216512 0.00101095197978096 0 0 0.00033698399326032 0.00016849199663016 0.00235888795282224 0.00235888795282224 0.00202190395956192 0.00269587194608256 0 0.00016849199663016 0 0.00050547598989048 0 0.00050547598989048 0.00016849199663016 0.00033698399326032 0.00050547598989048 0.0050547598989048 0.0008424599831508 0.00235888795282224 0.0016849199663016 0 0 0.00016849199663016 0 0.00050547598989048 0 0.00033698399326032 0.00690817186183656 0 0.00151642796967144 0.00101095197978096 0.00016849199663016 0 0 0.00016849199663016 0 0.00202190395956192 0 0 0.00016849199663016 0 0 0.00050547598989048 0.00640269587194608 0 0.00101095197978096 0 0.0033698399326032 0 0 0 0 0 0.00016849199663016 0.00303285593934288 0 0.00016849199663016 0 0.00016849199663016 0 0.00033698399326032 0 0.00016849199663016 0 0.00151642796967144 0.00016849199663016 0 0.00016849199663016 0 0 0.00016849199663016 0 0.0058972198820556 0 0 0 0 0.00033698399326032 0.00033698399326032 0 0 0 0 0.00016849199663016 0 0 0 0.00033698399326032 0 0 0.00016849199663016 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00016849199663016 0 0 0
"Fa13.BD.MM15.SD.1" 0.301432181971356 0.184835720303286 0.0704296545914069 0.0173546756529065 0.004212299915754 0.0458298230834035 0.0203875315922494 0.00623420387531592 0.00370682392586352 0.0146588037068239 0.0825610783487784 0 0.0353833192923336 0.00370682392586352 0.0112889637742207 0.00101095197978096 0.00033698399326032 0.00623420387531592 0.00353833192923336 0 0 0.00235888795282224 0.00016849199663016 0.0596461668070767 0.00741364785172704 0.013647851727043 0.00117944397641112 0.012636899747262 0.00117944397641112 0.00016849199663016 0.00320134793597304 0.0112889637742207 0.00067396798652064 0.00353833192923336 0.00320134793597304 0.00404380791912384 0.004212299915754 0.00404380791912384 0 0 0.00016849199663016 0.00016849199663016 0 0.00286436394271272 0.00303285593934288 0.0008424599831508 0.00454928390901432 0 0.00016849199663016 0.00050547598989048 0.00016849199663016 0 0 0.00016849199663016 0 0.00033698399326032 0.00471777590564448 0.00134793597304128 0.00067396798652064 0.0025273799494524 0 0.00016849199663016 0.00134793597304128 0 0.00033698399326032 0 0.004212299915754 0.0016849199663016 0 0.0008424599831508 0.00016849199663016 0 0 0.00016849199663016 0 0.00033698399326032 0.00151642796967144 0.00050547598989048 0 0.00033698399326032 0 0.00033698399326032 0 0.0025273799494524 0 0.00404380791912384 0 0.00202190395956192 0 0 0 0.00016849199663016 0 0 0.00235888795282224 0 0.00016849199663016 0.00016849199663016 0.00016849199663016 0.00016849199663016 0 0.00016849199663016 0.00151642796967144 0 0.00134793597304128 0 0 0.00016849199663016 0 0 0.00016849199663016 0 0.00235888795282224 0 0.00016849199663016 0 0 0.00033698399326032 0.00033698399326032 0 0 0.00033698399326032 0 0.00033698399326032 0 0 0 0.00016849199663016 0 0.00016849199663016 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00016849199663016 0 0 0 0 0 0 0 0.00050547598989048 0 0 0 0
"Fa13.BD.MM15.SN.1" 0.313732097725358 0.177759056444819 0.0700926705981466 0.0173546756529065 0.00353833192923336 0.0427969671440607 0.0208930075821398 0.00471777590564448 0.0067396798652064 0.0141533277169334 0.0625105307497894 0.00016849199663016 0.0358887952822241 0.00454928390901432 0.0149957877000842 0.00202190395956192 0.0016849199663016 0.013647851727043 0.0025273799494524 0 0 0.00539174389216512 0.0008424599831508 0.0485256950294861 0.00454928390901432 0.0151642796967144 0.0016849199663016 0.0111204717775906 0.00151642796967144 0.00050547598989048 0.00320134793597304 0.0101095197978096 0.00033698399326032 0.0092670598146588 0.00471777590564448 0.00269587194608256 0.00960404380791912 0.00438079191238416 0 0 0.00016849199663016 0.00067396798652064 0 0.00269587194608256 0.00202190395956192 0.0008424599831508 0.00488626790227464 0 0 0 0.00117944397641112 0 0.00067396798652064 0.00033698399326032 0 0.0008424599831508 0.00454928390901432 0.00117944397641112 0.00117944397641112 0.0016849199663016 0 0.00033698399326032 0.00134793597304128 0 0.00016849199663016 0 0.00185341196293176 0.00219039595619208 0 0.00438079191238416 0.00016849199663016 0.00016849199663016 0 0.00033698399326032 0 0 0.00269587194608256 0.00016849199663016 0 0.00050547598989048 0 0 0 0.00202190395956192 0 0.00269587194608256 0 0.0025273799494524 0 0 0 0.00016849199663016 0 0.00016849199663016 0.00235888795282224 0 0 0.00033698399326032 0 0.00016849199663016 0 0 0.00101095197978096 0 0.00235888795282224 0 0 0.00016849199663016 0 0 0 0 0.00151642796967144 0 0 0 0 0.00016849199663016 0.00117944397641112 0 0 0.00016849199663016 0 0 0 0 0 0.00050547598989048 0 0.00016849199663016 0.00067396798652064 0 0 0 0 0.00033698399326032 0 0 0 0.00016849199663016 0 0.00033698399326032 0 0.00016849199663016 0 0 0 0 0 0 0 0 0 0 0 0
"M15S2F115" 0.506318449873631 0.0667228306655434 0.0259477674810447 0.0122999157540017 0.0208930075821398 0.0160067396798652 0.0611625947767481 0.00117944397641112 0.0476832350463353 0.00556023588879528 0.0050547598989048 0.00101095197978096 0.0180286436394271 0.00202190395956192 0.0139848357203033 0.00977253580454928 0 0.00657118786857624 0.0008424599831508 0 0.00016849199663016 0.004212299915754 0 0.0058972198820556 0.0227464195450716 0.0149957877000842 0.0303285593934288 0.0124684077506318 0.00067396798652064 0 0.00320134793597304 0.00387531592249368 0.00202190395956192 0.00623420387531592 0.00454928390901432 0.00303285593934288 0.0128053917438922 0.00387531592249368 0.00320134793597304 0 0.00016849199663016 0.00033698399326032 0 0.00303285593934288 0.00353833192923336 0 0.00353833192923336 0 0 0 0.0008424599831508 0 0.00016849199663016 0 0.00016849199663016 0.00033698399326032 0.00151642796967144 0.00185341196293176 0.00050547598989048 0.00134793597304128 0 0 0.00134793597304128 0 0 0 0.00101095197978096 0.00016849199663016 0 0 0.00033698399326032 0 0 0.00033698399326032 0.00033698399326032 0 0.00286436394271272 0 0 0.00016849199663016 0 0.0008424599831508 0.00033698399326032 0.00623420387531592 0 0.00067396798652064 0.00050547598989048 0.00117944397641112 0 0 0 0.00033698399326032 0 0 0.0025273799494524 0 0 0 0 0 0 0 0.00050547598989048 0 0.00219039595619208 0.00033698399326032 0 0.0008424599831508 0 0 0 0 0.00050547598989048 0.00016849199663016 0 0 0 0.00016849199663016 0.0008424599831508 0 0.00033698399326032 0.00016849199663016 0.00016849199663016 0 0 0 0 0.00117944397641112 0 0 0 0 0 0 0 0 0 0 0.00016849199663016 0 0 0.00016849199663016 0 0 0 0 0 0 0 0 0 0.00033698399326032 0 0 0 0
"M15S2F515" 0.283403538331929 0.111036225779275 0.0465037910699242 0.033698399326032 0.0149957877000842 0.0449873631002527 0.0328559393428812 0.00151642796967144 0.0416175231676495 0.0112889637742207 0.00185341196293176 0.00404380791912384 0.0604886267902275 0.00471777590564448 0.00235888795282224 0.0155012636899747 0.00016849199663016 0.0050547598989048 0 0.00016849199663016 0.00033698399326032 0.00320134793597304 0 0.0033698399326032 0.0837405223251896 0 0.00690817186183656 0.013647851727043 0 0 0.00438079191238416 0.00522325189553496 0.00033698399326032 0.0033698399326032 0.0306655433866891 0.0153327716933446 0.016849199663016 0.00219039595619208 0.0165122156697557 0.00050547598989048 0.00033698399326032 0.00202190395956192 0 0.00151642796967144 0.00454928390901432 0.00067396798652064 0.0109519797809604 0 0.00134793597304128 0 0.0016849199663016 0.00016849199663016 0.00286436394271272 0 0 0.00033698399326032 0.00134793597304128 0 0.00370682392586352 0 0.0033698399326032 0 0.00202190395956192 0 0.00219039595619208 0.0008424599831508 0.00286436394271272 0 0.00016849199663016 0.00101095197978096 0.00454928390901432 0.00269587194608256 0.00050547598989048 0 0 0.00016849199663016 0.00067396798652064 0 0 0.00050547598989048 0.00033698399326032 0.00033698399326032 0 0.00657118786857624 0 0.00067396798652064 0.00016849199663016 0.00657118786857624 0 0 0 0 0 0.00016849199663016 0.00134793597304128 0.00067396798652064 0.00050547598989048 0.00016849199663016 0 0.00033698399326032 0 0 0.00033698399326032 0.00033698399326032 0 0 0 0 0.00134793597304128 0 0 0 0.0008424599831508 0.00067396798652064 0.00016849199663016 0.00033698399326032 0.00016849199663016 0 0 0 0.00033698399326032 0 0 0 0 0.00033698399326032 0 0 0 0 0 0.00050547598989048 0 0 0 0.00033698399326032 0 0 0.00033698399326032 0 0 0.00016849199663016 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"M15S2F715" 0.451558550968829 0.0734625105307498 0.0298230834035383 0.0148272957034541 0.00876158382476832 0.0281381634372367 0.0397641112047178 0.00033698399326032 0.0264532434709351 0.0033698399326032 0.004212299915754 0.00219039595619208 0.0443133951137321 0.00893007582139848 0.0156697556866049 0.00033698399326032 0 0.00623420387531592 0.00101095197978096 0.00016849199663016 0 0.0033698399326032 0 0.0058972198820556 0.0517270429654591 0.00101095197978096 0.0239258635214827 0.0456613310867734 0.00134793597304128 0.00016849199663016 0 0.0119629317607414 0.00067396798652064 0.00657118786857624 0.0225779275484414 0.0058972198820556 0.00876158382476832 0.004212299915754 0.00117944397641112 0 0.00033698399326032 0.00033698399326032 0.00050547598989048 0 0.00202190395956192 0.00117944397641112 0.0160067396798652 0 0 0 0.00067396798652064 0 0 0 0 0 0.00235888795282224 0.00067396798652064 0.00101095197978096 0.00151642796967144 0 0 0.00235888795282224 0 0 0 0.0016849199663016 0 0 0 0.00016849199663016 0 0.00016849199663016 0 0 0.0008424599831508 0.00235888795282224 0 0 0 0 0 0 0.00219039595619208 0 0.00050547598989048 0 0.00235888795282224 0 0 0 0.00033698399326032 0 0 0.00202190395956192 0 0.00134793597304128 0 0 0.00067396798652064 0 0 0 0 0 0 0 0.00033698399326032 0 0 0 0 0.00016849199663016 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00033698399326032 0 0 0 0 0 0 0 0 0 0.00101095197978096 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
