"Otu000004" "Otu000005" "Otu000009" "Otu000010" "Otu000012" "Otu000023" "Otu000042" "Otu000075" "Otu000082" "Otu000152" "Otu000227" "Otu000267" "Otu000387" "Otu000438" "Otu000509" "Otu000644" "Otu000682" "Otu000717" "Otu000931" "Otu001021" "Otu001130" "Otu001264" "Otu001345" "Otu001649" "Otu001697" "Otu001854" "Otu002028" "Otu002498" "Otu003189" "Otu004647" "Otu004798" "Otu005431" "Otu008988"
"MDPH2F915" 1218887.53294677 36345.0100733219 531878.196194955 1132014.09423493 547834.542080804 5318.78196194955 126764.303426464 109035.030219966 43436.7193559213 99283.9299563916 886.463660324925 54960.7469401454 0 0 130310.158067764 25707.4461494228 6205.24562227447 886.463660324925 3545.8546412997 8864.63660324925 0 19502.2005271484 9751.10026357418 6205.24562227448 1772.92732064985 4432.31830162462 0 886.463660324925 22161.5915081231 0 0 0 0
"MINE1F514" 1077141.4374643 4673.06480461736 1988389.07436469 1852870.19503078 259355.096656263 49067.1804484823 92293.0298911928 1168.26620115434 1168.26620115434 16355.7268161607 4673.06480461736 2336.53240230868 0 1168.26620115434 17523.9930173151 8177.86340808037 5841.3310057717 0 5841.3310057717 3504.79860346302 0 23365.3240230868 1168.26620115434 0 5841.3310057717 11682.6620115434 0 0 25701.8564253955 1168.26620115434 4673.06480461736 0 0
"MINE1F714" 3476919.77821719 922129.909149209 1806394.58048311 2777526.56209919 917675.175288585 84639.9433518598 142551.483539974 35637.8708849936 17818.9354424968 100231.511864044 2227.3669303121 20046.3023728089 0 0 33410.5039546815 44547.338606242 22273.669303121 2227.3669303121 0 0 0 2227.3669303121 2227.3669303121 0 2227.3669303121 0 0 0 6682.1007909363 0 0 0 0
"MINE1F914" 3273567.59413531 153480.035258658 2241616.30443566 2695997.98776721 557374.864886704 40389.4829628046 66642.6468886276 34331.0605183839 107032.129851432 137324.242073536 2019.47414814023 10097.3707407012 0 6058.42244442069 30292.1122221035 34331.0605183839 6058.42244442069 6058.42244442069 18175.2673332621 2019.47414814023 0 2019.47414814023 2019.47414814023 2019.47414814023 2019.47414814023 2019.47414814023 0 0 14136.3190369816 0 0 0 0
"MINE1F715" 3166172.99903377 178246.535639162 1278964.83303976 2598356.71539974 1019864.19876015 45939.8287729799 64315.7602821719 16538.3383582728 5512.77945275759 101067.623300556 1837.5931509192 14700.7452073536 0 1837.5931509192 12863.1520564344 44102.2356220607 5512.77945275759 1837.5931509192 0 1837.5931509192 1837.5931509192 1837.5931509192 7350.37260367678 14700.7452073536 0 0 0 0 9187.96575459598 1837.5931509192 0 0 0
"MINE2F515" 2578115.37115498 16971.4357167593 1467257.76060346 2036572.28601112 700457.437764429 66342.8850746045 108000.045470286 16971.4357167593 4628.57337729799 61714.3116973065 0 26228.5824713553 0 1542.85779243266 16971.4357167593 20057.1513016246 10800.0045470286 4628.57337729799 1542.85779243266 12342.8623394613 1542.85779243266 9257.14675459598 26228.5824713553 0 0 6171.43116973065 0 0 23142.8668864899 0 0 0 0
"MINE2F915" 2718452.23737602 79578.3195468149 1398304.75775118 1455146.41457033 630942.390692604 19894.5798867037 105157.065115434 28420.8284095767 22736.6627276614 96630.8165925609 1421.04142047884 18473.5384662249 0 4263.12426143651 11368.3313638307 11368.3313638307 1421.04142047884 1421.04142047884 9947.28994335186 2842.08284095767 0 7105.20710239418 4263.12426143651 7105.20710239418 0 0 0 0 11368.3313638307 0 0 0 0
"MINH1F514" 852165.333910218 4631.33333646858 1978737.1680062 1859480.33459213 361244.000244549 50944.6667011544 170201.50011522 5789.16667058572 0 25472.3333505772 3473.50000235143 4631.33333646858 0 2315.66666823429 16209.66667764 3473.50000235143 10420.5000070543 2315.66666823429 1157.83333411714 9262.66667293715 0 10420.5000070543 3473.50000235143 0 5789.16667058572 0 0 1157.83333411714 27788.0000188115 0 5789.16667058572 0 0
"MINH1F714" 3840319.04450791 276213.423340103 1756336.38841086 1882061.11903463 744823.782937794 19049.2016096623 127629.650784737 26668.8822535271 9524.60080483112 114295.209657973 0 15239.3612877298 0 1904.92016096622 22859.0419315947 47623.0040241556 7619.6806438649 1904.92016096622 0 0 0 3809.84032193245 1904.92016096622 3809.84032193245 0 3809.84032193245 0 0 3809.84032193245 0 0 0 0
"MINH1F914" 2975213.79728773 140136.881756306 2100256.59965541 2333818.06924925 485089.206079521 23356.1469593844 102407.721283454 34135.9070944848 37729.1604728516 37729.1604728516 7186.50675673365 8983.13344591706 0 1796.62668918341 17966.2668918341 28746.0270269346 8983.13344591706 0 12576.3868242839 1796.62668918341 0 5389.88006755023 5389.88006755023 0 0 5389.88006755023 0 0 26949.4003377512 3593.25337836682 0 0 0
"MINH1F715" 3230731.65418213 305539.371916204 1374927.17362292 2328001.69170244 515597.690108593 24304.2682206071 59024.6513929029 45136.4981239846 10416.1149516888 57288.6322342882 1736.01915861479 13888.1532689183 0 3472.03831722959 19096.2107447627 64232.7088687473 6944.07663445917 0 5208.05747584438 3472.03831722959 0 3472.03831722959 8680.09579307396 1736.01915861479 3472.03831722959 0 0 1736.01915861479 24304.2682206071 6944.07663445917 0 1736.01915861479 0
"MINH2F515" 2654918.53572894 5724.8917212484 1193639.92388029 1803340.89219325 745667.146692604 47230.3567002993 88735.8216793502 21468.3439546815 4293.6687909363 47230.3567002993 1431.2229303121 12881.0063728089 0 1431.2229303121 10018.5605121847 11449.7834424968 1431.2229303121 2862.4458606242 2862.4458606242 4293.6687909363 0 4293.6687909363 14312.229303121 2862.4458606242 2862.4458606242 0 0 1431.2229303121 8587.33758187259 0 0 0 0
"MINH2F915" 2206557.61466011 96852.7197274476 1574909.44252458 1844412.66263574 519355.163755879 14036.6260474562 88430.7440989739 23862.2642806755 15440.2886522018 82816.0936799914 1403.66260474562 14036.6260474562 0 0 9825.63823321932 7018.31302372809 0 0 4210.98781423685 1403.66260474562 0 9825.63823321932 18247.613861693 0 0 1403.66260474562 1403.66260474562 0 25265.9268854211 5614.65041898247 0 0 0
"MLBD2F115" 2661814.00225182 15242.0374933732 1262317.83240573 1460464.31981958 680349.128113296 78981.4670111159 92837.8647323643 58196.8704292433 30484.0749867465 70667.6283783668 0 2771.27954424968 0 1385.63977212484 5542.55908849936 29098.4352146216 0 0 2771.27954424968 1385.63977212484 0 4156.91931637452 4156.91931637452 0 0 1385.63977212484 0 0 18013.3170376229 0 0 0 0
"MLBD2F415" 523311.637781531 0 330815.947231937 565960.38359192 292393.653709064 3842.2293522873 12295.1339273194 768.44587045746 0 39574.9623285592 768.44587045746 2689.56054660111 0 0 1536.89174091492 12295.1339273194 0 384.22293522873 0 0 0 3073.78348182984 3458.00641705857 1152.66880568619 0 0 0 768.44587045746 2305.33761137238 0 0 0 0
"MLBD2F515" 2686369.36786148 0 1316224.20906028 1364614.80498162 833700.838301838 56686.1266507054 64981.657380077 19356.2383685336 0 59451.3035604959 6912.94227447627 11060.707639162 0 1382.58845489525 5530.35381958102 20738.8268234288 4147.76536468576 0 0 0 0 2765.17690979051 2765.17690979051 0 1382.58845489525 0 0 0 8295.53072937153 0 1382.58845489525 0 0
"MLBD2F715" 2383610.11159983 89130.7199850364 920593.007845447 1255469.85578923 777983.855869389 16552.847997221 183354.623969218 62391.5039895254 35652.2879940145 115869.935980547 10186.3679982899 2546.59199957247 0 0 68757.9839884566 10186.3679982899 5093.18399914493 1273.29599978623 3819.8879993587 0 0 2546.59199957247 8913.07199850363 0 0 0 0 0 2546.59199957247 0 0 0 0
"MLBD2F815" 1868247.38609085 92051.0509454895 823273.483808251 834941.926885849 1468927.33410197 54452.7343621206 488778.115583797 31115.848206926 15557.924103463 265781.20343416 0 9075.45572702009 0 0 16854.4177787516 62231.6964138521 23336.8861551945 0 1296.49367528858 0 0 1296.49367528858 2592.98735057717 0 0 0 0 0 5185.97470115434 0 0 0 0
"MLBD2F915" 2265273.68591407 256742.661395041 1598092.07603035 1840862.34768961 1187653.12754168 50649.9127922189 392973.46131894 41917.1692073536 169415.225546387 261982.30754596 13972.3897357845 3493.09743394613 0 0 20958.5846036768 27944.779471569 0 1746.54871697307 19212.0358867037 1746.54871697307 0 5239.6461509192 8732.74358486533 0 0 0 0 0 1746.54871697307 0 0 0 0
"MLBS2F115" 2488596.87248311 15024.4597131253 1200590.9170761 1498348.39139077 833174.584091492 27317.1994784096 120195.677705002 47805.0990872168 24585.4795305686 73756.4385917059 0 6829.2998696024 0 1365.85997392048 6829.29986960239 9561.01981744335 1365.85997392048 0 4097.57992176144 1365.85997392048 0 1365.85997392048 8195.15984352287 1365.85997392048 0 5463.43989568192 0 0 12292.7397652843 0 0 0 0
"MLBS2F515" 603665.116762505 0 173739.034035913 248644.485835827 156053.024583155 9363.18147498931 8062.73960346302 2600.88374305259 0 3381.14886596836 0 1040.35349722103 520.176748610517 0 780.265122915776 5461.85586041043 0 0 0 0 0 1560.53024583155 780.265122915776 0 520.176748610517 260.088374305259 0 0 260.088374305259 0 0 0 0
"MLBS2F715" 5914461.56270201 797845.254792647 1352868.04073536 1042835.78140017 457460.186851218 17344.4620607097 244990.526607525 52033.3861821291 39025.0396365968 175612.678364686 8672.23103035485 0 6504.17327276614 0 2168.05775758871 8672.23103035485 13008.3465455323 0 0 2168.05775758871 0 0 0 0 0 0 0 0 6504.17327276614 0 0 0 0
"MLBS2F815" 2794339.75666524 202814.982338606 843452.783693886 1224938.1076165 1759339.48965156 57947.1378110303 331586.399696451 30583.2116224882 51508.5669431381 130381.060074818 0 1609.64271697307 0 0 9657.85630183839 46679.6387922189 33802.4970564344 3219.28543394613 4828.9281509192 1609.64271697307 0 0 0 0 1609.64271697307 0 0 0 0 0 0 0 0
"MLBS2F915" 2447362.59749936 749933.184736212 1929263.59621655 2026029.16844057 1261984.33775502 58462.5332186832 387062.288896109 34271.1401626764 135068.611229372 294328.61551475 12095.6965280034 2015.9494213339 8063.79768533561 0 18143.5447920051 32255.1907413424 0 2015.9494213339 18143.5447920051 0 0 4031.89884266781 4031.89884266781 0 0 0 0 0 6047.84826400171 0 0 0 0
"MOTE1F514" 559275.476960453 979.466684694314 1265470.95662505 1308567.4907516 979466.684694314 143981.602650064 146920.002704147 2938.40005408294 0 65624.267874519 5876.80010816588 5876.80010816588 0 0 1958.93336938863 75418.9347214622 1958.93336938863 0 0 979.466684694314 0 1958.93336938863 979.466684694314 0 5876.80010816588 0 0 0 7835.73347755451 0 0 0 0
"MOTE1F714" 1892701.81753955 1031967.69786233 1477175.00114365 3901842.46824498 1189502.58979265 15981.8006306114 723747.257129115 18264.915006413 63927.2025224455 269407.496344592 25114.2581338179 0 0 0 31963.6012612227 6849.34312740487 31963.6012612227 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MOTE1F914" 1960026.62990509 387202.810501924 1433250.71329201 1710896.13942711 858449.641887986 15007.8608721676 162084.89741941 39020.4382676357 283648.570483967 78040.8765352715 3001.57217443352 0 0 0 13507.0747849508 34518.0800059855 9004.71652330056 0 13507.0747849508 0 0 6003.14434886704 1500.78608721676 0 0 0 0 0 12006.2886977341 0 0 0 0
"MOTE1F715" 3716982.35390872 394780.138659256 643109.580719111 775233.578738136 1195483.40376251 114613.58864301 171920.382964515 194206.358533989 57306.7943215049 127348.431825566 4775.56619345874 0 0 0 6367.42159127832 27061.5417629329 6367.42159127832 0 1591.85539781958 0 0 1591.85539781958 0 0 0 1591.85539781958 0 0 6367.42159127832 0 0 0 0
"MOTE2F515" 2046164.82006028 9146.33061329628 1157664.1319115 1629353.46782578 922472.773283882 61411.0769749893 137194.959199444 14372.8052494656 0 49651.5090436084 0 6533.09329521163 0 0 9146.33061329628 47038.2717255237 2613.23731808465 0 0 0 0 2613.23731808465 2613.23731808465 2613.23731808465 0 0 0 0 11759.5679313809 0 0 0 0
"MOTE2F915" 2107040.84406092 175282.427235571 670698.731991663 950663.719937366 975008.501497862 32865.4551066695 339609.702768918 36517.1723407439 193541.013405943 169196.231845447 6086.19539012399 3651.71723407439 0 0 7303.43446814878 9737.91262419837 0 1217.2390780248 8520.67354617358 0 0 3651.71723407439 0 0 0 0 0 0 3651.71723407439 0 0 0 0
"MOTH1F714" 2182590.61610945 171807.424591706 467697.98916631 1441273.39518598 399823.451056007 7423.77760581445 150596.631432236 31816.1897392048 19089.7138435229 55148.0622146216 2121.07931594699 1060.53965797349 1060.53965797349 0 16968.6345275759 2121.07931594699 5302.69828986747 0 1060.53965797349 1060.53965797349 0 0 0 1060.53965797349 0 0 0 0 2121.07931594699 0 0 0 0
"MOTH1F914" 1757427.10822061 135650.462898675 1385141.94893202 1874990.84273279 1145492.79781103 37680.6841385207 201968.466982471 31651.7746763574 272808.15316289 107013.142953399 9043.36419324498 3014.45473108166 1507.22736554083 0 25622.8652141941 36173.4567729799 9043.36419324498 1507.22736554083 9043.36419324498 0 0 3014.45473108166 0 0 0 0 0 0 3014.45473108166 0 0 0 0
"MOTH1F715" 1804574.49687858 59902.8878631894 446775.705312954 727986.484448482 430136.014239846 28287.4748242839 54078.9959876015 111485.930189825 149757.219657974 49919.0732193245 4159.92276827704 2495.95366096622 831.984553655408 0 11647.7837511757 3327.93821462163 0 0 1663.96910731082 0 0 831.984553655408 0 0 0 0 0 1663.96910731082 2495.95366096622 0 0 0 0
"MOTH1F915" 2420816.90614344 94476.8888864899 640479.688295425 887101.177466652 871150.533888414 25766.42424177 369318.74746537 25766.42424177 110427.532464729 245394.516588286 0 2453.94516588286 0 0 7361.83549764857 20858.5339100043 0 1226.97258294143 9815.78066353142 0 0 2453.94516588286 4907.89033176571 0 0 0 0 0 0 0 0 0 0
"MOTH2F514" 260297.740172723 0 504593.570088927 884905.637185549 511527.731200085 170687.042736212 89077.3004279607 4800.57307695596 0 17602.1012821719 6934.16111115861 2666.98504275331 533.397008550663 0 1600.19102565199 33604.0115386917 0 0 0 0 0 0 0 0 2666.98504275331 0 0 0 3200.38205130398 533.397008550663 0 0 0
"MOTH2F515" 1559416.93118127 1781.17296536982 721375.050974776 987660.409297563 647456.372911928 61450.4673052587 91730.4077165455 12468.2107575887 1781.17296536982 32061.1133766567 3562.34593073963 2671.75944805472 0 0 3562.34593073963 24045.8350324925 0 0 0 890.586482684908 0 0 4452.93241342454 0 890.586482684908 1781.17296536982 0 0 7124.69186147926 0 0 0 0
"Sp13.BD.MLB.SN.1" 590215.314171868 1571.81175545105 580784.443639162 2166742.50488927 223197.269274049 785.905877725524 11788.5881658829 4715.43526635314 785.905877725524 12574.4940436084 4715.43526635314 3929.52938862762 785.905877725524 785.905877725524 6287.24702180419 14932.211676785 3929.52938862762 0 4715.43526635314 0 0 9430.87053270628 15718.1175545105 0 6287.24702180419 0 0 0 11002.6822881573 785.905877725524 0 0 0
"Su13.BD.MLB.DD.1" 3740845.05572702 56704.0177351432 730671.771387131 1783746.38646836 583241.325275759 17821.2627167593 254358.022411928 14581.033131894 283520.088675716 66424.7064897392 6480.45916973065 0 0 0 16201.1479243266 6480.45916973065 3240.22958486533 0 9720.68875459598 3240.22958486533 0 0 1620.11479243266 0 0 0 0 0 0 0 0 0 0
"Su13.BD.MLB.SD.1" 4213988.04600256 569842.873022659 3741018.46139376 3769510.60504489 284921.43651133 14246.0718255665 190897.362462591 39889.0011115862 356151.795639162 79778.0022231723 17095.2861906798 0 0 0 14246.0718255665 11396.8574604532 14246.0718255665 0 11396.8574604532 0 0 0 0 0 0 0 0 0 0 0 0 0 0
