"Otu000004" "Otu000005" "Otu000009" "Otu000010" "Otu000019" "Otu000023" "Otu000042" "Otu000075" "Otu000082" "Otu000152" "Otu000227" "Otu000267" "Otu000387" "Otu000438" "Otu000509" "Otu000644" "Otu000682" "Otu000717" "Otu000931" "Otu001130" "Otu001264" "Otu001345" "Otu001649" "Otu001672" "Otu001697" "Otu001799" "Otu001854" "Otu002028" "Otu002498" "Otu004647" "Otu004798" "Otu005431" "Otu008988"
"MLBD2F115" 0.410645575032065 0.00235143223599829 0.19474134245404 0.225309961522018 0.104959384352287 0.0121846943138093 0.0143223599828987 0.00897819581017529 0.00470286447199658 0.0109020949123557 0 0.000427533133817871 0 0.000213766566908935 0.000855066267635742 0.00448909790508764 0 0 0.000427533133817871 0 0.000641299700726806 0.000641299700726806 0 0.000213766566908935 0 0.00277896536981616 0.000213766566908935 0 0 0 0 0 0
"MLBD2F415" 0.29115006412997 0 0.184053014108593 0.314878153056862 0.1626763574177 0.00213766566908935 0.00684053014108593 0.000427533133817871 0 0.0220179563916203 0.000427533133817871 0.00149636596836255 0 0 0.000855066267635742 0.00684053014108593 0 0.000213766566908935 0 0 0.00171013253527148 0.00192389910218042 0.000641299700726806 0 0 0.00128259940145361 0 0 0.000427533133817871 0 0 0 0
"MLBD2F515" 0.415348439504062 0 0.203505771697307 0.210987601539119 0.128901239846088 0.00876442924326635 0.01004702864472 0.0029927319367251 0 0.00919196237708422 0.00106883283454468 0.00171013253527148 0 0.000213766566908935 0.000855066267635742 0.00320649850363403 0.000641299700726806 0 0 0 0.000427533133817871 0.000427533133817871 0 0 0.000213766566908935 0.00128259940145361 0 0 0 0 0.000213766566908935 0 0
"MLBD2F715" 0.400171013253527 0.0149636596836255 0.15455322787516 0.21077383497221 0.13061137238136 0.00277896536981616 0.0307823856348867 0.0104745617785378 0.00598546387345019 0.0194527575887131 0.00171013253527148 0.000427533133817871 0 0 0.0115433946130825 0.00171013253527148 0.000855066267635742 0.000213766566908935 0.000641299700726806 0 0.000427533133817871 0.00149636596836255 0 0 0 0.000427533133817871 0 0 0 0 0 0 0
"MLBD2F815" 0.308037622915776 0.0151774262505344 0.135741769987174 0.137665669089354 0.242197520307824 0.00897819581017529 0.0805899957246687 0.00513039760581445 0.00256519880290723 0.0438221462163318 0 0.00149636596836255 0 0 0.00277896536981616 0.0102607952116289 0.00384779820436084 0 0.000213766566908935 0 0.000213766566908935 0.000427533133817871 0 0 0 0.000855066267635742 0 0 0 0 0 0 0
"MLBD2F915" 0.277255237280889 0.0314236853356135 0.195596408721676 0.225309961522018 0.145361265498076 0.00619923044035913 0.0480974775545105 0.00513039760581445 0.0207353569901667 0.0320649850363403 0.00171013253527148 0.000427533133817871 0 0 0.00256519880290723 0.00342026507054297 0 0.000213766566908935 0.00235143223599829 0 0.000641299700726806 0.00106883283454468 0 0.000213766566908935 0 0.000213766566908935 0 0 0 0 0 0 0
"MLBS2F115" 0.38948268490808 0.00235143223599829 0.187900812312954 0.234501923899102 0.130397605814451 0.00427533133817871 0.0188114578879863 0.00748182984181274 0.00384779820436084 0.0115433946130825 0 0.00106883283454468 0 0.000213766566908935 0.00106883283454468 0.00149636596836255 0.000213766566908935 0 0.000641299700726806 0 0.000213766566908935 0.00128259940145361 0.000213766566908935 0.000213766566908935 0 0.00192389910218042 0.000855066267635742 0 0 0 0 0 0
"MLBS2F515" 0.496152201795639 0 0.142796066695169 0.204360837964942 0.128259940145361 0.00769559640872168 0.006626763574177 0.00213766566908935 0 0.00277896536981616 0 0.000855066267635742 0.000427533133817871 0 0.000641299700726806 0.00448909790508764 0 0 0 0 0.00128259940145361 0.000641299700726806 0 0 0.000427533133817871 0.000213766566908935 0.000213766566908935 0 0 0 0 0 0
"MLBS2F715" 0.583155194527576 0.0786660966224882 0.133390337751176 0.102821718683198 0.0451047456177854 0.00171013253527148 0.0241556220607097 0.00513039760581445 0.00384779820436084 0.0173150919196238 0.000855066267635742 0 0.000641299700726806 0 0.000213766566908935 0.000855066267635742 0.00128259940145361 0 0 0 0 0 0 0.000213766566908935 0 0.000641299700726806 0 0 0 0 0 0 0
"MLBS2F815" 0.371098760153912 0.0269345874305259 0.112013681060282 0.1626763574177 0.233646857631466 0.00769559640872168 0.0440359127832407 0.00406156477126977 0.00684053014108593 0.0173150919196238 0 0.000213766566908935 0 0 0.00128259940145361 0.00619923044035913 0.00448909790508764 0.000427533133817871 0.000641299700726806 0 0 0 0 0.000213766566908935 0.000213766566908935 0 0 0 0 0 0 0 0
"MLBS2F915" 0.259512612227448 0.079521162890124 0.204574604531851 0.21483539974348 0.133817870884994 0.00619923044035913 0.0410431808465156 0.0036340316374519 0.0143223599828987 0.0312099187687046 0.00128259940145361 0.000213766566908935 0.000855066267635742 0 0.00192389910218042 0.00342026507054297 0 0.000213766566908935 0.00192389910218042 0 0.000427533133817871 0.000427533133817871 0 0 0 0.000641299700726806 0 0 0 0 0 0 0
"MOTE1F514" 0.122060709705002 0.000213766566908935 0.276186404446345 0.285592133390338 0.213766566908935 0.0314236853356135 0.0320649850363403 0.000641299700726806 0 0.0143223599828987 0.00128259940145361 0.00128259940145361 0 0 0.000427533133817871 0.016460025651988 0.000427533133817871 0 0 0 0.000427533133817871 0.000213766566908935 0 0.000213766566908935 0.00128259940145361 0.00171013253527148 0 0 0 0 0 0 0
"MOTE1F714" 0.177212483967507 0.0966224882428388 0.138306968790081 0.365327062847371 0.111372381359555 0.00149636596836255 0.0677640017101325 0.00171013253527148 0.00598546387345019 0.0252244548952544 0.00235143223599829 0 0 0 0.0029927319367251 0.000641299700726806 0.0029927319367251 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MOTE1F914" 0.27917913638307 0.0551517742625053 0.204147071398033 0.243693886276186 0.122274476271911 0.00213766566908935 0.023086789226165 0.00555793073963232 0.0404018811457888 0.0111158614792646 0.000427533133817871 0 0 0 0.00192389910218042 0.00491663103890552 0.00128259940145361 0 0.00192389910218042 0 0.000855066267635742 0.000213766566908935 0 0 0 0.00171013253527148 0 0 0 0 0 0 0
"MOTE1F715" 0.499144933732364 0.053014108593416 0.0863616930312099 0.104104318084652 0.160538691748611 0.0153911928174434 0.023086789226165 0.0260795211628901 0.00769559640872168 0.0171013253527148 0.000641299700726806 0 0 0 0.000855066267635742 0.0036340316374519 0.000855066267635742 0 0.000213766566908935 0 0.000213766566908935 0 0 0 0 0.000855066267635742 0.000213766566908935 0 0 0 0 0 0
"MOTE2F515" 0.334758443779393 0.00149636596836255 0.189397178281317 0.266566908935442 0.150919196237708 0.01004702864472 0.0224454895254382 0.00235143223599829 0 0.00812312954253955 0 0.00106883283454468 0 0 0.00149636596836255 0.00769559640872168 0.000427533133817871 0 0 0 0.000427533133817871 0.000427533133817871 0.000427533133817871 0 0 0.00192389910218042 0 0 0 0 0 0 0
"MOTE2F915" 0.370029927319367 0.0307823856348867 0.117785378366823 0.166951688755879 0.171227020094057 0.00577169730654126 0.059640872167593 0.00641299700726806 0.0339888841385207 0.029713552800342 0.00106883283454468 0.000641299700726806 0 0 0.00128259940145361 0.00171013253527148 0 0.000213766566908935 0.00149636596836255 0 0.000641299700726806 0 0 0 0 0.000641299700726806 0 0 0 0 0 0 0
"MOTH1F714" 0.439931594698589 0.0346301838392475 0.0942710560068405 0.290508764429243 0.0805899957246687 0.00149636596836255 0.0303548525010688 0.00641299700726806 0.00384779820436084 0.0111158614792646 0.000427533133817871 0.000213766566908935 0.000213766566908935 0 0.00342026507054297 0.000427533133817871 0.00106883283454468 0 0.000213766566908935 0 0 0 0.000213766566908935 0.000213766566908935 0 0.000427533133817871 0 0 0 0 0 0 0
"MOTH1F914" 0.249251817015819 0.0192389910218042 0.196451474989312 0.265925609234716 0.162462590850791 0.00534416417272339 0.0286447199657974 0.00448909790508764 0.0386917486105173 0.0151774262505344 0.00128259940145361 0.000427533133817871 0.000213766566908935 0 0.0036340316374519 0.00513039760581445 0.00128259940145361 0.000213766566908935 0.00128259940145361 0 0.000427533133817871 0 0 0 0 0.000427533133817871 0 0 0 0 0 0 0
"MOTH1F715" 0.463659683625481 0.0153911928174434 0.114792646430098 0.187045746045319 0.11051731509192 0.00726806327490381 0.0138948268490808 0.0286447199657973 0.0384779820436084 0.0128259940145361 0.00106883283454468 0.000641299700726806 0.000213766566908935 0 0.0029927319367251 0.000855066267635742 0 0 0.000427533133817871 0 0.000213766566908935 0 0 0 0 0.000641299700726806 0 0 0.000427533133817871 0 0 0 0
"MOTH1F915" 0.42176143651133 0.016460025651988 0.111586147926464 0.15455322787516 0.151774262505344 0.00448909790508764 0.0643437366395896 0.00448909790508764 0.0192389910218042 0.0427533133817871 0 0.000427533133817871 0 0 0.00128259940145361 0.0036340316374519 0 0.000213766566908935 0.00171013253527148 0 0.000427533133817871 0.000855066267635742 0 0 0 0 0 0 0 0 0 0 0
"MOTH2F514" 0.10431808465156 0 0.202223172295853 0.354638734501924 0.205002137665669 0.0684053014108593 0.0356990166737922 0.00192389910218042 0 0.00705429670799487 0.00277896536981616 0.00106883283454468 0.000213766566908935 0 0.000641299700726806 0.0134672937152629 0 0 0 0 0 0 0 0 0.00106883283454468 0.00128259940145361 0 0 0 0.000213766566908935 0 0 0
"MOTH2F515" 0.374305258657546 0.000427533133817871 0.173150919196238 0.237067122702009 0.155408294142796 0.0147498931167165 0.0220179563916204 0.0029927319367251 0.000427533133817871 0.00769559640872168 0.000855066267635742 0.000641299700726806 0 0 0.000855066267635742 0.00577169730654126 0 0 0 0 0 0.00106883283454468 0 0.000213766566908935 0.000213766566908935 0.00171013253527148 0.000427533133817871 0 0 0 0 0 0
"Sp13.BD.MLB.SN.1" 0.160538691748611 0.000427533133817871 0.157973492945703 0.589354424967935 0.0607097050021377 0.000213766566908935 0.00320649850363403 0.00128259940145361 0.000213766566908935 0.00342026507054297 0.00128259940145361 0.00106883283454468 0.000213766566908935 0.000213766566908935 0.00171013253527148 0.00406156477126977 0.00106883283454468 0 0.00128259940145361 0 0.00256519880290723 0.00427533133817871 0 0 0.00171013253527148 0.0029927319367251 0 0 0 0.000213766566908935 0 0 0
"Su13.BD.MLB.DD.1" 0.493587002992732 0.00748182984181274 0.0964087216759299 0.235356990166738 0.0769559640872168 0.00235143223599829 0.0335613510047029 0.00192389910218042 0.0374091492090637 0.00876442924326635 0.000855066267635742 0 0 0 0.00213766566908935 0.000855066267635742 0.000427533133817871 0 0.00128259940145361 0 0 0.000213766566908935 0 0.000427533133817871 0 0 0 0 0 0 0 0 0
