"Rank1" "Rank2" "Rank3" "Rank4" "Rank5" "Rank6" "Rank7"
"Otu002095" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Family_XII" NA NA
"Otu002159" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Thiotrichales" "Thiotrichales_unclassified" NA NA
"Otu002184" "Bacteria" "Fusobacteria" "Fusobacteriia" "Fusobacteriales" "Fusobacteriaceae" NA NA
"Otu002185" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Alcaligenaceae" NA NA
"Otu002193" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" NA NA
"Otu002212" "Bacteria" "Verrucomicrobia" "Opitutae" "Opitutales" "f__Opitutaceae" NA NA
"Otu002248" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Burkholderiaceae" NA NA
"Otu002251" "Bacteria" "Tenericutes" "Mollicutes" "NB1-n" "NB1-n_unclassified" NA NA
"Otu002303" "Bacteria" "Planctomycetes" "Phycisphaerae" "WD2101_soil_group" "WD2101_soil_group_unclassified" NA NA
"Otu002305" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidales_S24-7_group" NA NA
"Otu002314" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Legionellales_unclassified" NA NA
"Otu002401" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Alteromonadales" "Shewanellaceae" NA NA
"Otu002419" "Bacteria" "Cyanobacteria" "Melainabacteria" "Caenarcaniphilales" "Caenarcaniphilales_unclassified" NA NA
"Otu002430" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Coxiellaceae" NA NA
"Otu002523" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Prevotellaceae" NA NA
"Otu002606" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "34P16" "34P16_unclassified" NA NA
"Otu002662" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Marinilabiaceae" NA NA
"Otu002674" "Bacteria" "Hydrogenedentes" "Hydrogenedentes_unclassified" "Hydrogenedentes_unclassified" "Hydrogenedentes_unclassified" NA NA
"Otu002749" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiales_unclassified" NA NA
"Otu002845" "Bacteria" "Actinobacteria" "Coriobacteriia" "Coriobacteriales" "Coriobacteriaceae" NA NA
"Otu002849" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Z4MB62" NA NA
"Otu002882" "Bacteria" "Fibrobacteres" "Fibrobacteria" "Fibrobacterales" "B18" NA NA
"Otu003047" "Bacteria" "Lentisphaerae" "BS5" "BS5_unclassified" "BS5_unclassified" NA NA
"Otu003078" "Bacteria" "Actinobacteria" "Thermoleophilia" "Solirubrobacterales" "TM146" NA NA
"Otu003092" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfuromonadales" "AKYG597" NA NA
"Otu003170" "Bacteria" "Actinobacteria" "OPB41" "OPB41_unclassified" "OPB41_unclassified" NA NA
"Otu003182" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "DB1-14" "DB1-14_unclassified" NA NA
"Otu003259" "Bacteria" "Deinococcus-Thermus" "Deinococci" "Deinococcales" "Deinococcaceae" NA NA
"Otu003276" "Bacteria" "Planctomycetes" "Phycisphaerae" "Phycisphaerae_unclassified" "Phycisphaerae_unclassified" NA NA
"Otu003323" "Bacteria" "Chloroflexi" "Dehalococcoidia" "vadinBA26" "vadinBA26_unclassified" NA NA
"Otu003382" "Bacteria" "Tenericutes" "Mollicutes" "Mycoplasmatales" "Mycoplasmataceae" NA NA
"Otu003388" "Bacteria" "Lentisphaerae" "WCHB1-25" "WCHB1-25_unclassified" "WCHB1-25_unclassified" NA NA
"Otu003401" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" "Gaiellales_unclassified" NA NA
"Otu003426" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Chromatiales" "Halothiobacillaceae" NA NA
"Otu003533" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfovibrionales" "Desulfovibrionaceae" NA NA
"Otu003682" "Bacteria" "Elusimicrobia" "Elusimicrobia" "Lineage_I_(Endomicrobia)" "Lineage_I_(Endomicrobia)_unclassified" NA NA
"Otu003818" "Bacteria" "Fibrobacteres" "Fibrobacteria" "Fibrobacterales" "B122" NA NA
"Otu003926" "Bacteria" "Fibrobacteres" "Fibrobacteria" "Fibrobacterales" "Fibrobacteraceae" NA NA
"Otu004032" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Legionellaceae" NA NA
"Otu004068" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae" NA NA
"Otu004103" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Rikenellaceae" NA NA
"Otu004104" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Burkholderiales_unclassified" NA NA
"Otu004281" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" NA NA
"Otu004327" "Bacteria" "Bacteroidetes" "Bacteroidetes_VC2.1_Bac22" "Bacteroidetes_VC2.1_Bac22_unclassified" "Bacteroidetes_VC2.1_Bac22_unclassified" NA NA
"Otu004989" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" NA NA
"Otu005102" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "GR-WP33-30" "GR-WP33-30_unclassified" NA NA
"Otu005222" "Bacteria" "Fibrobacteres" "Fibrobacteria" "Fibrobacterales" "Fibrobacterales_unclassified" NA NA
"Otu005306" "Bacteria" "Fibrobacteres" "Fibrobacteria" "Fibrobacteria_unclassified" "Fibrobacteria_unclassified" NA NA
"Otu005522" "Bacteria" "Elusimicrobia" "Elusimicrobia" "Lineage_IV" "Lineage_IV_unclassified" NA NA
"Otu005973" "Bacteria" "PAUC34f" "PAUC34f_unclassified" "PAUC34f_unclassified" "PAUC34f_unclassified" NA NA
"Otu006155" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Oxalobacteraceae" NA NA
"Otu006541" "Bacteria" "Planctomycetes" "Phycisphaerae" "ML-A-10" "ML-A-10_unclassified" NA NA
"Otu006863" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "SWB04" NA NA
"Otu007916" "Bacteria" "Thermotogae" "Thermotogae" "Thermotogales" "Thermotogaceae" NA NA
"Otu008727" "Bacteria" "Nitrospirae" "Nitrospira" "Nitrospirales" "4-29" NA NA
"Otu009766" "Bacteria" "Verrucomicrobia" "B29" "B29_unclassified" "B29_unclassified" NA NA
