,$R^2$,$\kappa$,$P-value$
0,0.46840730493932925,0.5570717418589115,1.964167905959013e-06
1,0.4237140627070132,0.5570717418589115,1.964167905959013e-06
2,0.5491053284887653,0.5570717418589115,1.964167905959013e-06
3,0.4024343028177165,0.5570717418589115,1.964167905959013e-06
4,0.47854413170735144,0.5570717418589115,1.964167905959013e-06
5,0.4041512448030994,0.5570717418589115,1.964167905959013e-06
6,0.5186278896244619,0.5570717418589115,1.964167905959013e-06
7,0.4647914533177584,0.5570717418589115,1.964167905959013e-06
8,0.3522993781104352,0.5570717418589115,1.964167905959013e-06
9,0.5109332536520701,0.5570717418589115,1.964167905959013e-06
