,$R^2$,$\kappa$,$P-value$
0,0.6287171106036892,0.5042230241504962,1.2468372968576684e-05
1,0.7095375617138429,0.5042230241504962,1.2468372968576684e-05
2,0.5885084237261056,0.5042230241504962,1.2468372968576684e-05
3,0.6375965871342406,0.5042230241504962,1.2468372968576684e-05
4,0.619752204311658,0.5042230241504962,1.2468372968576684e-05
5,0.6164474698823181,0.5042230241504962,1.2468372968576684e-05
6,0.6098954503870402,0.5042230241504962,1.2468372968576684e-05
7,0.6272772203291725,0.5042230241504962,1.2468372968576684e-05
8,0.6462674912040118,0.5042230241504962,1.2468372968576684e-05
9,0.6087605441430335,0.5042230241504962,1.2468372968576684e-05
