,$R^2$,$\kappa$,$P-value$
0,0.74634299511436,0.5111111111111112,1.1549236970298757e-05
1,0.6874984334745725,0.5111111111111112,1.1549236970298757e-05
2,0.7528233780827962,0.5111111111111112,1.1549236970298757e-05
3,0.8041204369585705,0.5111111111111112,1.1549236970298757e-05
4,0.646936841935611,0.5111111111111112,1.1549236970298757e-05
5,0.6806442025711505,0.5111111111111112,1.1549236970298757e-05
6,0.524487808627156,0.5111111111111112,1.1549236970298757e-05
7,0.6930433976523805,0.5111111111111112,1.1549236970298757e-05
8,0.5799344389841219,0.5111111111111112,1.1549236970298757e-05
9,0.6913036912694149,0.5111111111111112,1.1549236970298757e-05
