,$R^2$,$\kappa$,$P-value$
0,0.7518559800509763,0.6292682926829268,6.804487230466591e-09
1,0.6935052533201198,0.6292682926829268,6.804487230466591e-09
2,0.5932298623296084,0.6292682926829268,6.804487230466591e-09
3,0.7156497720762347,0.6292682926829268,6.804487230466591e-09
4,0.6282860582773258,0.6292682926829268,6.804487230466591e-09
5,0.7085482981017733,0.6292682926829268,6.804487230466591e-09
6,0.6238201761720202,0.6292682926829268,6.804487230466591e-09
7,0.6489258075879307,0.6292682926829268,6.804487230466591e-09
8,0.6014858207194796,0.6292682926829268,6.804487230466591e-09
9,0.6418850923394058,0.6292682926829268,6.804487230466591e-09
