,$R^2$,$\kappa$,$P-value$
0,0.2986449013521598,0.586114091517591,2.1701420177666614e-06
1,0.30825803156613707,0.586114091517591,2.1701420177666614e-06
2,0.4219965521289212,0.586114091517591,2.1701420177666614e-06
3,0.4801509813222219,0.586114091517591,2.1701420177666614e-06
4,0.3114215700254357,0.586114091517591,2.1701420177666614e-06
5,0.39440667048932987,0.586114091517591,2.1701420177666614e-06
6,0.35072992821502946,0.586114091517591,2.1701420177666614e-06
7,0.2768064991211394,0.586114091517591,2.1701420177666614e-06
8,0.38138395522151713,0.586114091517591,2.1701420177666614e-06
9,0.3637695242526773,0.586114091517591,2.1701420177666614e-06
