,$R^2$,$\kappa$,$P-value$
0,0.5615261158901745,0.4761904761904763,4.383669461381192e-05
1,0.5741109649209846,0.4761904761904763,4.383669461381192e-05
2,0.5055587792413995,0.4761904761904763,4.383669461381192e-05
3,0.5133200797934125,0.4761904761904763,4.383669461381192e-05
4,0.498952026909278,0.4761904761904763,4.383669461381192e-05
5,0.5600665833667957,0.4761904761904763,4.383669461381192e-05
6,0.578589031444626,0.4761904761904763,4.383669461381192e-05
7,0.43455192139723753,0.4761904761904763,4.383669461381192e-05
8,0.4910314039631576,0.4761904761904763,4.383669461381192e-05
9,0.464370083247839,0.4761904761904763,4.383669461381192e-05
