,$R^2$,$\kappa$,$P-value$
0,0.00542749410764598,0.19288545984452735,0.15787474558160408
1,-0.025399122308722655,0.19288545984452735,0.15787474558160408
2,0.032592598916011406,0.19288545984452735,0.15787474558160408
3,0.0077740712770245635,0.19288545984452735,0.15787474558160408
4,-0.010700316963330403,0.19288545984452735,0.15787474558160408
5,-0.013363825417609387,0.19288545984452735,0.15787474558160408
6,-0.014827274785973232,0.19288545984452735,0.15787474558160408
7,-0.006179308597616506,0.19288545984452735,0.15787474558160408
8,-0.01700110298662527,0.19288545984452735,0.15787474558160408
9,-0.031101662451246348,0.19288545984452735,0.15787474558160408
