,$R^2$,$\kappa$,$P-value$
0,0.5410902224015854,0.5155060541191039,2.639344143622247e-05
1,0.44909216830385346,0.5155060541191039,2.639344143622247e-05
2,0.37282374450647626,0.5155060541191039,2.639344143622247e-05
3,0.4635268076693698,0.5155060541191039,2.639344143622247e-05
4,0.3671768918147319,0.5155060541191039,2.639344143622247e-05
5,0.4245706251347887,0.5155060541191039,2.639344143622247e-05
6,0.43398262686144573,0.5155060541191039,2.639344143622247e-05
7,0.4492755402712081,0.5155060541191039,2.639344143622247e-05
8,0.42627006748712437,0.5155060541191039,2.639344143622247e-05
9,0.5659249268498913,0.5155060541191039,2.639344143622247e-05
