,$R^2$,$\kappa$,$P-value$
0,0.15433321488067409,0.5095970056103512,3.391961293114189e-06
1,0.24789699923628783,0.49232253084389865,7.187492018764804e-06
2,0.24402432792928008,0.4997258771723783,5.2248951807679815e-06
3,0.2572245863233349,0.5219359161578173,1.9550329402963273e-06
4,0.15564683139056534,0.44790245287302055,4.4434750827330277e-05
5,0.2428589153722922,0.5095970056103512,3.391961293114189e-06
6,0.23671500260914924,0.507129223500858,3.781594290728297e-06
7,0.20075333775767112,0.4651769276394731,2.2292567777651656e-05
8,0.3066429837930602,0.5614204299097089,3.088541957380899e-07
9,0.24600391694529788,0.5638882120192023,2.7406825360294514e-07
