,$R^2$,$\kappa$,$P-value$
0,-0.25098878956623616,-0.21161302935272885,0.11390812929156913
1,-0.24480475089295783,-0.4972443228833002,0.00020129570864408023
2,-0.17603093117595758,-0.5204800389058843,9.97930987977912e-05
3,-0.06620589097303609,-0.04887264093383059,0.715229740598569
4,-0.2188884964830009,-0.5422535875039299,5.16564683944577e-05
5,-0.16582800410316523,-0.14906392016594847,0.26614840198492906
6,-0.20743048772913908,-0.19982715779422347,0.13520115424824122
7,-0.1946711313012892,-0.4029384091985795,0.002648739693510937
8,-0.22126425849941356,-0.10722523330565188,0.42412275987424153
9,-0.2186662426680399,-0.4693614636561993,0.00044990765849505795
