,$R^2$,$\kappa$,$P-value$
0,0.24137577788483544,0.5833042966060035,1.5379320180492508e-07
1,0.20846846797038565,0.5833042966060035,1.5379320180492508e-07
2,0.2425087836585612,0.5833042966060035,1.5379320180492508e-07
3,0.23350038439354115,0.5833042966060035,1.5379320180492508e-07
4,0.24153579065092323,0.5833042966060035,1.5379320180492508e-07
5,0.2730074161311393,0.5833042966060035,1.5379320180492508e-07
6,0.22920115538045627,0.5833042966060035,1.5379320180492508e-07
7,0.24612511998105369,0.5833042966060035,1.5379320180492508e-07
8,0.19853038116049604,0.5833042966060035,1.5379320180492508e-07
9,0.20871000888545843,0.5833042966060035,1.5379320180492508e-07
