,$R^2$,$\kappa$,$P-value$
0,0.44942813876026244,0.6675350606179178,1.1626358605478425e-09
1,0.6406245262224719,0.6675350606179178,1.1626358605478425e-09
2,0.5850076548235577,0.6675350606179178,1.1626358605478425e-09
3,0.48534972609995664,0.6675350606179178,1.1626358605478425e-09
4,0.4217541979195144,0.6675350606179178,1.1626358605478425e-09
5,0.6092489982429588,0.6675350606179178,1.1626358605478425e-09
6,0.5719100144077794,0.6675350606179178,1.1626358605478425e-09
7,0.5284484912379295,0.6675350606179178,1.1626358605478425e-09
8,0.6034922721428876,0.6675350606179178,1.1626358605478425e-09
9,0.5827999196208717,0.6675350606179178,1.1626358605478425e-09
