"Otu000004" "Otu000005" "Otu000009" "Otu000010" "Otu000012" "Otu000017" "Otu000019" "Otu000020" "Otu000022" "Otu000023" "Otu000025" "Otu000041" "Otu000042" "Otu000046" "Otu000049" "Otu000056" "Otu000058" "Otu000070" "Otu000075" "Otu000082" "Otu000083" "Otu000094" "Otu000136" "Otu000152" "Otu000161" "Otu000179" "Otu000227" "Otu000246" "Otu000262" "Otu000267" "Otu000323" "Otu000330" "Otu000363" "Otu000377" "Otu000385" "Otu000387" "Otu000438" "Otu000450" "Otu000459" "Otu000499" "Otu000509" "Otu000644" "Otu000663" "Otu000682" "Otu000715" "Otu000717" "Otu000733" "Otu000810" "Otu000931" "Otu001059" "Otu001097" "Otu001104" "Otu001118" "Otu001130" "Otu001142" "Otu001264" "Otu001318" "Otu001319" "Otu001345" "Otu001451" "Otu001649" "Otu001672" "Otu001697" "Otu001799" "Otu001802" "Otu001854" "Otu002028" "Otu002030" "Otu002057" "Otu002215" "Otu002481" "Otu002498" "Otu003007" "Otu003297" "Otu003366" "Otu003707" "Otu003766" "Otu004400" "Otu004590" "Otu004647" "Otu004798" "Otu005431" "Otu005904" "Otu008988"
"MDPH1F715" 0.285378366823429 0.00790936297563061 0.0453185121846943 0.104531851218469 0.0699016673792219 0.0647712697734074 0.0339888841385207 0.0307823856348867 0.0448909790508764 0.00876442924326635 0.0183839247541684 0.00128259940145361 0.00406156477126977 0.0254382214621633 0.0622060709705002 0.00106883283454468 0.0716117999144934 0.00128259940145361 0.0224454895254382 0.00534416417272339 0.0111158614792646 0.00470286447199658 0.00320649850363403 0.0106883283454468 0.00106883283454468 0.00235143223599829 0.00192389910218042 0.00940572894399316 0.00149636596836255 0.00406156477126977 0.0104745617785378 0.01004702864472 0 0 0.00106883283454468 0 0.000427533133817871 0 0 0 0.00427533133817871 0.00342026507054297 0 0.000427533133817871 0 0 0.000213766566908935 0 0 0 0.000213766566908935 0 0 0 0.000427533133817871 0.00106883283454468 0 0 0.00192389910218042 0 0.00106883283454468 0.000213766566908935 0 0.00384779820436084 0.000427533133817871 0.000427533133817871 0 0 0 0.000213766566908935 0 0 0 0 0 0.000213766566908935 0 0 0 0.000213766566908935 0 0 0 0
"MDPH2F514" 0.113937580162463 0.000213766566908935 0.026507054296708 0.244762719110731 0.0235143223599829 0.0401881145788799 0.133176571184267 0.066053869174861 0.0549380076955964 0.062847370671227 0.0384779820436084 0.00491663103890552 0.000427533133817871 0.00897819581017529 0.00192389910218042 0 0.0371953826421548 0 0.000213766566908935 0.000213766566908935 0.0337751175716118 0.0517315091919624 0.00213766566908935 0.00491663103890552 0 0.000213766566908935 0.00192389910218042 0.0151774262505344 0.000641299700726806 0.00384779820436084 0.00277896536981616 0.00277896536981616 0 0 0 0 0 0 0.000213766566908935 0 0.00171013253527148 0.0126122274476272 0 0 0 0 0 0 0 0 0 0 0 0 0.000855066267635742 0.000427533133817871 0.000213766566908935 0 0.00256519880290723 0 0.000213766566908935 0.00106883283454468 0.000213766566908935 0.000855066267635742 0 0.000213766566908935 0 0.000213766566908935 0 0 0 0 0 0 0 0 0 0 0.000213766566908935 0 0 0 0 0
"MDPH2F515" 0.272766139375802 0.000641299700726806 0.0196665241556221 0.191748610517315 0.120136810602822 0.00983326207781103 0.0897819581017529 0.0327062847370671 0.0342026507054297 0.0151774262505344 0.0128259940145361 0.00619923044035913 0.00406156477126977 0.0205215904232578 0.00128259940145361 0 0.0557930739632321 0.00128259940145361 0.00213766566908935 0 0.0213766566908935 0.0126122274476272 0.00491663103890552 0.01004702864472 0.000213766566908935 0.000641299700726806 0.000427533133817871 0.0181701581872595 0 0.00534416417272339 0.00192389910218042 0.00448909790508764 0 0 0 0 0.000213766566908935 0 0 0 0.00171013253527148 0.0113296280461736 0 0.000213766566908935 0 0 0 0 0.000427533133817871 0 0 0 0 0 0 0.000641299700726806 0 0 0.00812312954253955 0 0.000213766566908935 0 0.000427533133817871 0.00406156477126977 0 0.000427533133817871 0 0 0.000213766566908935 0 0 0.000213766566908935 0 0.000213766566908935 0 0 0 0 0 0.000641299700726806 0 0 0 0
"MDPH2F915" 0.255237280889269 0.00769559640872168 0.0671227020094057 0.144078666096622 0.0624198375374092 0.0207353569901667 0.0153911928174434 0.0290722530996152 0.0282171868319795 0.00128259940145361 0.00748182984181274 0.0113296280461736 0.00577169730654126 0.0386917486105173 0.0376229157759726 0 0.082727661393758 0.00171013253527148 0.0254382214621633 0.0104745617785378 0.0117571611799914 0.00149636596836255 0.0104745617785378 0.0239418554938008 0.00256519880290723 0.00235143223599829 0.000213766566908935 0.0128259940145361 0.000213766566908935 0.013253527148354 0.00192389910218042 0.00320649850363403 0 0 0.00128259940145361 0 0 0 0.00106883283454468 0 0.0312099187687046 0.00619923044035913 0.000213766566908935 0 0.000213766566908935 0 0 0 0.000855066267635742 0.000427533133817871 0.000213766566908935 0 0.000641299700726806 0 0 0.00470286447199658 0 0 0.00235143223599829 0.000427533133817871 0.00149636596836255 0.00213766566908935 0.000427533133817871 0.00534416417272339 0.000427533133817871 0.00106883283454468 0 0 0 0.00149636596836255 0 0.000213766566908935 0 0.000213766566908935 0 0 0 0 0 0 0 0 0.000641299700726806 0
"MINE1F514" 0.164814023086789 0.000213766566908935 0.0376229157759726 0.213552800342027 0.00406156477126977 0.185549380076956 0.0213766566908935 0.062847370671227 0.0389055151774262 0.00897819581017529 0.0746045318512185 0.00106883283454468 0 0.0322787516032493 0.00256519880290723 0 0.0778110303548525 0.000213766566908935 0 0.000213766566908935 0.0145361265498076 0.0168875587858059 0.00192389910218042 0.0029927319367251 0 0.00149636596836255 0.000855066267635742 0.00320649850363403 0 0.000427533133817871 0.00128259940145361 0.00235143223599829 0 0 0 0 0.000213766566908935 0 0.00171013253527148 0 0.00320649850363403 0.00149636596836255 0 0 0 0 0 0 0.00106883283454468 0 0 0 0.000213766566908935 0 0.00320649850363403 0.00427533133817871 0.000427533133817871 0 0.000213766566908935 0 0 0.000641299700726806 0.00106883283454468 0.00470286447199658 0.000427533133817871 0.00213766566908935 0 0 0 0.000855066267635742 0 0 0 0 0.000213766566908935 0.000213766566908935 0 0 0 0.000213766566908935 0.000855066267635742 0 0 0
"MINE1F714" 0.330910645575032 0.0884993587002993 0.0374091492090637 0.179777682770415 0.0226592560923472 0.0718255664814023 0.0500213766566909 0.0382642154766994 0.0557930739632322 0.00812312954253955 0.023086789226165 0.00171013253527148 0.01004702864472 0.00277896536981616 0.00812312954253955 0 0.00983326207781103 0 0.00320649850363403 0.00171013253527148 0.0029927319367251 0.00491663103890552 0.000427533133817871 0.0096194955109021 0 0.00256519880290723 0.000213766566908935 0.0147498931167165 0.000213766566908935 0.00149636596836255 0.000641299700726806 0.00641299700726806 0 0.000213766566908935 0 0 0 0 0.000213766566908935 0 0.00320649850363403 0.00427533133817871 0 0.00171013253527148 0 0 0 0 0 0 0.000213766566908935 0 0 0 0 0.000213766566908935 0.000213766566908935 0 0.000213766566908935 0 0 0 0.000213766566908935 0.000641299700726806 0 0 0 0 0 0 0.000427533133817871 0 0 0 0.000213766566908935 0 0 0 0 0 0 0 0 0
"MINE1F914" 0.326421547669944 0.0160324925181702 0.0314236853356135 0.210987601539119 0.00940572894399316 0.119709277469004 0.0346301838392475 0.0504489097905088 0.0457460453185122 0.00427533133817871 0.0337751175716118 0.000427533133817871 0.00235143223599829 0.0194527575887131 0.0126122274476272 0 0.016673792218897 0.000855066267635742 0.0029927319367251 0.0113296280461736 0.00256519880290723 0.000427533133817871 0.000213766566908935 0.0145361265498076 0.00171013253527148 0.00128259940145361 0.000213766566908935 0.00342026507054297 0.000641299700726806 0.000641299700726806 0.000641299700726806 0.006626763574177 0 0.000213766566908935 0.000427533133817871 0 0.000641299700726806 0 0.000641299700726806 0 0.00320649850363403 0.0036340316374519 0 0 0.000213766566908935 0.000213766566908935 0 0.000213766566908935 0.00192389910218042 0 0.000427533133817871 0 0 0 0.00128259940145361 0.000213766566908935 0.000213766566908935 0.000641299700726806 0.000213766566908935 0 0.000213766566908935 0.000213766566908935 0.000213766566908935 0.00149636596836255 0 0.000213766566908935 0 0 0 0.000427533133817871 0.000427533133817871 0 0 0 0 0 0 0 0 0 0 0 0 0
"MINE1F715" 0.352287302265926 0.0207353569901667 0.0177426250534416 0.229157759726379 0.0267208208636169 0.0748182984181274 0.049593843522873 0.0309961522017956 0.0459598118854211 0.00534416417272339 0.023300555793074 0.000427533133817871 0.00406156477126977 0.0156049593843523 0.0275758871312527 0 0.0147498931167165 0.00491663103890552 0.00149636596836255 0.000641299700726806 0.00192389910218042 0.00534416417272339 0.000213766566908935 0.0117571611799914 0.000855066267635742 0.00171013253527148 0.000213766566908935 0.0096194955109021 0.000427533133817871 0.00149636596836255 0.0036340316374519 0.00213766566908935 0 0 0 0 0.000213766566908935 0 0.000213766566908935 0 0.00149636596836255 0.00513039760581445 0 0.000213766566908935 0 0 0 0 0 0 0.000213766566908935 0 0 0.000213766566908935 0.000641299700726806 0.000213766566908935 0.000427533133817871 0.000427533133817871 0.000855066267635742 0 0.00171013253527148 0.000213766566908935 0 0.00106883283454468 0 0 0 0 0 0.000213766566908935 0.000213766566908935 0 0 0.000427533133817871 0.000213766566908935 0 0 0 0 0.000213766566908935 0 0 0 0
"MINE2F515" 0.33326207781103 0.00128259940145361 0.0451047456177854 0.199016673792219 0.0247969217614365 0.0756733646857631 0.0602821718683198 0.0418982471141513 0.0376229157759726 0.00919196237708422 0.0386917486105173 0.0036340316374519 0.00320649850363403 0.0239418554938008 0.00277896536981616 0 0.0335613510047029 0.000855066267635742 0.00171013253527148 0.000641299700726806 0.00790936297563061 0.00320649850363403 0.0036340316374519 0.00855066267635742 0 0.00128259940145361 0 0.00619923044035913 0.000641299700726806 0.0036340316374519 0.00149636596836255 0.00406156477126977 0 0 0 0 0.000213766566908935 0 0.000641299700726806 0 0.00235143223599829 0.00277896536981616 0 0.000213766566908935 0 0.000427533133817871 0 0.00106883283454468 0.000213766566908935 0 0.000213766566908935 0 0 0.000213766566908935 0.00171013253527148 0.00128259940145361 0.000213766566908935 0 0.0036340316374519 0 0 0.00171013253527148 0 0.00320649850363403 0 0.000855066267635742 0 0 0 0.00128259940145361 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MINE2F915" 0.386062419837537 0.0113296280461736 0.0540829414279607 0.136383069687901 0.0158187259512612 0.0754595981188542 0.0391192817443352 0.0252244548952544 0.0322787516032493 0.00277896536981616 0.0540829414279607 0.013253527148354 0.00213766566908935 0.0226592560923472 0.0211628901239846 0 0.0359127832407012 0.000855066267635742 0.00406156477126977 0.00342026507054297 0.0102607952116289 0.0029927319367251 0.00128259940145361 0.0145361265498076 0.00149636596836255 0.000855066267635742 0.000213766566908935 0.00534416417272339 0 0.00213766566908935 0.00171013253527148 0.0072680632749038 0 0 0.000427533133817871 0 0.000641299700726806 0 0.000641299700726806 0 0.00171013253527148 0.00171013253527148 0 0 0 0.000213766566908935 0.000213766566908935 0 0.00149636596836255 0 0 0 0 0 0.00128259940145361 0.00106883283454468 0.000641299700726806 0.000213766566908935 0.000641299700726806 0 0.00106883283454468 0.000427533133817871 0 0.00171013253527148 0.000641299700726806 0 0 0.000213766566908935 0 0.000213766566908935 0.000641299700726806 0 0 0 0 0 0 0 0 0 0 0 0 0
"MINH1F514" 0.150064129970073 0.000213766566908935 0.0277896536981616 0.257161179991449 0.00235143223599829 0.193458743052587 0.0425395468148782 0.0658401026079521 0.0369816160752458 0.00940572894399316 0.0746045318512185 0.000641299700726806 0.000427533133817871 0.0072680632749038 0.000427533133817871 0 0.0322787516032493 0.000427533133817871 0.000855066267635742 0 0.0282171868319795 0.0185976913210774 0.00256519880290723 0.00470286447199658 0 0.00213766566908935 0.000641299700726806 0.00598546387345019 0 0.000855066267635742 0.00171013253527148 0.00769559640872168 0 0 0 0 0.000427533133817871 0 0.00149636596836255 0.000427533133817871 0.0029927319367251 0.000641299700726806 0 0 0 0 0 0 0.000213766566908935 0 0 0 0 0 0.00320649850363403 0.00192389910218042 0.000213766566908935 0 0.000641299700726806 0 0 0.00171013253527148 0.00106883283454468 0.00513039760581445 0.000641299700726806 0 0 0 0 0.00128259940145361 0 0.000213766566908935 0 0 0.000213766566908935 0.000213766566908935 0 0.000427533133817871 0 0 0.00106883283454468 0 0 0
"MINH1F714" 0.413210773834972 0.0303548525010688 0.0560068405301411 0.135100470286447 0.0247969217614365 0.0737494655835827 0.0423257802479692 0.036340316374519 0.0395468148781531 0.00213766566908935 0.0273621205643437 0.00491663103890552 0.00577169730654126 0.0177426250534416 0.00384779820436084 0 0.0190252244548953 0.000427533133817871 0.0029927319367251 0.00106883283454468 0.00641299700726806 0.0029927319367251 0.00128259940145361 0.0128259940145361 0.000641299700726806 0.00256519880290723 0 0.0126122274476272 0 0.00106883283454468 0.00427533133817871 0.00448909790508764 0.000427533133817871 0 0 0 0.000213766566908935 0 0.000641299700726806 0 0.00256519880290723 0.00534416417272339 0 0.000213766566908935 0 0 0 0 0 0 0 0 0 0 0.000427533133817871 0.000427533133817871 0.000213766566908935 0 0.000213766566908935 0 0.000427533133817871 0 0 0.000427533133817871 0.000641299700726806 0.000427533133817871 0 0 0 0.000213766566908935 0.000641299700726806 0 0 0 0.000427533133817871 0 0 0.000213766566908935 0 0 0 0 0 0
"MINH1F914" 0.332193244976486 0.0162462590850791 0.039760581445062 0.192176143651133 0.00748182984181274 0.111372381359555 0.0318512184694314 0.0436083796494228 0.05622060709705 0.00277896536981616 0.0519452757588713 0.000855066267635742 0.00320649850363403 0.0211628901239846 0.0119709277469004 0 0.0188114578879863 0.00106883283454468 0.00384779820436084 0.00427533133817871 0.00598546387345019 0.000855066267635742 0.00171013253527148 0.00448909790508764 0.00128259940145361 0.00192389910218042 0.000855066267635742 0.00427533133817871 0 0.00106883283454468 0.0036340316374519 0.00384779820436084 0 0.000213766566908935 0.000213766566908935 0 0.000213766566908935 0 0.00128259940145361 0 0.00213766566908935 0.00342026507054297 0 0 0.000213766566908935 0 0 0.000213766566908935 0.00149636596836255 0 0 0.000213766566908935 0 0 0.00192389910218042 0.000641299700726806 0 0.000641299700726806 0.000641299700726806 0 0 0.000213766566908935 0 0.00320649850363403 0.000213766566908935 0.000641299700726806 0 0.000213766566908935 0 0.000855066267635742 0 0 0 0 0 0 0 0 0 0.000427533133817871 0 0 0 0
"MINH1F715" 0.385207353569902 0.0369816160752458 0.0408294142796067 0.229799059427106 0.0162462590850791 0.0675502351432236 0.0256519880290723 0.0181701581872595 0.0354852501068833 0.0029927319367251 0.0404018811457888 0.00106883283454468 0.00277896536981616 0.0121846943138093 0.01004702864472 0 0.0134672937152629 0.00619923044035913 0.00470286447199658 0.00128259940145361 0.00384779820436084 0.00320649850363403 0 0.00705429670799487 0.000641299700726806 0.000427533133817871 0.000213766566908935 0.00491663103890552 0.000855066267635742 0.00171013253527148 0.000855066267635742 0.00213766566908935 0 0 0.000213766566908935 0 0.000427533133817871 0 0.00192389910218042 0 0.00235143223599829 0.00790936297563061 0 0.000641299700726806 0 0 0 0.000427533133817871 0.000641299700726806 0 0 0 0.000213766566908935 0 0.000641299700726806 0.000427533133817871 0 0.000427533133817871 0.00106883283454468 0 0.000213766566908935 0.000427533133817871 0.000427533133817871 0.0029927319367251 0 0 0 0 0 0.000213766566908935 0 0.000213766566908935 0 0.000213766566908935 0 0 0 0 0 0.000855066267635742 0 0.000213766566908935 0 0
"MINH2F515" 0.361693031209919 0.000427533133817871 0.0335613510047029 0.174005985463873 0.0290722530996152 0.0737494655835827 0.0718255664814023 0.0344164172723386 0.0356990166737922 0.00705429670799487 0.0335613510047029 0.00277896536981616 0.00213766566908935 0.0348439504061565 0.000641299700726806 0 0.0474561778537837 0.00128259940145361 0.00235143223599829 0 0.0096194955109021 0.00448909790508764 0.00149636596836255 0.00705429670799487 0 0.00235143223599829 0.000213766566908935 0.00876442924326635 0.000641299700726806 0.00192389910218042 0.00128259940145361 0.00256519880290723 0 0 0 0 0.000213766566908935 0 0.000641299700726806 0 0.000855066267635742 0.00171013253527148 0.000641299700726806 0 0 0.000427533133817871 0 0.000427533133817871 0.000427533133817871 0 0 0.000641299700726806 0 0 0.000855066267635742 0.000641299700726806 0 0 0.00213766566908935 0 0.000427533133817871 0.000641299700726806 0.000427533133817871 0.00128259940145361 0 0 0 0 0 0 0 0.000213766566908935 0 0 0.000213766566908935 0.000213766566908935 0 0 0 0 0 0 0 0
"MINH2F915" 0.310389055151774 0.0143223599828987 0.0532278751603249 0.196451474989312 0.0185976913210774 0.0919196237708422 0.0258657545959812 0.0282171868319795 0.0461735784523301 0.00213766566908935 0.0649850363403164 0.0156049593843523 0.0029927319367251 0.0254382214621633 0.0153911928174434 0 0.0277896536981616 0.000641299700726806 0.00320649850363403 0.00235143223599829 0.00769559640872168 0.00171013253527148 0.00171013253527148 0.0126122274476272 0.00106883283454468 0.000641299700726806 0.000213766566908935 0.00342026507054297 0.000427533133817871 0.00192389910218042 0.00128259940145361 0.00491663103890552 0 0 0.00128259940145361 0 0 0 0.000855066267635742 0 0.00149636596836255 0.00106883283454468 0 0 0 0 0 0.000427533133817871 0.000641299700726806 0 0 0 0 0 0.000855066267635742 0.00149636596836255 0 0.000213766566908935 0.00277896536981616 0 0 0.000213766566908935 0 0.00384779820436084 0 0.000213766566908935 0.000213766566908935 0 0 0 0.000213766566908935 0 0 0 0 0 0 0 0 0.000855066267635742 0 0 0 0
"MLBD2F115" 0.375801624625908 0.00235143223599829 0.0374091492090637 0.13061137238136 0.023086789226165 0.0622060709705002 0.0466011115861479 0.05622060709705 0.0461735784523301 0.0121846943138093 0.0369816160752458 0.00598546387345019 0.00384779820436084 0.0348439504061565 0.0220179563916204 0 0.0404018811457888 0 0.00876442924326635 0.00470286447199658 0.00470286447199658 0.00427533133817871 0.00320649850363403 0.0109020949123557 0.00256519880290723 0.00149636596836255 0 0.00213766566908935 0.000213766566908935 0.000427533133817871 0.0029927319367251 0.00448909790508764 0 0 0.00128259940145361 0 0.000213766566908935 0 0 0 0.000855066267635742 0.00448909790508764 0 0 0 0 0 0 0.000427533133817871 0.000427533133817871 0 0 0 0 0.000213766566908935 0.000641299700726806 0 0 0.000641299700726806 0 0 0.000213766566908935 0 0.00277896536981616 0 0.000213766566908935 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MLBD2F415" 0.288157332193245 0 0.0305686190679778 0.255237280889269 0.0109020949123557 0.0639162035057717 0.125694741342454 0.0547242411286875 0.0307823856348867 0.00213766566908935 0.0342026507054297 0.000427533133817871 0.00192389910218042 0.0029927319367251 0.00192389910218042 0 0.0207353569901667 0 0 0 0.00470286447199658 0.0226592560923472 0.000213766566908935 0.0220179563916203 0 0.000641299700726806 0.000427533133817871 0.00427533133817871 0.000427533133817871 0.00149636596836255 0.00106883283454468 0.00320649850363403 0 0 0 0 0 0 0 0 0.000855066267635742 0.00684053014108593 0 0 0 0.000213766566908935 0 0 0 0 0 0 0 0 0.000641299700726806 0.00171013253527148 0 0 0.00192389910218042 0 0.000641299700726806 0 0 0.00128259940145361 0 0 0 0 0 0 0 0.000427533133817871 0 0 0 0 0 0 0 0 0 0 0 0
"MLBD2F515" 0.395254382214622 0 0.0342026507054297 0.146857631466439 0.0301410859341599 0.104104318084652 0.0910645575032065 0.0408294142796067 0.0318512184694314 0.00876442924326635 0.0237280889268918 0.000213766566908935 0.00235143223599829 0.0200940572894399 0.000641299700726806 0 0.0188114578879863 0.00149636596836255 0.00256519880290723 0 0.0036340316374519 0.00513039760581445 0.00406156477126977 0.00919196237708422 0 0.000641299700726806 0.00106883283454468 0.00705429670799487 0.000427533133817871 0.00171013253527148 0.000213766566908935 0.00641299700726806 0 0 0 0 0.000213766566908935 0 0 0 0.000641299700726806 0.00320649850363403 0.000213766566908935 0 0 0 0 0 0 0 0 0 0 0 0 0.000427533133817871 0 0 0.000427533133817871 0 0 0 0.000213766566908935 0.00128259940145361 0 0 0 0 0 0 0 0 0 0 0.000641299700726806 0 0 0 0 0 0.000213766566908935 0 0 0
"MLBD2F715" 0.378580589995725 0.0149636596836255 0.0525865754595981 0.116289012398461 0.0502351432235998 0.0568619067977768 0.0188114578879863 0.0303548525010688 0.0442496793501496 0.00235143223599829 0.0141085934159897 0.00171013253527148 0.0128259940145361 0.0215904232578025 0.043180846515605 0 0.0292860196665242 0.00106883283454468 0.00983326207781103 0.00598546387345019 0.0117571611799914 0.00833689610944848 0.00320649850363403 0.0194527575887131 0.0029927319367251 0.000641299700726806 0.00171013253527148 0.0111158614792646 0.000641299700726806 0.000427533133817871 0.00726806327490381 0.00598546387345019 0 0 0.0036340316374519 0 0 0 0 0 0.0115433946130825 0.00171013253527148 0 0.000855066267635742 0 0 0.000427533133817871 0 0.000641299700726806 0 0.000213766566908935 0 0 0 0 0.000427533133817871 0 0 0.00149636596836255 0.000213766566908935 0 0 0 0.000427533133817871 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MLBD2F815" 0.294142796066695 0.0151774262505344 0.0211628901239846 0.076100897819581 0.0942710560068405 0.046387345019239 0.0277896536981616 0.0493800769559641 0.0158187259512612 0.00897819581017529 0.00790936297563061 0.0218041898247114 0.0442496793501496 0.0134672937152629 0.0720393330483112 0 0.0123984608807183 0.00320649850363403 0.00342026507054297 0.00256519880290723 0.0215904232578025 0.0145361265498076 0.00106883283454468 0.0438221462163318 0.0136810602821719 0.01004702864472 0 0.0218041898247114 0.00171013253527148 0.00149636596836255 0.00833689610944848 0.01004702864472 0 0.000213766566908935 0.000855066267635742 0 0 0 0 0 0.00277896536981616 0.0102607952116289 0 0.0036340316374519 0.000641299700726806 0 0 0 0.000213766566908935 0.000855066267635742 0 0 0 0 0 0.000213766566908935 0 0.000427533133817871 0.000427533133817871 0 0 0 0 0.000855066267635742 0 0 0 0 0 0 0 0 0 0.000213766566908935 0 0 0 0 0 0 0 0 0 0
"MLBD2F915" 0.260367678495083 0.0309961522017956 0.0461735784523301 0.126763574176999 0.0314236853356135 0.0555793073963232 0.0303548525010688 0.049593843522873 0.0532278751603249 0.00577169730654126 0.0376229157759726 0.0209491235570757 0.0138948268490808 0.0162462590850791 0.0455322787516033 0 0.0288584865327063 0 0.00427533133817871 0.0207353569901667 0.0258657545959812 0.00342026507054297 0.0029927319367251 0.0320649850363403 0.00513039760581445 0.00619923044035913 0.00171013253527148 0.00812312954253955 0.000641299700726806 0.000427533133817871 0.0134672937152629 0.00555793073963232 0 0 0.00235143223599829 0 0 0 0 0 0.00256519880290723 0.00342026507054297 0 0 0 0 0.000427533133817871 0.000213766566908935 0.00235143223599829 0.000427533133817871 0 0 0 0 0.000213766566908935 0.000641299700726806 0.000213766566908935 0.000641299700726806 0.00106883283454468 0.000213766566908935 0 0.000213766566908935 0 0.000213766566908935 0.000213766566908935 0 0 0 0 0 0 0 0 0.000213766566908935 0 0 0.000213766566908935 0.000213766566908935 0 0 0 0 0 0
"MLBS2F115" 0.366395895681915 0.00213766566908935 0.0485250106883283 0.150064129970073 0.029927319367251 0.0521590423257802 0.0547242411286875 0.0414707139803335 0.0288584865327063 0.00427533133817871 0.0457460453185122 0.00812312954253955 0.00641299700726806 0.023086789226165 0.0327062847370671 0 0.0457460453185122 0.000427533133817871 0.00726806327490381 0.00384779820436084 0.00513039760581445 0.00128259940145361 0.0029927319367251 0.0115433946130825 0.00406156477126977 0 0 0.00448909790508764 0.000213766566908935 0.00106883283454468 0.00320649850363403 0.00470286447199658 0 0 0.000641299700726806 0 0.000213766566908935 0 0 0 0.00106883283454468 0.00149636596836255 0 0 0 0 0 0 0.000641299700726806 0 0 0 0 0 0 0.000213766566908935 0.000213766566908935 0 0.00128259940145361 0 0.000213766566908935 0.000213766566908935 0 0.00192389910218042 0.000213766566908935 0.000855066267635742 0 0 0 0.000213766566908935 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MLBS2F515" 0.491663103890552 0 0.0337751175716118 0.16460025651988 0.0245831551945276 0.0649850363403164 0.0953398888413852 0.0269345874305259 0.0173150919196238 0.00769559640872168 0.0168875587858059 0.00192389910218042 0.000427533133817871 0.00448909790508764 0.000641299700726806 0 0.0111158614792646 0.000213766566908935 0.00213766566908935 0 0.00277896536981616 0.00513039760581445 0.00342026507054297 0.00277896536981616 0 0.000213766566908935 0 0.00919196237708422 0 0.000641299700726806 0.000427533133817871 0.00213766566908935 0 0 0 0.000427533133817871 0 0 0 0 0.000641299700726806 0.00448909790508764 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00128259940145361 0 0 0.000641299700726806 0 0 0 0.000427533133817871 0.000213766566908935 0 0.000213766566908935 0 0 0 0 0.000213766566908935 0 0 0 0 0 0 0 0 0 0 0 0 0
"MLBS2F715" 0.582727661393758 0.0784523300555793 0.0247969217614365 0.0641299700726806 0.0121846943138093 0.0799486960239419 0.0181701581872595 0.0162462590850791 0.019880290722531 0.00171013253527148 0.0113296280461736 0.000213766566908935 0.0173150919196238 0.000427533133817871 0.0119709277469004 0 0.00406156477126977 0.000427533133817871 0.00448909790508764 0.00384779820436084 0.00427533133817871 0.000855066267635742 0.000855066267635742 0.0173150919196238 0.00171013253527148 0.00106883283454468 0.000855066267635742 0.00790936297563061 0.000641299700726806 0 0.00128259940145361 0.00577169730654126 0 0 0.00106883283454468 0.000641299700726806 0 0 0 0 0.000213766566908935 0.000855066267635742 0 0.00128259940145361 0 0 0 0 0 0 0 0 0.000213766566908935 0 0 0 0 0 0 0 0 0.000213766566908935 0 0.000641299700726806 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MLBS2F815" 0.368106028217187 0.0269345874305259 0.0235143223599829 0.101539119281744 0.0513039760581445 0.0391192817443352 0.0156049593843523 0.0303548525010688 0.026507054296708 0.00684053014108593 0.0158187259512612 0.06626763574177 0.0106883283454468 0.0029927319367251 0.079521162890124 0 0.0113296280461736 0.00235143223599829 0.00320649850363403 0.00684053014108593 0.0284309533988884 0.0102607952116289 0.00106883283454468 0.0173150919196238 0.00384779820436084 0.00320649850363403 0 0.0145361265498076 0.000855066267635742 0.000213766566908935 0.00833689610944848 0.00748182984181274 0 0.000213766566908935 0.00106883283454468 0 0 0 0 0 0.00128259940145361 0.00619923044035913 0 0.00427533133817871 0.000213766566908935 0 0.000855066267635742 0 0.000641299700726806 0 0.000427533133817871 0 0 0 0 0 0 0 0 0 0 0.000213766566908935 0.000213766566908935 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MLBS2F915" 0.250320649850363 0.0786660966224882 0.0418982471141513 0.124412141941 0.0356990166737922 0.0669089354424968 0.0215904232578025 0.0395468148781531 0.046387345019239 0.00619923044035913 0.0489525438221462 0.0168875587858059 0.0175288584865327 0.00919196237708422 0.0410431808465156 0 0.0307823856348867 0.000427533133817871 0.00235143223599829 0.0143223599828987 0.0147498931167165 0.00384779820436084 0.00277896536981616 0.0312099187687046 0.00598546387345019 0.00705429670799487 0.00128259940145361 0.00513039760581445 0.00106883283454468 0.000213766566908935 0.0143223599828987 0.00598546387345019 0 0 0.00106883283454468 0.000855066267635742 0 0 0 0 0.00192389910218042 0.00342026507054297 0 0 0.000427533133817871 0.000213766566908935 0 0.000855066267635742 0.00192389910218042 0.000213766566908935 0 0 0 0 0 0.000427533133817871 0 0 0.000427533133817871 0.000641299700726806 0 0 0 0.000641299700726806 0 0 0 0 0 0 0 0 0 0 0 0 0.000213766566908935 0 0 0 0 0 0 0
